Unnamed: 0,timestamp,rt_ratings_put_PDO_count,rt_ratings_put_PDO_sum
0,2023-03-29 04:00:00.514000+00:00,19.0,
1,2023-03-29 04:00:05.514000+00:00,20.0,0.256815
2,2023-03-29 04:00:10.514000+00:00,22.0,0.11408500000000021
3,2023-03-29 04:00:15.514000+00:00,22.0,0.0
4,2023-03-29 04:00:20.514000+00:00,24.0,0.229734
5,2023-03-29 04:00:25.514000+00:00,24.0,0.0
6,2023-03-29 04:00:30.514000+00:00,24.0,0.0
7,2023-03-29 04:00:35.514000+00:00,25.0,0.0
8,2023-03-29 04:00:40.514000+00:00,26.0,0.04687100000000033
9,2023-03-29 04:00:45.514000+00:00,26.0,0.0
10,2023-03-29 04:00:50.514000+00:00,29.0,0.21537299999999981
11,2023-03-29 04:00:55.514000+00:00,30.0,0.090565
12,2023-03-29 04:01:00.514000+00:00,33.0,0.31856299999999993
13,2023-03-29 04:01:05.514000+00:00,33.0,0.0
14,2023-03-29 04:01:10.514000+00:00,34.0,0.068438
15,2023-03-29 04:01:15.514000+00:00,36.0,0.18987500000000002
16,2023-03-29 04:01:20.514000+00:00,37.0,0.045823999999999976
17,2023-03-29 04:01:25.514000+00:00,37.0,0.0
18,2023-03-29 04:01:30.514000+00:00,40.0,0.11343000000000003
19,2023-03-29 04:01:35.514000+00:00,40.0,0.0
20,2023-03-29 04:01:40.514000+00:00,42.0,0.12752700000000006
21,2023-03-29 04:01:45.514000+00:00,42.0,0.0
22,2023-03-29 04:01:50.514000+00:00,43.0,0.04320199999999996
23,2023-03-29 04:01:55.514000+00:00,44.0,0.04405700000000001
24,2023-03-29 04:02:00.514000+00:00,44.0,0.0
25,2023-03-29 04:02:05.514000+00:00,44.0,0.0
26,2023-03-29 04:02:10.514000+00:00,45.0,0.0
27,2023-03-29 04:02:15.514000+00:00,45.0,0.0
28,2023-03-29 04:02:20.514000+00:00,48.0,0.11177199999999998
29,2023-03-29 04:02:25.514000+00:00,49.0,0.043205999999999856
30,2023-03-29 04:02:30.514000+00:00,51.0,0.10986700000000016
31,2023-03-29 04:02:35.514000+00:00,53.0,0.0
32,2023-03-29 04:02:40.514000+00:00,57.0,0.23523499999999986
33,2023-03-29 04:02:45.514000+00:00,57.0,0.0
34,2023-03-29 04:02:50.514000+00:00,59.0,0.0
35,2023-03-29 04:02:55.514000+00:00,60.0,0.0
36,2023-03-29 04:03:00.514000+00:00,60.0,0.0
37,2023-03-29 04:03:05.514000+00:00,60.0,0.0
38,2023-03-29 04:03:10.514000+00:00,61.0,0.05804199999999993
39,2023-03-29 04:03:15.514000+00:00,62.0,0.12136300000000011
40,2023-03-29 04:03:20.514000+00:00,62.0,0.0
41,2023-03-29 04:03:25.514000+00:00,62.0,0.0
42,2023-03-29 04:03:30.514000+00:00,62.0,0.0
43,2023-03-29 04:03:35.514000+00:00,62.0,0.0
44,2023-03-29 04:03:40.514000+00:00,65.0,0.1289450000000003
45,2023-03-29 04:03:45.514000+00:00,66.0,0.2537509999999994
46,2023-03-29 04:03:50.514000+00:00,67.0,0.04082499999999989
47,2023-03-29 04:03:55.514000+00:00,68.0,0.05285399999999951
48,2023-03-29 04:04:00.514000+00:00,68.0,0.0
49,2023-03-29 04:04:05.514000+00:00,72.0,0.26137999999999995
50,2023-03-29 04:04:10.514000+00:00,75.0,0.1515080000000002
51,2023-03-29 04:04:15.514000+00:00,76.0,0.059946000000000055
52,2023-03-29 04:04:20.514000+00:00,78.0,0.08893099999999965
53,2023-03-29 04:04:25.514000+00:00,80.0,0.08103099999999985
54,2023-03-29 04:04:30.514000+00:00,83.0,0.1530560000000003
55,2023-03-29 04:04:35.514000+00:00,85.0,0.211522
56,2023-03-29 04:04:40.514000+00:00,87.0,0.14579600000000026
57,2023-03-29 04:04:45.514000+00:00,91.0,0.0
58,2023-03-29 04:04:50.514000+00:00,91.0,0.0
59,2023-03-29 04:04:55.514000+00:00,92.0,0.04592900000000011
60,2023-03-29 04:05:00.514000+00:00,93.0,0.04047899999999993
61,2023-03-29 04:05:05.514000+00:00,93.0,0.0
62,2023-03-29 04:05:10.514000+00:00,94.0,0.03852499999999992
63,2023-03-29 04:05:15.514000+00:00,94.0,0.0
64,2023-03-29 04:05:20.514000+00:00,94.0,0.0
65,2023-03-29 04:05:25.514000+00:00,96.0,0.10001000000000015
66,2023-03-29 04:05:30.514000+00:00,96.0,0.0
67,2023-03-29 04:05:35.514000+00:00,96.0,0.0
68,2023-03-29 04:05:40.514000+00:00,96.0,0.0
69,2023-03-29 04:05:45.514000+00:00,97.0,0.11846500000000004
70,2023-03-29 04:05:50.514000+00:00,97.0,0.0
71,2023-03-29 04:05:55.514000+00:00,97.0,0.0
72,2023-03-29 04:06:00.514000+00:00,97.0,0.0
73,2023-03-29 04:06:05.514000+00:00,97.0,0.0
74,2023-03-29 04:06:10.514000+00:00,97.0,0.0
75,2023-03-29 04:06:15.514000+00:00,99.0,0.11285500000000015
76,2023-03-29 04:06:20.514000+00:00,107.0,0.0
77,2023-03-29 04:06:25.514000+00:00,110.0,0.16802899999999976
78,2023-03-29 04:06:30.514000+00:00,110.0,0.0
79,2023-03-29 04:06:35.514000+00:00,111.0,0.07077300000000042
80,2023-03-29 04:06:40.514000+00:00,111.0,0.0
81,2023-03-29 04:06:45.514000+00:00,112.0,0.03875699999999993
82,2023-03-29 04:06:50.514000+00:00,115.0,0.18765899999999913
83,2023-03-29 04:06:55.514000+00:00,117.0,0.0
84,2023-03-29 04:07:00.514000+00:00,118.0,0.03977899999999979
85,2023-03-29 04:07:05.514000+00:00,118.0,0.0
86,2023-03-29 04:07:10.514000+00:00,119.0,0.0
87,2023-03-29 04:07:15.514000+00:00,119.0,0.0
88,2023-03-29 04:07:20.514000+00:00,119.0,0.0
89,2023-03-29 04:07:25.514000+00:00,119.0,0.0
90,2023-03-29 04:07:30.514000+00:00,120.0,0.09280199999999983
91,2023-03-29 04:07:35.514000+00:00,120.0,0.0
92,2023-03-29 04:07:40.514000+00:00,122.0,0.0
93,2023-03-29 04:07:45.514000+00:00,123.0,0.05226600000000037
94,2023-03-29 04:07:50.514000+00:00,124.0,0.05079200000000039
95,2023-03-29 04:07:55.514000+00:00,124.0,0.0
96,2023-03-29 04:08:00.514000+00:00,125.0,0.0
97,2023-03-29 04:08:05.514000+00:00,125.0,0.0
98,2023-03-29 04:08:10.514000+00:00,128.0,0.17087200000000013
99,2023-03-29 04:08:15.514000+00:00,131.0,0.0
100,2023-03-29 04:08:20.514000+00:00,131.0,0.0
101,2023-03-29 04:08:25.514000+00:00,133.0,0.0
102,2023-03-29 04:08:30.514000+00:00,134.0,0.046473999999999904
103,2023-03-29 04:08:35.514000+00:00,136.0,0.106522
104,2023-03-29 04:08:40.514000+00:00,137.0,0.04266099999999984
105,2023-03-29 04:08:45.514000+00:00,137.0,0.0
106,2023-03-29 04:08:50.514000+00:00,141.0,0.0
107,2023-03-29 04:08:55.514000+00:00,142.0,0.042633000000000365
108,2023-03-29 04:09:00.514000+00:00,142.0,0.0
109,2023-03-29 04:09:05.514000+00:00,143.0,0.03787800000000008
110,2023-03-29 04:09:10.514000+00:00,143.0,0.0
111,2023-03-29 04:09:15.514000+00:00,143.0,0.0
112,2023-03-29 04:09:20.514000+00:00,144.0,0.052680999999999756
113,2023-03-29 04:09:25.514000+00:00,144.0,0.0
114,2023-03-29 04:09:30.514000+00:00,146.0,0.1950529999999997
115,2023-03-29 04:09:35.514000+00:00,146.0,0.0
116,2023-03-29 04:09:40.514000+00:00,146.0,0.0
117,2023-03-29 04:09:45.514000+00:00,146.0,0.0
118,2023-03-29 04:09:50.514000+00:00,151.0,0.0
119,2023-03-29 04:09:55.514000+00:00,153.0,0.09004799999999769
120,2023-03-29 04:10:00.514000+00:00,153.0,0.0
121,2023-03-29 04:10:05.514000+00:00,155.0,0.11150600000000033
122,2023-03-29 04:10:10.514000+00:00,157.0,0.13370699999999935
123,2023-03-29 04:10:15.514000+00:00,159.0,0.09206999999999965
124,2023-03-29 04:10:20.514000+00:00,159.0,0.0
125,2023-03-29 04:10:25.514000+00:00,161.0,0.1318919999999988
126,2023-03-29 04:10:30.514000+00:00,161.0,0.0
127,2023-03-29 04:10:35.514000+00:00,162.0,0.061453999999999454
128,2023-03-29 04:10:40.514000+00:00,162.0,0.0
129,2023-03-29 04:10:45.514000+00:00,163.0,0.17655899999999924
130,2023-03-29 04:10:50.514000+00:00,164.0,0.057318000000000424
131,2023-03-29 04:10:55.514000+00:00,166.0,0.20469399999999993
132,2023-03-29 04:11:00.514000+00:00,166.0,0.0
133,2023-03-29 04:11:05.514000+00:00,166.0,0.0
134,2023-03-29 04:11:10.514000+00:00,166.0,0.0
135,2023-03-29 04:11:15.514000+00:00,166.0,0.0
136,2023-03-29 04:11:20.514000+00:00,167.0,0.0628409999999997
137,2023-03-29 04:11:25.514000+00:00,167.0,0.0
138,2023-03-29 04:11:30.514000+00:00,167.0,0.0
139,2023-03-29 04:11:35.514000+00:00,168.0,0.04530000000000012
140,2023-03-29 04:11:40.514000+00:00,168.0,0.0
141,2023-03-29 04:11:45.514000+00:00,170.0,0.08397100000000002
142,2023-03-29 04:11:50.514000+00:00,170.0,0.0
143,2023-03-29 04:11:55.514000+00:00,170.0,0.0
144,2023-03-29 04:12:00.514000+00:00,171.0,0.15926599999999969
145,2023-03-29 04:12:05.514000+00:00,176.0,0.21722100000000033
146,2023-03-29 04:12:10.514000+00:00,176.0,0.0
147,2023-03-29 04:12:15.514000+00:00,177.0,0.04176599999999997
148,2023-03-29 04:12:20.514000+00:00,178.0,0.031146999999999814
149,2023-03-29 04:12:25.514000+00:00,178.0,0.0
150,2023-03-29 04:12:30.514000+00:00,180.0,0.1700860000000004
