Unnamed: 0,timestamp,rt_web_get_ratings_count,rt_web_get_ratings_sum
0,2023-03-29 04:00:00.514000+00:00,72.0,
1,2023-03-29 04:00:05.514000+00:00,76.0,0.004298000000000024
2,2023-03-29 04:00:10.514000+00:00,79.0,0.0032480000000001397
3,2023-03-29 04:00:15.514000+00:00,84.0,0.005207999999999879
4,2023-03-29 04:00:20.514000+00:00,88.0,0.0037559999999999816
5,2023-03-29 04:00:25.514000+00:00,88.0,0.0
6,2023-03-29 04:00:30.514000+00:00,92.0,0.004491000000000023
7,2023-03-29 04:00:35.514000+00:00,98.0,0.0063790000000000235
8,2023-03-29 04:00:40.514000+00:00,106.0,0.007657999999999943
9,2023-03-29 04:00:45.514000+00:00,106.0,0.0
10,2023-03-29 04:00:50.514000+00:00,112.0,0.00616799999999984
11,2023-03-29 04:00:55.514000+00:00,114.0,0.0023700000000000943
12,2023-03-29 04:01:00.514000+00:00,120.0,0.0064629999999999965
13,2023-03-29 04:01:05.514000+00:00,120.0,0.0
14,2023-03-29 04:01:10.514000+00:00,122.0,0.0017780000000000573
15,2023-03-29 04:01:15.514000+00:00,126.0,0.004541000000000017
16,2023-03-29 04:01:20.514000+00:00,128.0,0.001815000000000011
17,2023-03-29 04:01:25.514000+00:00,134.0,0.006418000000000035
18,2023-03-29 04:01:30.514000+00:00,138.0,0.003909000000000051
19,2023-03-29 04:01:35.514000+00:00,140.0,0.0017940000000000733
20,2023-03-29 04:01:40.514000+00:00,146.0,0.00509000000000015
21,2023-03-29 04:01:45.514000+00:00,148.0,0.0018639999999999768
22,2023-03-29 04:01:50.514000+00:00,158.0,0.059230000000000005
23,2023-03-29 04:01:55.514000+00:00,164.0,0.006140000000000034
24,2023-03-29 04:02:00.514000+00:00,166.0,0.0019210000000000615
25,2023-03-29 04:02:05.514000+00:00,170.0,0.0038850000000000273
26,2023-03-29 04:02:10.514000+00:00,172.0,0.0018999999999999018
27,2023-03-29 04:02:15.514000+00:00,174.0,0.001807000000000003
28,2023-03-29 04:02:20.514000+00:00,178.0,0.0037719999999999976
29,2023-03-29 04:02:25.514000+00:00,182.0,0.0033080000000000886
30,2023-03-29 04:02:30.514000+00:00,190.0,0.008696000000000148
31,2023-03-29 04:02:35.514000+00:00,196.0,0.005560000000000009
32,2023-03-29 04:02:40.514000+00:00,204.0,0.007353000000000165
33,2023-03-29 04:02:45.514000+00:00,206.0,0.0017659999999999343
34,2023-03-29 04:02:50.514000+00:00,212.0,0.004688999999999943
35,2023-03-29 04:02:55.514000+00:00,220.0,0.006857000000000002
36,2023-03-29 04:03:00.514000+00:00,220.0,0.0
37,2023-03-29 04:03:05.514000+00:00,220.0,0.0
38,2023-03-29 04:03:10.514000+00:00,222.0,0.0021490000000000675
39,2023-03-29 04:03:15.514000+00:00,226.0,0.003939000000000026
40,2023-03-29 04:03:20.514000+00:00,228.0,0.0017040000000000388
41,2023-03-29 04:03:25.514000+00:00,232.0,0.004914000000000085
42,2023-03-29 04:03:30.514000+00:00,232.0,0.0
43,2023-03-29 04:03:35.514000+00:00,236.0,0.004622000000000015
44,2023-03-29 04:03:40.514000+00:00,246.0,0.008801999999999977
45,2023-03-29 04:03:45.514000+00:00,248.0,0.0015779999999999683
46,2023-03-29 04:03:50.514000+00:00,250.0,0.0019339999999999913
47,2023-03-29 04:03:55.514000+00:00,252.0,0.0017249999999999766
48,2023-03-29 04:04:00.514000+00:00,256.0,0.0038600000000000856
49,2023-03-29 04:04:05.514000+00:00,262.0,0.00502899999999995
