Unnamed: 0,timestamp,rt_dispatch_get_rabbitmq_count,rt_dispatch_get_rabbitmq_sum
0,2023-03-29 04:00:02.169000+00:00,29.0,
1,2023-03-29 04:00:07.169000+00:00,31.0,0.0
2,2023-03-29 04:00:12.169000+00:00,32.0,0.0
3,2023-03-29 04:00:17.169000+00:00,34.0,0.0
4,2023-03-29 04:00:22.169000+00:00,35.0,0.0
5,2023-03-29 04:00:27.169000+00:00,37.0,0.0
6,2023-03-29 04:00:32.169000+00:00,39.0,0.0
7,2023-03-29 04:00:37.169000+00:00,41.0,0.0
8,2023-03-29 04:00:42.169000+00:00,44.0,0.0
9,2023-03-29 04:00:47.169000+00:00,45.0,0.0
10,2023-03-29 04:00:52.169000+00:00,46.0,0.0
11,2023-03-29 04:00:57.169000+00:00,47.0,0.0
12,2023-03-29 04:01:02.169000+00:00,49.0,0.0
13,2023-03-29 04:01:07.169000+00:00,49.0,0.0
14,2023-03-29 04:01:12.169000+00:00,50.0,0.0
15,2023-03-29 04:01:17.169000+00:00,51.0,0.0
16,2023-03-29 04:01:22.169000+00:00,52.0,0.0
17,2023-03-29 04:01:27.169000+00:00,55.0,0.0
18,2023-03-29 04:01:32.169000+00:00,57.0,0.0
19,2023-03-29 04:01:37.169000+00:00,58.0,0.0
20,2023-03-29 04:01:42.169000+00:00,61.0,0.0
21,2023-03-29 04:01:47.169000+00:00,63.0,0.0
22,2023-03-29 04:01:52.169000+00:00,64.0,0.0
23,2023-03-29 04:01:57.169000+00:00,68.0,0.0
24,2023-03-29 04:02:02.169000+00:00,70.0,0.0
25,2023-03-29 04:02:07.169000+00:00,71.0,0.0
26,2023-03-29 04:02:12.169000+00:00,72.0,0.0
27,2023-03-29 04:02:17.169000+00:00,73.0,0.0
28,2023-03-29 04:02:22.169000+00:00,74.0,0.0
29,2023-03-29 04:02:27.169000+00:00,76.0,0.0
30,2023-03-29 04:02:32.169000+00:00,79.0,0.0
31,2023-03-29 04:02:37.169000+00:00,83.0,0.0
32,2023-03-29 04:02:42.169000+00:00,85.0,0.0
33,2023-03-29 04:02:47.169000+00:00,87.0,0.0
34,2023-03-29 04:02:52.169000+00:00,89.0,0.0
35,2023-03-29 04:02:57.169000+00:00,92.0,0.0
36,2023-03-29 04:03:02.169000+00:00,92.0,0.0
37,2023-03-29 04:03:07.169000+00:00,92.0,0.0
38,2023-03-29 04:03:12.169000+00:00,92.0,0.0
39,2023-03-29 04:03:17.169000+00:00,94.0,0.0
40,2023-03-29 04:03:22.169000+00:00,95.0,0.0
41,2023-03-29 04:03:27.169000+00:00,96.0,0.0
42,2023-03-29 04:03:32.169000+00:00,97.0,0.0
43,2023-03-29 04:03:37.169000+00:00,98.0,0.0
44,2023-03-29 04:03:42.169000+00:00,102.0,0.0
45,2023-03-29 04:03:47.169000+00:00,103.0,0.0
46,2023-03-29 04:03:52.169000+00:00,104.0,0.0
47,2023-03-29 04:03:57.169000+00:00,105.0,0.0
48,2023-03-29 04:04:02.169000+00:00,106.0,0.0
49,2023-03-29 04:04:07.169000+00:00,107.0,0.0
50,2023-03-29 04:04:12.169000+00:00,110.0,0.0
51,2023-03-29 04:04:17.169000+00:00,111.0,0.0
52,2023-03-29 04:04:22.169000+00:00,114.0,0.0
53,2023-03-29 04:04:27.169000+00:00,118.0,0.0
54,2023-03-29 04:04:32.169000+00:00,121.0,0.0
55,2023-03-29 04:04:37.169000+00:00,125.0,0.0
56,2023-03-29 04:04:42.169000+00:00,126.0,0.0
57,2023-03-29 04:04:47.169000+00:00,127.0,0.0
58,2023-03-29 04:04:52.169000+00:00,127.0,0.0
59,2023-03-29 04:04:57.169000+00:00,129.0,0.0
60,2023-03-29 04:05:02.169000+00:00,129.0,0.0
61,2023-03-29 04:05:07.169000+00:00,129.0,0.0
62,2023-03-29 04:05:12.169000+00:00,131.0,0.0
63,2023-03-29 04:05:17.169000+00:00,131.0,0.0
64,2023-03-29 04:05:22.169000+00:00,132.0,0.0
65,2023-03-29 04:05:27.169000+00:00,134.0,0.0
66,2023-03-29 04:05:32.169000+00:00,136.0,0.0
67,2023-03-29 04:05:37.169000+00:00,136.0,0.0
68,2023-03-29 04:05:42.169000+00:00,137.0,0.0
69,2023-03-29 04:05:47.169000+00:00,137.0,0.0
70,2023-03-29 04:05:52.169000+00:00,139.0,0.0
71,2023-03-29 04:05:57.169000+00:00,139.0,0.0
72,2023-03-29 04:06:02.169000+00:00,140.0,0.0
73,2023-03-29 04:06:07.169000+00:00,141.0,0.0
74,2023-03-29 04:06:12.169000+00:00,143.0,0.0
75,2023-03-29 04:06:17.169000+00:00,144.0,0.0
76,2023-03-29 04:06:22.169000+00:00,148.0,0.0
77,2023-03-29 04:06:27.169000+00:00,152.0,0.0
78,2023-03-29 04:06:32.169000+00:00,152.0,0.0
79,2023-03-29 04:06:37.169000+00:00,152.0,0.0
80,2023-03-29 04:06:42.169000+00:00,152.0,0.0
81,2023-03-29 04:06:47.169000+00:00,154.0,0.0
82,2023-03-29 04:06:52.169000+00:00,156.0,0.0
83,2023-03-29 04:06:57.169000+00:00,157.0,0.0
84,2023-03-29 04:07:02.169000+00:00,159.0,0.0
85,2023-03-29 04:07:07.169000+00:00,159.0,0.0
86,2023-03-29 04:07:12.169000+00:00,161.0,0.0
87,2023-03-29 04:07:17.169000+00:00,161.0,0.0
88,2023-03-29 04:07:22.169000+00:00,162.0,0.0
89,2023-03-29 04:07:27.169000+00:00,163.0,0.0
90,2023-03-29 04:07:32.169000+00:00,164.0,0.0
91,2023-03-29 04:07:37.169000+00:00,166.0,0.0
92,2023-03-29 04:07:42.169000+00:00,169.0,0.0
93,2023-03-29 04:07:47.169000+00:00,170.0,0.0
94,2023-03-29 04:07:52.169000+00:00,171.0,0.0
95,2023-03-29 04:07:57.169000+00:00,171.0,0.0
96,2023-03-29 04:08:02.169000+00:00,172.0,0.0
97,2023-03-29 04:08:07.169000+00:00,173.0,0.0
98,2023-03-29 04:08:12.169000+00:00,173.0,0.0
99,2023-03-29 04:08:17.169000+00:00,176.0,0.0
100,2023-03-29 04:08:22.169000+00:00,177.0,0.0
101,2023-03-29 04:08:27.169000+00:00,181.0,0.0
102,2023-03-29 04:08:32.169000+00:00,182.0,0.0
103,2023-03-29 04:08:37.169000+00:00,182.0,0.0
104,2023-03-29 04:08:42.169000+00:00,185.0,0.0
105,2023-03-29 04:08:47.169000+00:00,185.0,0.0
106,2023-03-29 04:08:52.169000+00:00,187.0,0.0
107,2023-03-29 04:08:57.169000+00:00,190.0,0.0
108,2023-03-29 04:09:02.169000+00:00,191.0,0.0
109,2023-03-29 04:09:07.169000+00:00,193.0,0.0
110,2023-03-29 04:09:12.169000+00:00,193.0,0.0
111,2023-03-29 04:09:17.169000+00:00,193.0,0.0
112,2023-03-29 04:09:22.169000+00:00,194.0,0.0
113,2023-03-29 04:09:27.169000+00:00,194.0,0.0
114,2023-03-29 04:09:32.169000+00:00,197.0,0.0
115,2023-03-29 04:09:37.169000+00:00,198.0,0.0
116,2023-03-29 04:09:42.169000+00:00,199.0,0.0
117,2023-03-29 04:09:47.169000+00:00,200.0,0.0
118,2023-03-29 04:09:52.169000+00:00,203.0,0.0
119,2023-03-29 04:09:57.169000+00:00,204.0,0.0
120,2023-03-29 04:10:02.169000+00:00,204.0,0.0
121,2023-03-29 04:10:07.169000+00:00,205.0,0.0
122,2023-03-29 04:10:12.169000+00:00,208.0,0.0
123,2023-03-29 04:10:17.169000+00:00,211.0,0.0
124,2023-03-29 04:10:22.169000+00:00,212.0,0.0
125,2023-03-29 04:10:27.169000+00:00,212.0,0.0
126,2023-03-29 04:10:32.169000+00:00,215.0,0.0
127,2023-03-29 04:10:37.169000+00:00,217.0,0.0
128,2023-03-29 04:10:42.169000+00:00,219.0,0.0
129,2023-03-29 04:10:47.169000+00:00,222.0,0.0
130,2023-03-29 04:10:52.169000+00:00,223.0,0.0
131,2023-03-29 04:10:57.169000+00:00,225.0,0.0
132,2023-03-29 04:11:02.169000+00:00,225.0,0.0
133,2023-03-29 04:11:07.169000+00:00,225.0,0.0
134,2023-03-29 04:11:12.169000+00:00,225.0,0.0
135,2023-03-29 04:11:17.169000+00:00,226.0,0.0
136,2023-03-29 04:11:22.169000+00:00,226.0,0.0
137,2023-03-29 04:11:27.169000+00:00,227.0,0.0
138,2023-03-29 04:11:32.169000+00:00,227.0,0.0
139,2023-03-29 04:11:37.169000+00:00,231.0,0.0
140,2023-03-29 04:11:42.169000+00:00,231.0,0.0
141,2023-03-29 04:11:47.169000+00:00,233.0,0.0
142,2023-03-29 04:11:52.169000+00:00,233.0,0.0
143,2023-03-29 04:11:57.169000+00:00,233.0,0.0
144,2023-03-29 04:12:02.169000+00:00,234.0,0.0
145,2023-03-29 04:12:07.169000+00:00,237.0,0.0
146,2023-03-29 04:12:12.169000+00:00,239.0,0.0
147,2023-03-29 04:12:17.169000+00:00,240.0,0.0
148,2023-03-29 04:12:22.169000+00:00,243.0,0.0
149,2023-03-29 04:12:27.169000+00:00,243.0,0.0
150,2023-03-29 04:12:32.169000+00:00,244.0,0.0
151,2023-03-29 04:12:37.169000+00:00,245.0,0.0
152,2023-03-29 04:12:42.169000+00:00,245.0,0.0
153,2023-03-29 04:12:47.169000+00:00,246.0,0.0
154,2023-03-29 04:12:52.169000+00:00,248.0,0.0
155,2023-03-29 04:12:57.169000+00:00,248.0,0.0
156,2023-03-29 04:13:02.169000+00:00,248.0,0.0
157,2023-03-29 04:13:07.169000+00:00,250.0,0.0
158,2023-03-29 04:13:12.169000+00:00,250.0,0.0
159,2023-03-29 04:13:17.169000+00:00,250.0,0.0
160,2023-03-29 04:13:22.169000+00:00,251.0,0.0
161,2023-03-29 04:13:27.169000+00:00,252.0,0.0
162,2023-03-29 04:13:32.169000+00:00,252.0,0.0
163,2023-03-29 04:13:37.169000+00:00,255.0,0.0
164,2023-03-29 04:13:42.169000+00:00,258.0,0.0
165,2023-03-29 04:13:47.169000+00:00,261.0,0.0
