Unnamed: 0,timestamp,rt_cart_delete_redis_count,rt_cart_delete_redis_sum,rt_cart_get_redis_count,rt_cart_get_redis_sum,rt_cart_post_redis_count,rt_cart_post_redis_sum,rt_user_get_redis_count,rt_user_get_redis_sum
0,2023-03-28 17:15:00.408000+00:00,0.0,,48.0,,35.0,,76.0,
1,2023-03-28 17:15:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,82.0,0.0
2,2023-03-28 17:15:10.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,88.0,0.0
3,2023-03-28 17:15:15.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,88.0,0.0
4,2023-03-28 17:15:20.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,89.0,0.0
5,2023-03-28 17:15:25.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,94.0,1.0
6,2023-03-28 17:15:30.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,95.0,0.0
7,2023-03-28 17:15:35.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,95.0,0.0
8,2023-03-28 17:15:40.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,105.0,3.0
9,2023-03-28 17:15:45.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,109.0,1.0
10,2023-03-28 17:15:50.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,111.0,1.0
11,2023-03-28 17:15:55.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,118.0,2.0
12,2023-03-28 17:16:00.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,118.0,0.0
13,2023-03-28 17:16:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,118.0,0.0
14,2023-03-28 17:16:10.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,119.0,0.0
15,2023-03-28 17:16:15.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,120.0,0.0
16,2023-03-28 17:16:20.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,120.0,0.0
17,2023-03-28 17:16:25.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,120.0,0.0
18,2023-03-28 17:16:30.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,121.0,1.0
19,2023-03-28 17:16:35.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,126.0,0.0
20,2023-03-28 17:16:40.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,132.0,0.0
21,2023-03-28 17:16:45.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,134.0,0.0
22,2023-03-28 17:16:50.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,141.0,1.0
23,2023-03-28 17:16:55.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,146.0,4.0
24,2023-03-28 17:17:00.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,156.0,1.0
25,2023-03-28 17:17:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,156.0,0.0
26,2023-03-28 17:17:10.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,157.0,0.0
27,2023-03-28 17:17:15.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,157.0,0.0
28,2023-03-28 17:17:20.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,158.0,0.0
29,2023-03-28 17:17:25.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,160.0,0.0
30,2023-03-28 17:17:30.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,162.0,0.0
31,2023-03-28 17:17:35.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,163.0,1.0
32,2023-03-28 17:17:40.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,173.0,3.0
33,2023-03-28 17:17:45.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,176.0,0.0
34,2023-03-28 17:17:50.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,176.0,0.0
35,2023-03-28 17:17:55.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,181.0,2.0
36,2023-03-28 17:18:00.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,189.0,0.0
37,2023-03-28 17:18:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,192.0,1.0
38,2023-03-28 17:18:10.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,194.0,2.0
39,2023-03-28 17:18:15.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,194.0,0.0
40,2023-03-28 17:18:20.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,201.0,3.0
41,2023-03-28 17:18:25.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,201.0,0.0
42,2023-03-28 17:18:30.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,201.0,0.0
43,2023-03-28 17:18:35.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,204.0,1.0
44,2023-03-28 17:18:40.410000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,204.0,0.0
45,2023-03-28 17:18:45.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,204.0,0.0
46,2023-03-28 17:18:50.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,205.0,0.0
47,2023-03-28 17:18:55.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,205.0,0.0
48,2023-03-28 17:19:00.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,207.0,0.0
49,2023-03-28 17:19:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,210.0,0.0
50,2023-03-28 17:19:10.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,211.0,0.0
51,2023-03-28 17:19:15.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,214.0,0.0
52,2023-03-28 17:19:20.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,216.0,0.0
53,2023-03-28 17:19:25.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,216.0,0.0
54,2023-03-28 17:19:30.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,216.0,0.0
55,2023-03-28 17:19:35.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,223.0,1.0
56,2023-03-28 17:19:40.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,224.0,0.0
57,2023-03-28 17:19:45.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,226.0,0.0
58,2023-03-28 17:19:50.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,233.0,1.0
59,2023-03-28 17:19:55.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,233.0,0.0
60,2023-03-28 17:20:00.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,233.0,0.0
61,2023-03-28 17:20:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,233.0,0.0
62,2023-03-28 17:20:10.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,235.0,1.0
63,2023-03-28 17:20:15.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,235.0,0.0
64,2023-03-28 17:20:20.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,237.0,1.0
65,2023-03-28 17:20:25.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,244.0,1.0
66,2023-03-28 17:20:30.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,245.0,0.0
67,2023-03-28 17:20:35.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,252.0,1.0
68,2023-03-28 17:20:40.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,254.0,0.0
69,2023-03-28 17:20:45.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,262.0,0.0
70,2023-03-28 17:20:50.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,271.0,2.0
71,2023-03-28 17:20:55.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,271.0,0.0
72,2023-03-28 17:21:00.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,272.0,1.0
73,2023-03-28 17:21:05.408000+00:00,0.0,0.0,48.0,0.0,35.0,0.0,274.0,1.0
