timestamp,rt_cart_get_catalogue_count,rt_cart_get_catalogue_sum,rt_ratings_get_catalogue_count,rt_ratings_get_catalogue_sum
2023-03-19 17:15:00.408000+00:00,140.0,,16.0,
2023-03-19 17:15:05.408000+00:00,144.0,1.0,16.0,0.0
2023-03-19 17:15:10.408000+00:00,150.0,1.0,18.0,0.011861999999999998
2023-03-19 17:15:15.408000+00:00,152.0,2.0,19.0,0.00454800000000001
2023-03-19 17:15:20.408000+00:00,156.0,1.0,20.0,0.005955999999999989
2023-03-19 17:15:25.408000+00:00,160.0,1.0,20.0,0.0
2023-03-19 17:15:30.408000+00:00,166.0,2.0,23.0,0.024746999999999908
2023-03-19 17:15:35.408000+00:00,168.0,0.0,23.0,0.0
2023-03-19 17:15:40.408000+00:00,170.0,1.0,23.0,0.0
2023-03-19 17:15:45.408000+00:00,172.0,0.0,23.0,0.0
2023-03-19 17:15:50.408000+00:00,176.0,1.0,24.0,0.006000000000000005
2023-03-19 17:15:55.408000+00:00,184.0,4.0,26.0,0.012703999999999993
2023-03-19 17:16:00.408000+00:00,184.0,0.0,26.0,0.0
2023-03-19 17:16:05.408000+00:00,188.0,3.0,28.0,0.060624000000000094
2023-03-19 17:16:10.408000+00:00,190.0,1.0,29.0,0.025083000000000022
2023-03-19 17:16:15.408000+00:00,194.0,0.0,29.0,0.0
2023-03-19 17:16:20.408000+00:00,196.0,1.0,29.0,0.0
2023-03-19 17:16:25.408000+00:00,198.0,2.0,29.0,0.0
2023-03-19 17:16:30.408000+00:00,206.0,1.0,33.0,0.030214000000000074
2023-03-19 17:16:35.408000+00:00,208.0,3.0,34.0,0.006622000000000017
2023-03-19 17:16:40.408000+00:00,214.0,3.0,36.0,0.0102020000000001
2023-03-19 17:16:45.408000+00:00,214.0,0.0,36.0,0.0
2023-03-19 17:16:50.408000+00:00,216.0,0.0,37.0,0.005514000000000019
2023-03-19 17:16:55.408000+00:00,220.0,3.0,37.0,0.0
2023-03-19 17:17:00.408000+00:00,222.0,0.0,38.0,0.011182999999999998
2023-03-19 17:17:05.408000+00:00,226.0,1.0,39.0,0.005814999999999959
2023-03-19 17:17:10.408000+00:00,232.0,3.0,41.0,0.01255700000000004
2023-03-19 17:17:15.408000+00:00,234.0,0.0,41.0,0.0
2023-03-19 17:17:20.408000+00:00,240.0,1.0,42.0,0.005247000000000002
2023-03-19 17:17:25.408000+00:00,244.0,0.0,42.0,0.0
2023-03-19 17:17:30.408000+00:00,250.0,1.0,43.0,0.005729999999999846
2023-03-19 17:17:35.408000+00:00,252.0,3.0,44.0,0.005891000000000035
2023-03-19 17:17:40.408000+00:00,258.0,0.0,46.0,0.01576299999999997
2023-03-19 17:17:45.408000+00:00,266.0,2.0,47.0,0.006014999999999993
2023-03-19 17:17:50.408000+00:00,268.0,1.0,48.0,0.007765000000000022
2023-03-19 17:17:55.408000+00:00,272.0,1.0,50.0,0.010412000000000032
2023-03-19 17:18:00.408000+00:00,274.0,1.0,51.0,0.005317999999999989
2023-03-19 17:18:05.408000+00:00,278.0,0.0,53.0,0.011245999999999978
2023-03-19 17:18:10.408000+00:00,284.0,1.0,55.0,0.009643999999999986
2023-03-19 17:18:15.408000+00:00,284.0,0.0,55.0,0.0
2023-03-19 17:18:20.408000+00:00,288.0,0.0,56.0,0.006446999999999925
2023-03-19 17:18:25.408000+00:00,290.0,1.0,57.0,0.005543999999999993
2023-03-19 17:18:30.408000+00:00,294.0,1.0,58.0,0.0064609999999998835
2023-03-19 17:18:40.408000+00:00,298.0,2.0,59.0,0.005630999999999997
2023-03-19 17:18:45.408000+00:00,308.0,5.0,61.0,0.016336000000000017
2023-03-19 17:18:50.408000+00:00,312.0,1.0,65.0,0.023581000000000185
2023-03-19 17:18:55.408000+00:00,316.0,3.0,67.0,0.010429999999999995
2023-03-19 17:19:00.408000+00:00,320.0,0.0,68.0,0.00948300000000002
2023-03-19 17:19:05.408000+00:00,320.0,0.0,68.0,0.0
2023-03-19 17:19:10.408000+00:00,322.0,1.0,69.0,0.007653999999999939
2023-03-19 17:19:15.408000+00:00,328.0,2.0,70.0,0.005499999999999949
2023-03-19 17:19:20.408000+00:00,338.0,1.0,74.0,0.024328000000000016
2023-03-19 17:19:25.408000+00:00,340.0,1.0,75.0,0.005283000000000038
2023-03-19 17:19:30.408000+00:00,344.0,1.0,77.0,0.011339999999999906
2023-03-19 17:19:40.408000+00:00,360.0,3.0,82.0,0.026993999999999962
2023-03-19 17:19:45.408000+00:00,360.0,0.0,82.0,0.0
2023-03-19 17:19:50.408000+00:00,366.0,0.0,84.0,0.010991000000000084
2023-03-19 17:19:55.408000+00:00,370.0,3.0,85.0,0.004592999999999958
2023-03-19 17:20:00.408000+00:00,376.0,4.0,87.0,0.010862999999999956
2023-03-19 17:20:05.408000+00:00,382.0,2.0,87.0,0.0
2023-03-19 17:20:10.408000+00:00,384.0,1.0,88.0,0.00528099999999998
2023-03-19 17:20:15.408000+00:00,386.0,0.0,88.0,0.0
2023-03-19 17:20:20.408000+00:00,386.0,0.0,88.0,0.0
2023-03-19 17:20:25.408000+00:00,386.0,0.0,88.0,0.0
2023-03-19 17:20:30.408000+00:00,394.0,2.0,89.0,0.006825999999999999
2023-03-19 17:20:35.408000+00:00,402.0,5.0,93.0,0.0276860000000001
2023-03-19 17:20:40.408000+00:00,406.0,4.0,94.0,0.006171999999999955
2023-03-19 17:20:45.408000+00:00,408.0,0.0,94.0,0.0
2023-03-19 17:20:50.408000+00:00,408.0,0.0,94.0,0.0
2023-03-19 17:20:55.408000+00:00,410.0,0.0,95.0,0.005962000000000023
2023-03-19 17:21:00.408000+00:00,414.0,1.0,97.0,0.014958000000000027
2023-03-19 17:21:05.408000+00:00,420.0,2.0,101.0,0.028363000000000027
2023-03-19 17:21:10.412000+00:00,424.0,1.0,103.0,0.02699700000000005
2023-03-19 17:21:15.408000+00:00,430.0,4.0,106.0,0.021537999999999946
2023-03-19 17:21:20.408000+00:00,432.0,1.0,107.0,0.00546000000000002
2023-03-19 17:21:25.408000+00:00,436.0,1.0,110.0,0.017669000000000046
2023-03-19 17:21:30.408000+00:00,440.0,3.0,112.0,0.012932999999999972
2023-03-19 17:21:35.408000+00:00,450.0,0.0,118.0,0.03342300000000009
2023-03-19 17:21:40.408000+00:00,452.0,1.0,119.0,0.005676000000000014
2023-03-19 17:21:45.408000+00:00,452.0,0.0,119.0,0.0
2023-03-19 17:21:50.408000+00:00,458.0,2.0,121.0,0.011744999999999894
2023-03-19 17:21:55.408000+00:00,460.0,1.0,122.0,0.005657000000000023
2023-03-19 17:22:00.408000+00:00,466.0,1.0,125.0,0.017355999999999927
2023-03-19 17:22:05.408000+00:00,468.0,0.0,125.0,0.0
2023-03-19 17:22:10.408000+00:00,472.0,1.0,126.0,0.006032000000000037
2023-03-19 17:22:15.408000+00:00,472.0,0.0,126.0,0.0
2023-03-19 17:22:20.408000+00:00,474.0,0.0,126.0,0.0
2023-03-19 17:22:25.408000+00:00,476.0,1.0,128.0,0.012669000000000041
2023-03-19 17:22:30.408000+00:00,476.0,0.0,128.0,0.0
2023-03-19 17:22:35.408000+00:00,482.0,2.0,129.0,0.005085000000000006
2023-03-19 17:22:40.408000+00:00,488.0,8.0,130.0,0.005870000000000042
2023-03-19 17:22:45.408000+00:00,490.0,2.0,131.0,0.0040879999999999805
2023-03-19 17:22:50.408000+00:00,496.0,2.0,131.0,0.0
2023-03-19 17:22:55.408000+00:00,496.0,0.0,131.0,0.0
2023-03-19 17:23:00.408000+00:00,496.0,0.0,131.0,0.0
2023-03-19 17:23:05.408000+00:00,496.0,0.0,131.0,0.0
2023-03-19 17:23:10.408000+00:00,502.0,2.0,133.0,0.0137489999999999
2023-03-19 17:23:15.408000+00:00,510.0,4.0,134.0,0.004873000000000016
2023-03-19 17:23:20.408000+00:00,510.0,0.0,134.0,0.0
2023-03-19 17:23:25.408000+00:00,510.0,0.0,134.0,0.0
2023-03-19 17:23:30.408000+00:00,514.0,0.0,134.0,0.0
