timestamp,container_fs_usage_bytes,container_memory_rss,container_memory_usage_bytes,container_memory_working_set_bytes,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_fs_io_time_seconds_total,container_memory_failures_total,container_memory_failcnt,container_fs_write_seconds_total
2023-03-29 04:00:04.079000+00:00,368640.0,,,1188880384.0,41.79,11.252062452,445.7,110986020.0,0.0,0.0,57681.0,278461558.0,0.0,0.0,53036.0,0.0,,0.0,0.0
2023-03-29 04:00:09.307000+00:00,368640.0,1181298688.0,1188147200.0,1188114432.0,41.8,11.257006088,445.93,110999568.0,0.0,0.0,57856.0,279626193.0,0.0,0.0,53208.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:14.554000+00:00,368640.0,1181298688.0,1188147200.0,1188114432.0,42.11,11.341508519,453.79,110999568.0,0.0,0.0,57856.0,279626193.0,0.0,0.0,53208.0,0.0,3190186.0,0.0,0.0
2023-03-29 04:00:18.630000+00:00,368640.0,1182560256.0,1189433344.0,1189400576.0,42.18,11.341833708,454.63,122236486.0,0.0,0.0,61486.0,302499524.0,0.0,0.0,56825.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:23.716000+00:00,368640.0,1203175424.0,1213779968.0,1213747200.0,43.46,11.566020871,516.07,136075118.0,0.0,0.0,63209.0,309311911.0,0.0,0.0,58529.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:28.702000+00:00,368640.0,1201885184.0,1209020416.0,1208987648.0,43.64,11.566020871,517.06,137381852.0,0.0,0.0,66150.0,332222799.0,0.0,0.0,61464.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:34.811000+00:00,368640.0,1201885184.0,1209020416.0,1208987648.0,43.83,11.61223801,523.31,137381852.0,0.0,0.0,66150.0,348600339.0,0.0,0.0,64046.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:38.797000+00:00,368640.0,1203261440.0,1210744832.0,1210712064.0,43.91,11.628293216,525.0,150049230.0,0.0,0.0,70329.0,357907212.0,0.0,0.0,65623.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:44.910000+00:00,368640.0,1203261440.0,1210605568.0,1210572800.0,43.95,11.637865064,525.53,151379646.0,0.0,0.0,70817.0,360756372.0,0.0,0.0,66103.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:48.832000+00:00,368640.0,1203294208.0,1210421248.0,1210388480.0,44.0,11.638475669,526.23,156302090.0,0.0,0.0,71907.0,366261899.0,0.0,0.0,67176.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:54.806000+00:00,368640.0,1203855360.0,1210937344.0,1210904576.0,44.23,11.684170361,529.42,160861031.0,0.0,0.0,73888.0,379743193.0,0.0,0.0,69151.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:59.020000+00:00,401408.0,1204326400.0,1214201856.0,1214169088.0,44.3,11.733445405,532.24,166448101.0,0.0,0.0,75506.0,389425465.0,0.0,0.0,70764.0,0.0,0.0,0.0,0.0
2023-03-29 04:01:04.171000+00:00,401408.0,1204326400.0,1214201856.0,1211211776.0,44.32,11.738383598,532.48,166624882.0,0.0,0.0,75795.0,391450365.0,0.0,0.0,71051.0,0.0,0.0,0.0,0.0
2023-03-29 04:01:09.760000+00:00,401408.0,1204391936.0,1211564032.0,1211531264.0,44.36,11.743145139,532.77,167355545.0,0.0,0.0,76088.0,393088603.0,0.0,0.0,71336.0,0.0,0.0,0.0,0.0
2023-03-29 04:01:13.849000+00:00,401408.0,1204461568.0,1211334656.0,1211301888.0,44.38,11.747593211,533.08,168467465.0,0.0,0.0,76468.0,395286291.0,0.0,0.0,71715.0,0.0,0.0,0.0,0.0
2023-03-29 04:01:19.111000+00:00,401408.0,1204576256.0,1211473920.0,1211441152.0,44.44,11.75466794,533.6,169419945.0,0.0,0.0,76815.0,397216914.0,0.0,0.0,72058.0,0.0,0.0,0.0,0.0
