timestamp,rt_dispatch_get_rabbitmq_count,rt_dispatch_get_rabbitmq_sum
2023-03-01 02:21:22.168000+00:00,0.0,
2023-03-01 02:21:27.168000+00:00,0.0,0.0
2023-03-01 02:21:32.168000+00:00,0.0,0.0
2023-03-01 02:21:37.168000+00:00,0.0,0.0
2023-03-01 02:21:42.168000+00:00,0.0,0.0
2023-03-01 02:21:47.168000+00:00,0.0,0.0
2023-03-01 02:21:52.168000+00:00,0.0,0.0
2023-03-01 02:21:57.168000+00:00,0.0,0.0
2023-03-01 02:22:02.168000+00:00,0.0,0.0
2023-03-01 02:22:07.168000+00:00,0.0,0.0
2023-03-01 02:22:12.168000+00:00,0.0,0.0
2023-03-01 02:22:17.168000+00:00,0.0,0.0
2023-03-01 02:22:22.168000+00:00,0.0,0.0
2023-03-01 02:22:27.168000+00:00,0.0,0.0
2023-03-01 02:22:32.168000+00:00,0.0,0.0
2023-03-01 02:22:37.168000+00:00,0.0,0.0
2023-03-01 02:22:42.168000+00:00,0.0,0.0
2023-03-01 02:22:47.168000+00:00,0.0,0.0
2023-03-01 02:22:52.168000+00:00,0.0,0.0
2023-03-01 02:22:57.168000+00:00,0.0,0.0
2023-03-01 02:23:02.168000+00:00,0.0,0.0
2023-03-01 02:23:07.168000+00:00,0.0,0.0
2023-03-01 02:23:12.168000+00:00,0.0,0.0
2023-03-01 02:23:17.168000+00:00,0.0,0.0
2023-03-01 02:23:22.168000+00:00,0.0,0.0
2023-03-01 02:23:27.168000+00:00,0.0,0.0
2023-03-01 02:23:32.168000+00:00,0.0,0.0
2023-03-01 02:23:37.168000+00:00,0.0,0.0
2023-03-01 02:23:42.168000+00:00,0.0,0.0
2023-03-01 02:23:47.168000+00:00,0.0,0.0
2023-03-01 02:23:52.168000+00:00,0.0,0.0
2023-03-01 02:23:57.168000+00:00,0.0,0.0
2023-03-01 02:24:02.168000+00:00,0.0,0.0
2023-03-01 02:24:07.168000+00:00,0.0,0.0
2023-03-01 02:24:12.168000+00:00,0.0,0.0
2023-03-01 02:24:17.168000+00:00,0.0,0.0
2023-03-01 02:24:22.168000+00:00,0.0,0.0
2023-03-01 02:24:27.168000+00:00,0.0,0.0
2023-03-01 02:24:32.168000+00:00,0.0,0.0
2023-03-01 02:24:37.168000+00:00,6.0,0.0
2023-03-01 02:24:42.168000+00:00,20.0,0.0
2023-03-01 02:24:47.168000+00:00,35.0,0.0
2023-03-01 02:24:52.168000+00:00,44.0,0.0
2023-03-01 02:24:57.168000+00:00,56.0,2.0
2023-03-01 02:25:02.168000+00:00,61.0,0.0
2023-03-01 02:25:07.168000+00:00,61.0,0.0
2023-03-01 02:25:12.168000+00:00,61.0,0.0
2023-03-01 02:25:17.168000+00:00,61.0,0.0
2023-03-01 02:25:22.168000+00:00,61.0,0.0
2023-03-01 02:25:27.168000+00:00,61.0,0.0
2023-03-01 02:25:32.168000+00:00,61.0,0.0
2023-03-01 02:25:37.168000+00:00,61.0,0.0
2023-03-01 02:25:42.168000+00:00,61.0,0.0
2023-03-01 02:25:47.168000+00:00,61.0,0.0
2023-03-01 02:25:52.168000+00:00,61.0,0.0
2023-03-01 02:25:57.168000+00:00,61.0,0.0
2023-03-01 02:26:02.168000+00:00,61.0,0.0
2023-03-01 02:26:07.168000+00:00,61.0,0.0
2023-03-01 02:26:12.168000+00:00,61.0,0.0
2023-03-01 02:26:17.168000+00:00,61.0,0.0
2023-03-01 02:26:22.168000+00:00,61.0,0.0
2023-03-01 02:26:27.168000+00:00,61.0,0.0
2023-03-01 02:26:32.168000+00:00,61.0,0.0
2023-03-01 02:26:37.168000+00:00,61.0,0.0
2023-03-01 02:26:42.168000+00:00,61.0,0.0
2023-03-01 02:26:47.168000+00:00,61.0,0.0
2023-03-01 02:26:52.168000+00:00,61.0,0.0
2023-03-01 02:26:57.168000+00:00,61.0,0.0
2023-03-01 02:27:02.168000+00:00,61.0,0.0
2023-03-01 02:27:07.168000+00:00,61.0,0.0
2023-03-01 02:27:12.168000+00:00,61.0,0.0
2023-03-01 02:27:17.168000+00:00,61.0,0.0
2023-03-01 02:27:22.168000+00:00,61.0,0.0
2023-03-01 02:27:27.168000+00:00,61.0,0.0
2023-03-01 02:27:32.168000+00:00,61.0,0.0
2023-03-01 02:27:37.168000+00:00,61.0,0.0
2023-03-01 02:27:42.168000+00:00,61.0,0.0
2023-03-01 02:27:47.168000+00:00,61.0,0.0
2023-03-01 02:27:52.168000+00:00,61.0,0.0
2023-03-01 02:27:57.168000+00:00,61.0,0.0
2023-03-01 02:28:02.168000+00:00,61.0,0.0
2023-03-01 02:28:07.168000+00:00,61.0,0.0
2023-03-01 02:28:12.168000+00:00,61.0,0.0
2023-03-01 02:28:17.168000+00:00,61.0,0.0
2023-03-01 02:28:22.168000+00:00,61.0,0.0
2023-03-01 02:28:27.168000+00:00,61.0,0.0
2023-03-01 02:28:32.168000+00:00,61.0,0.0
2023-03-01 02:28:37.168000+00:00,61.0,0.0
2023-03-01 02:28:42.168000+00:00,61.0,0.0
2023-03-01 02:28:47.168000+00:00,61.0,0.0
2023-03-01 02:28:52.168000+00:00,61.0,0.0
2023-03-01 02:28:57.168000+00:00,61.0,0.0
2023-03-01 02:29:02.168000+00:00,61.0,0.0
2023-03-01 02:29:07.168000+00:00,61.0,0.0
2023-03-01 02:29:12.168000+00:00,61.0,0.0
2023-03-01 02:29:17.168000+00:00,61.0,0.0
2023-03-01 02:29:22.168000+00:00,61.0,0.0
2023-03-01 02:29:27.168000+00:00,61.0,0.0
2023-03-01 02:29:32.168000+00:00,61.0,0.0
2023-03-01 02:29:37.168000+00:00,61.0,0.0
2023-03-01 02:29:42.168000+00:00,61.0,0.0
2023-03-01 02:29:47.168000+00:00,61.0,0.0
2023-03-01 02:29:52.168000+00:00,61.0,0.0
2023-03-01 02:29:57.168000+00:00,61.0,0.0
2023-03-01 02:30:02.168000+00:00,61.0,0.0
2023-03-01 02:30:07.168000+00:00,61.0,0.0
2023-03-01 02:30:12.168000+00:00,61.0,0.0
2023-03-01 02:30:17.168000+00:00,61.0,0.0
2023-03-01 02:30:22.168000+00:00,61.0,0.0
2023-03-01 02:30:27.168000+00:00,61.0,0.0
2023-03-01 02:30:32.168000+00:00,61.0,0.0
2023-03-01 02:30:37.168000+00:00,61.0,0.0
2023-03-01 02:30:42.168000+00:00,61.0,0.0
2023-03-01 02:30:47.168000+00:00,61.0,0.0
2023-03-01 02:30:52.168000+00:00,61.0,0.0
2023-03-01 02:30:57.168000+00:00,61.0,0.0
2023-03-01 02:31:02.168000+00:00,61.0,0.0
2023-03-01 02:31:07.168000+00:00,61.0,0.0
2023-03-01 02:31:12.168000+00:00,61.0,0.0
2023-03-01 02:31:17.168000+00:00,61.0,0.0
2023-03-01 02:31:22.168000+00:00,61.0,0.0
2023-03-01 02:31:27.168000+00:00,61.0,0.0
2023-03-01 02:31:32.168000+00:00,61.0,0.0
2023-03-01 02:31:37.168000+00:00,61.0,0.0
2023-03-01 02:31:42.168000+00:00,61.0,0.0
2023-03-01 02:31:47.168000+00:00,61.0,0.0
2023-03-01 02:31:52.168000+00:00,61.0,0.0
2023-03-01 02:31:57.168000+00:00,61.0,0.0
2023-03-01 02:32:02.168000+00:00,61.0,0.0
2023-03-01 02:32:07.168000+00:00,61.0,0.0
2023-03-01 02:32:12.168000+00:00,61.0,0.0
2023-03-01 02:32:17.168000+00:00,61.0,0.0
2023-03-01 02:32:22.168000+00:00,61.0,0.0
2023-03-01 02:32:27.168000+00:00,61.0,0.0
2023-03-01 02:32:32.168000+00:00,61.0,0.0
2023-03-01 02:32:37.168000+00:00,61.0,0.0
2023-03-01 02:32:42.168000+00:00,61.0,0.0
2023-03-01 02:32:47.168000+00:00,61.0,0.0
2023-03-01 02:32:52.168000+00:00,61.0,0.0
2023-03-01 02:32:57.168000+00:00,61.0,0.0
2023-03-01 02:33:02.168000+00:00,61.0,0.0
2023-03-01 02:33:07.168000+00:00,61.0,0.0
2023-03-01 02:33:12.168000+00:00,61.0,0.0
2023-03-01 02:33:17.168000+00:00,61.0,0.0
2023-03-01 02:33:22.168000+00:00,61.0,0.0
2023-03-01 02:33:27.168000+00:00,61.0,0.0
2023-03-01 02:33:32.168000+00:00,61.0,0.0
2023-03-01 02:33:37.168000+00:00,61.0,0.0
2023-03-01 02:33:42.168000+00:00,61.0,0.0
2023-03-01 02:33:47.168000+00:00,61.0,0.0
2023-03-01 02:33:52.168000+00:00,61.0,0.0
2023-03-01 02:33:57.168000+00:00,61.0,0.0
2023-03-01 02:34:02.168000+00:00,61.0,0.0
2023-03-01 02:34:07.168000+00:00,61.0,0.0
2023-03-01 02:34:12.168000+00:00,61.0,0.0
2023-03-01 02:34:17.168000+00:00,61.0,0.0
2023-03-01 02:34:22.168000+00:00,61.0,0.0
2023-03-01 02:34:27.168000+00:00,61.0,0.0
2023-03-01 02:34:32.168000+00:00,61.0,0.0
2023-03-01 02:34:37.168000+00:00,61.0,0.0
2023-03-01 02:34:42.168000+00:00,61.0,0.0
2023-03-01 02:34:47.168000+00:00,61.0,0.0
2023-03-01 02:34:52.168000+00:00,61.0,0.0
2023-03-01 02:34:57.168000+00:00,61.0,0.0
2023-03-01 02:35:02.168000+00:00,61.0,0.0
2023-03-01 02:35:07.168000+00:00,61.0,0.0
2023-03-01 02:35:12.168000+00:00,61.0,0.0
2023-03-01 02:35:17.168000+00:00,61.0,0.0
2023-03-01 02:35:22.168000+00:00,61.0,0.0
2023-03-01 02:35:27.168000+00:00,61.0,0.0
2023-03-01 02:35:32.168000+00:00,61.0,0.0
2023-03-01 02:35:37.168000+00:00,61.0,0.0
2023-03-01 02:35:42.168000+00:00,61.0,0.0
2023-03-01 02:35:47.168000+00:00,61.0,0.0
2023-03-01 02:35:52.168000+00:00,61.0,0.0
2023-03-01 02:35:57.168000+00:00,61.0,0.0
2023-03-01 02:36:02.168000+00:00,61.0,0.0
2023-03-01 02:36:07.168000+00:00,61.0,0.0
2023-03-01 02:36:12.168000+00:00,61.0,0.0
2023-03-01 02:36:17.168000+00:00,61.0,0.0
2023-03-01 02:36:22.168000+00:00,61.0,0.0
2023-03-01 02:36:27.168000+00:00,61.0,0.0
2023-03-01 02:36:32.168000+00:00,61.0,0.0
2023-03-01 02:36:37.168000+00:00,61.0,0.0
2023-03-01 02:36:42.168000+00:00,61.0,0.0
2023-03-01 02:36:47.168000+00:00,61.0,0.0
2023-03-01 02:36:52.168000+00:00,61.0,0.0
2023-03-01 02:36:57.168000+00:00,61.0,0.0
2023-03-01 02:37:02.168000+00:00,61.0,0.0
2023-03-01 02:37:07.168000+00:00,61.0,0.0
2023-03-01 02:37:12.168000+00:00,61.0,0.0
2023-03-01 02:37:17.168000+00:00,61.0,0.0
2023-03-01 02:37:22.168000+00:00,61.0,0.0
2023-03-01 02:37:27.168000+00:00,61.0,0.0
2023-03-01 02:37:32.168000+00:00,61.0,0.0
2023-03-01 02:37:37.168000+00:00,61.0,0.0
2023-03-01 02:37:42.168000+00:00,61.0,0.0
2023-03-01 02:37:47.168000+00:00,61.0,0.0
2023-03-01 02:37:52.168000+00:00,61.0,0.0
2023-03-01 02:37:57.168000+00:00,61.0,0.0
2023-03-01 02:38:02.168000+00:00,61.0,0.0
2023-03-01 02:38:07.168000+00:00,61.0,0.0
2023-03-01 02:38:12.168000+00:00,61.0,0.0
2023-03-01 02:38:17.168000+00:00,61.0,0.0
2023-03-01 02:38:22.168000+00:00,61.0,0.0
2023-03-01 02:38:27.168000+00:00,61.0,0.0
2023-03-01 02:38:32.168000+00:00,61.0,0.0
2023-03-01 02:38:37.168000+00:00,61.0,0.0
2023-03-01 02:38:42.168000+00:00,61.0,0.0
2023-03-01 02:38:47.168000+00:00,61.0,0.0
2023-03-01 02:38:52.168000+00:00,61.0,0.0
2023-03-01 02:38:57.168000+00:00,61.0,0.0
2023-03-01 02:39:02.168000+00:00,61.0,0.0
2023-03-01 02:39:07.168000+00:00,61.0,0.0
2023-03-01 02:39:12.168000+00:00,61.0,0.0
2023-03-01 02:39:17.168000+00:00,61.0,0.0
2023-03-01 02:39:22.168000+00:00,61.0,0.0
2023-03-01 02:39:27.168000+00:00,61.0,0.0
2023-03-01 02:39:32.168000+00:00,61.0,0.0
2023-03-01 02:39:37.168000+00:00,61.0,0.0
2023-03-01 02:39:42.168000+00:00,61.0,0.0
2023-03-01 02:39:47.168000+00:00,61.0,0.0
2023-03-01 02:39:52.168000+00:00,61.0,0.0
2023-03-01 02:39:57.168000+00:00,61.0,0.0
2023-03-01 02:40:02.168000+00:00,61.0,0.0
2023-03-01 02:40:07.168000+00:00,61.0,0.0
2023-03-01 02:40:12.168000+00:00,61.0,0.0
2023-03-01 02:40:17.168000+00:00,61.0,0.0
2023-03-01 02:40:22.168000+00:00,61.0,0.0
2023-03-01 02:40:27.168000+00:00,61.0,0.0
2023-03-01 02:40:32.168000+00:00,61.0,0.0
2023-03-01 02:40:37.168000+00:00,61.0,0.0
2023-03-01 02:40:42.168000+00:00,61.0,0.0
2023-03-01 02:40:47.168000+00:00,61.0,0.0
2023-03-01 02:40:52.168000+00:00,61.0,0.0
2023-03-01 02:40:57.168000+00:00,61.0,0.0
2023-03-01 02:41:02.168000+00:00,61.0,0.0
2023-03-01 02:41:07.168000+00:00,61.0,0.0
2023-03-01 02:41:12.168000+00:00,61.0,0.0
2023-03-01 02:41:17.168000+00:00,61.0,0.0
2023-03-01 02:41:22.168000+00:00,61.0,0.0
2023-03-01 02:41:27.168000+00:00,61.0,0.0
2023-03-01 02:41:32.168000+00:00,61.0,0.0
2023-03-01 02:41:37.168000+00:00,61.0,0.0
2023-03-01 02:41:42.168000+00:00,61.0,0.0
2023-03-01 02:41:47.168000+00:00,61.0,0.0
2023-03-01 02:41:52.168000+00:00,61.0,0.0
2023-03-01 02:41:57.168000+00:00,61.0,0.0
2023-03-01 02:42:02.168000+00:00,61.0,0.0
2023-03-01 02:42:07.168000+00:00,61.0,0.0
2023-03-01 02:42:12.168000+00:00,61.0,0.0
2023-03-01 02:42:17.168000+00:00,61.0,0.0
2023-03-01 02:42:22.168000+00:00,61.0,0.0
2023-03-01 02:42:27.168000+00:00,61.0,0.0
2023-03-01 02:42:32.168000+00:00,61.0,0.0
2023-03-01 02:42:37.168000+00:00,61.0,0.0
2023-03-01 02:42:42.168000+00:00,61.0,0.0
2023-03-01 02:42:47.168000+00:00,61.0,0.0
2023-03-01 02:42:52.168000+00:00,61.0,0.0
2023-03-01 02:42:57.168000+00:00,61.0,0.0
2023-03-01 02:43:02.168000+00:00,61.0,0.0
2023-03-01 02:43:07.168000+00:00,61.0,0.0
2023-03-01 02:43:12.168000+00:00,61.0,0.0
2023-03-01 02:43:17.168000+00:00,61.0,0.0
2023-03-01 02:43:22.168000+00:00,61.0,0.0
2023-03-01 02:43:27.168000+00:00,61.0,0.0
2023-03-01 02:43:32.168000+00:00,61.0,0.0
2023-03-01 02:43:37.168000+00:00,61.0,0.0
2023-03-01 02:43:42.168000+00:00,61.0,0.0
2023-03-01 02:43:47.168000+00:00,61.0,0.0
2023-03-01 02:43:52.168000+00:00,61.0,0.0
2023-03-01 02:43:57.168000+00:00,61.0,0.0
2023-03-01 02:44:02.168000+00:00,61.0,0.0
2023-03-01 02:44:07.168000+00:00,61.0,0.0
2023-03-01 02:44:12.168000+00:00,61.0,0.0
2023-03-01 02:44:17.168000+00:00,61.0,0.0
2023-03-01 02:44:22.168000+00:00,61.0,0.0
2023-03-01 02:44:27.168000+00:00,61.0,0.0
2023-03-01 02:44:32.168000+00:00,61.0,0.0
2023-03-01 02:44:37.168000+00:00,61.0,0.0
2023-03-01 02:44:42.168000+00:00,61.0,0.0
2023-03-01 02:44:47.168000+00:00,61.0,0.0
2023-03-01 02:44:52.168000+00:00,61.0,0.0
2023-03-01 02:44:57.168000+00:00,61.0,0.0
