timestamp,rt_payment_get_user_count,rt_payment_get_user_sum,rt_payment_post_user_count,rt_payment_post_user_sum
2023-03-20 03:26:04.727000+00:00,11.0,,11.0,
2023-03-20 03:26:09.727000+00:00,13.0,56.0,13.0,29.0
2023-03-20 03:26:14.727000+00:00,16.0,39.0,14.0,14.0
2023-03-20 03:26:19.727000+00:00,17.0,10.0,15.0,25.0
2023-03-20 03:26:24.727000+00:00,17.0,0.0,15.0,0.0
2023-03-20 03:26:29.727000+00:00,19.0,23.0,17.0,30.0
2023-03-20 03:26:34.727000+00:00,19.0,0.0,17.0,0.0
2023-03-20 03:26:39.727000+00:00,19.0,0.0,17.0,0.0
2023-03-20 03:26:44.727000+00:00,19.0,0.0,17.0,0.0
2023-03-20 03:26:49.727000+00:00,21.0,26.0,19.0,49.0
2023-03-20 03:26:54.727000+00:00,25.0,45.0,22.0,42.0
2023-03-20 03:26:59.727000+00:00,25.0,0.0,22.0,0.0
2023-03-20 03:27:04.727000+00:00,25.0,0.0,22.0,0.0
2023-03-20 03:27:09.727000+00:00,26.0,14.0,22.0,0.0
2023-03-20 03:27:14.727000+00:00,26.0,0.0,22.0,0.0
2023-03-20 03:27:19.727000+00:00,28.0,40.0,24.0,33.0
2023-03-20 03:27:24.727000+00:00,30.0,18.0,26.0,24.0
2023-03-20 03:27:29.727000+00:00,31.0,10.0,27.0,12.0
2023-03-20 03:27:34.727000+00:00,31.0,0.0,27.0,0.0
2023-03-20 03:27:39.727000+00:00,31.0,0.0,27.0,0.0
2023-03-20 03:27:44.727000+00:00,33.0,27.0,29.0,42.0
2023-03-20 03:27:49.727000+00:00,36.0,38.0,30.0,16.0
2023-03-20 03:27:54.727000+00:00,38.0,18.0,32.0,27.0
2023-03-20 03:27:59.727000+00:00,38.0,0.0,32.0,0.0
2023-03-20 03:28:04.727000+00:00,39.0,12.0,33.0,17.0
2023-03-20 03:28:09.727000+00:00,41.0,22.0,34.0,14.0
2023-03-20 03:28:14.727000+00:00,43.0,24.0,36.0,29.0
2023-03-20 03:28:19.727000+00:00,45.0,56.0,38.0,29.0
2023-03-20 03:28:24.727000+00:00,45.0,0.0,38.0,0.0
2023-03-20 03:28:29.727000+00:00,47.0,24.0,39.0,23.0
2023-03-20 03:28:34.727000+00:00,49.0,29.0,41.0,40.0
2023-03-20 03:28:39.727000+00:00,50.0,9.0,42.0,14.0
2023-03-20 03:28:44.727000+00:00,52.0,21.0,44.0,25.0
2023-03-20 03:28:49.727000+00:00,53.0,11.0,45.0,14.0
2023-03-20 03:28:54.727000+00:00,54.0,27.0,46.0,11.0
2023-03-20 03:28:59.727000+00:00,54.0,0.0,46.0,0.0
2023-03-20 03:29:04.727000+00:00,56.0,20.0,48.0,27.0
2023-03-20 03:29:09.727000+00:00,58.0,19.0,50.0,44.0
2023-03-20 03:29:14.727000+00:00,58.0,0.0,50.0,0.0
2023-03-20 03:29:19.727000+00:00,61.0,27.0,53.0,36.0
2023-03-20 03:29:24.727000+00:00,61.0,0.0,53.0,0.0
2023-03-20 03:29:29.727000+00:00,65.0,42.0,56.0,59.0
2023-03-20 03:29:34.727000+00:00,67.0,22.0,58.0,55.0
2023-03-20 03:29:39.727000+00:00,67.0,0.0,58.0,0.0
2023-03-20 03:29:44.727000+00:00,68.0,12.0,59.0,17.0
2023-03-20 03:29:49.727000+00:00,72.0,42.0,62.0,43.0
2023-03-20 03:29:54.727000+00:00,73.0,9.0,63.0,13.0
2023-03-20 03:29:59.727000+00:00,77.0,85.0,67.0,68.0
2023-03-20 03:30:04.727000+00:00,78.0,13.0,68.0,15.0
2023-03-20 03:30:09.727000+00:00,79.0,11.0,69.0,45.0
2023-03-20 03:30:14.727000+00:00,80.0,10.0,69.0,0.0
2023-03-20 03:30:19.727000+00:00,81.0,13.0,70.0,13.0
2023-03-20 03:30:24.727000+00:00,82.0,11.0,71.0,18.0
2023-03-20 03:30:29.727000+00:00,84.0,23.0,73.0,28.0
2023-03-20 03:30:34.727000+00:00,89.0,53.0,77.0,61.0
2023-03-20 03:30:39.727000+00:00,89.0,0.0,77.0,0.0
2023-03-20 03:30:44.727000+00:00,90.0,10.0,78.0,16.0
2023-03-20 03:30:49.727000+00:00,92.0,26.0,80.0,31.0
2023-03-20 03:30:54.727000+00:00,92.0,0.0,80.0,0.0
2023-03-20 03:30:59.727000+00:00,92.0,0.0,80.0,0.0
2023-03-20 03:31:04.727000+00:00,94.0,19.0,82.0,28.0
2023-03-20 03:31:09.727000+00:00,95.0,32.0,83.0,12.0
2023-03-20 03:31:14.727000+00:00,97.0,21.0,85.0,30.0
2023-03-20 03:31:19.727000+00:00,98.0,10.0,86.0,12.0
2023-03-20 03:31:24.727000+00:00,100.0,25.0,88.0,29.0
2023-03-20 03:31:29.727000+00:00,103.0,31.0,91.0,36.0
2023-03-20 03:31:34.727000+00:00,104.0,10.0,92.0,14.0
2023-03-20 03:31:39.727000+00:00,106.0,20.0,93.0,11.0
2023-03-20 03:31:44.727000+00:00,108.0,42.0,94.0,17.0
2023-03-20 03:31:49.727000+00:00,111.0,35.0,97.0,35.0
2023-03-20 03:31:54.727000+00:00,112.0,10.0,98.0,15.0
2023-03-20 03:31:59.727000+00:00,114.0,19.0,100.0,23.0
2023-03-20 03:32:04.727000+00:00,115.0,14.0,101.0,12.0
2023-03-20 03:32:09.727000+00:00,116.0,27.0,101.0,0.0
2023-03-20 03:32:14.727000+00:00,118.0,17.0,102.0,12.0
2023-03-20 03:32:19.727000+00:00,119.0,11.0,103.0,15.0
2023-03-20 03:32:24.727000+00:00,119.0,0.0,103.0,0.0
2023-03-20 03:32:29.727000+00:00,122.0,30.0,106.0,42.0
2023-03-20 03:32:34.727000+00:00,124.0,22.0,108.0,24.0
2023-03-20 03:32:39.727000+00:00,125.0,15.0,109.0,19.0
2023-03-20 03:32:44.727000+00:00,126.0,9.0,110.0,11.0
2023-03-20 03:32:49.727000+00:00,126.0,0.0,110.0,0.0
2023-03-20 03:32:54.727000+00:00,129.0,39.0,113.0,78.0
2023-03-20 03:32:59.727000+00:00,131.0,17.0,115.0,27.0
2023-03-20 03:33:04.727000+00:00,132.0,10.0,116.0,12.0
2023-03-20 03:33:09.727000+00:00,134.0,21.0,118.0,29.0
2023-03-20 03:33:14.727000+00:00,135.0,14.0,119.0,16.0
2023-03-20 03:33:19.727000+00:00,137.0,19.0,121.0,26.0
2023-03-20 03:33:24.727000+00:00,138.0,11.0,122.0,17.0
2023-03-20 03:33:29.727000+00:00,139.0,32.0,123.0,12.0
2023-03-20 03:33:34.727000+00:00,140.0,10.0,124.0,12.0
2023-03-20 03:33:39.727000+00:00,141.0,9.0,125.0,22.0
2023-03-20 03:33:44.727000+00:00,144.0,30.0,128.0,41.0
2023-03-20 03:33:49.727000+00:00,145.0,9.0,129.0,13.0
2023-03-20 03:33:54.727000+00:00,146.0,13.0,130.0,16.0
2023-03-20 03:33:59.727000+00:00,146.0,0.0,130.0,0.0
2023-03-20 03:34:04.727000+00:00,148.0,15.0,132.0,27.0
2023-03-20 03:34:09.727000+00:00,148.0,0.0,132.0,0.0
2023-03-20 03:34:14.727000+00:00,149.0,12.0,133.0,11.0
2023-03-20 03:34:19.727000+00:00,149.0,0.0,133.0,0.0
2023-03-20 03:34:24.727000+00:00,150.0,11.0,134.0,14.0
2023-03-20 03:34:29.730000+00:00,150.0,0.0,134.0,0.0
2023-03-20 03:34:34.727000+00:00,151.0,13.0,134.0,0.0
2023-03-20 03:34:39.727000+00:00,152.0,18.0,135.0,11.0
2023-03-20 03:34:44.727000+00:00,156.0,37.0,139.0,50.0
2023-03-20 03:34:49.727000+00:00,157.0,17.0,140.0,12.0
2023-03-20 03:34:54.727000+00:00,159.0,26.0,142.0,22.0
2023-03-20 03:34:59.727000+00:00,160.0,11.0,143.0,12.0
2023-03-20 03:35:04.727000+00:00,161.0,10.0,144.0,13.0
2023-03-20 03:35:09.727000+00:00,163.0,20.0,146.0,24.0
2023-03-20 03:35:14.727000+00:00,163.0,0.0,146.0,0.0
2023-03-20 03:35:19.727000+00:00,165.0,21.0,148.0,41.0
2023-03-20 03:35:24.727000+00:00,168.0,32.0,151.0,45.0
2023-03-20 03:35:29.727000+00:00,169.0,14.0,152.0,22.0
2023-03-20 03:35:34.727000+00:00,171.0,27.0,154.0,28.0
2023-03-20 03:35:39.727000+00:00,173.0,17.0,156.0,22.0
2023-03-20 03:35:44.727000+00:00,174.0,10.0,157.0,12.0
2023-03-20 03:35:49.727000+00:00,176.0,19.0,159.0,25.0
2023-03-20 03:35:54.727000+00:00,177.0,11.0,160.0,11.0
2023-03-20 03:35:59.727000+00:00,178.0,9.0,161.0,11.0
2023-03-20 03:36:04.727000+00:00,178.0,0.0,161.0,0.0
2023-03-20 03:36:09.727000+00:00,178.0,0.0,161.0,0.0
2023-03-20 03:36:14.727000+00:00,178.0,0.0,161.0,0.0
2023-03-20 03:36:19.727000+00:00,178.0,0.0,161.0,0.0
2023-03-20 03:36:24.727000+00:00,178.0,0.0,161.0,0.0
2023-03-20 03:36:29.727000+00:00,180.0,25.0,163.0,50.0
2023-03-20 03:36:34.727000+00:00,182.0,26.0,165.0,27.0
2023-03-20 03:36:39.727000+00:00,182.0,0.0,165.0,0.0
2023-03-20 03:36:44.727000+00:00,183.0,10.0,166.0,18.0
2023-03-20 03:36:49.727000+00:00,185.0,19.0,168.0,22.0
2023-03-20 03:36:54.727000+00:00,188.0,29.0,171.0,40.0
2023-03-20 03:36:59.727000+00:00,192.0,33.0,174.0,39.0
2023-03-20 03:37:04.727000+00:00,193.0,9.0,175.0,10.0
2023-03-20 03:37:09.727000+00:00,194.0,8.0,176.0,14.0
2023-03-20 03:37:14.727000+00:00,194.0,0.0,176.0,0.0
2023-03-20 03:37:19.727000+00:00,198.0,33.0,180.0,48.0
2023-03-20 03:37:24.727000+00:00,198.0,0.0,180.0,0.0
2023-03-20 03:37:29.727000+00:00,199.0,9.0,181.0,10.0
2023-03-20 03:37:34.727000+00:00,200.0,9.0,182.0,12.0
2023-03-20 03:37:39.727000+00:00,203.0,32.0,185.0,38.0
2023-03-20 03:37:44.727000+00:00,205.0,20.0,187.0,25.0
2023-03-20 03:37:49.727000+00:00,207.0,17.0,189.0,71.0
2023-03-20 03:37:54.727000+00:00,209.0,22.0,191.0,28.0
2023-03-20 03:37:59.727000+00:00,211.0,21.0,193.0,24.0
2023-03-20 03:38:04.727000+00:00,211.0,0.0,193.0,0.0
2023-03-20 03:38:09.727000+00:00,213.0,25.0,195.0,26.0
2023-03-20 03:38:14.727000+00:00,213.0,0.0,195.0,0.0
2023-03-20 03:38:19.727000+00:00,213.0,0.0,195.0,0.0
2023-03-20 03:38:24.727000+00:00,214.0,9.0,196.0,18.0
2023-03-20 03:38:29.727000+00:00,214.0,0.0,196.0,0.0
2023-03-20 03:38:34.727000+00:00,214.0,0.0,196.0,0.0
2023-03-20 03:38:39.727000+00:00,215.0,13.0,197.0,11.0
2023-03-20 03:38:44.727000+00:00,218.0,25.0,200.0,41.0
2023-03-20 03:38:49.727000+00:00,221.0,31.0,203.0,37.0
2023-03-20 03:38:54.727000+00:00,223.0,21.0,205.0,30.0
2023-03-20 03:38:59.727000+00:00,223.0,0.0,205.0,0.0
2023-03-20 03:39:04.727000+00:00,225.0,16.0,206.0,11.0
2023-03-20 03:39:09.727000+00:00,227.0,25.0,208.0,24.0
2023-03-20 03:39:14.727000+00:00,230.0,25.0,211.0,42.0
2023-03-20 03:39:19.727000+00:00,230.0,0.0,211.0,0.0
2023-03-20 03:39:24.727000+00:00,232.0,30.0,213.0,27.0
2023-03-20 03:39:29.727000+00:00,234.0,22.0,215.0,30.0
2023-03-20 03:39:34.727000+00:00,235.0,9.0,216.0,10.0
2023-03-20 03:39:39.727000+00:00,236.0,16.0,217.0,15.0
2023-03-20 03:39:44.727000+00:00,236.0,0.0,217.0,0.0
2023-03-20 03:39:49.727000+00:00,238.0,23.0,219.0,26.0
2023-03-20 03:39:54.727000+00:00,238.0,0.0,219.0,0.0
2023-03-20 03:39:59.727000+00:00,240.0,18.0,221.0,29.0
2023-03-20 03:40:04.727000+00:00,240.0,0.0,221.0,0.0
2023-03-20 03:40:09.727000+00:00,240.0,0.0,221.0,0.0
2023-03-20 03:40:14.727000+00:00,240.0,0.0,221.0,0.0
2023-03-20 03:40:19.727000+00:00,240.0,0.0,221.0,0.0
2023-03-20 03:40:24.727000+00:00,240.0,0.0,221.0,0.0
2023-03-20 03:40:29.727000+00:00,242.0,34.0,223.0,26.0
2023-03-20 03:40:34.727000+00:00,242.0,0.0,223.0,0.0
2023-03-20 03:40:39.727000+00:00,242.0,0.0,223.0,0.0
2023-03-20 03:40:44.727000+00:00,243.0,10.0,224.0,13.0
2023-03-20 03:40:49.727000+00:00,243.0,0.0,224.0,0.0
2023-03-20 03:40:54.727000+00:00,244.0,12.0,225.0,18.0
2023-03-20 03:40:59.727000+00:00,244.0,0.0,225.0,0.0
2023-03-20 03:41:04.727000+00:00,248.0,50.0,229.0,55.0
2023-03-20 03:41:09.727000+00:00,250.0,18.0,231.0,25.0
2023-03-20 03:41:14.727000+00:00,254.0,46.0,235.0,53.0
2023-03-20 03:41:19.727000+00:00,255.0,10.0,236.0,13.0
2023-03-20 03:41:24.727000+00:00,257.0,18.0,238.0,39.0
2023-03-20 03:41:29.727000+00:00,261.0,52.0,242.0,57.0
2023-03-20 03:41:34.727000+00:00,264.0,30.0,244.0,24.0
2023-03-20 03:41:39.727000+00:00,265.0,8.0,245.0,15.0
2023-03-20 03:41:44.727000+00:00,265.0,0.0,245.0,0.0
2023-03-20 03:41:49.727000+00:00,266.0,9.0,246.0,10.0
2023-03-20 03:41:54.727000+00:00,267.0,11.0,247.0,22.0
2023-03-20 03:41:59.727000+00:00,270.0,45.0,250.0,35.0
2023-03-20 03:42:04.727000+00:00,270.0,0.0,250.0,0.0
2023-03-20 03:42:09.727000+00:00,271.0,14.0,251.0,12.0
2023-03-20 03:42:14.727000+00:00,271.0,0.0,251.0,0.0
2023-03-20 03:42:19.727000+00:00,271.0,0.0,251.0,0.0
2023-03-20 03:42:24.727000+00:00,272.0,10.0,252.0,12.0
2023-03-20 03:42:29.727000+00:00,273.0,10.0,253.0,12.0
2023-03-20 03:42:34.727000+00:00,274.0,8.0,254.0,12.0
2023-03-20 03:42:39.727000+00:00,275.0,8.0,255.0,14.0
2023-03-20 03:42:44.727000+00:00,275.0,0.0,255.0,0.0
2023-03-20 03:42:49.727000+00:00,276.0,9.0,256.0,13.0
2023-03-20 03:42:54.727000+00:00,280.0,39.0,260.0,52.0
2023-03-20 03:42:59.727000+00:00,282.0,16.0,262.0,23.0
2023-03-20 03:43:04.727000+00:00,283.0,9.0,263.0,11.0
2023-03-20 03:43:09.727000+00:00,284.0,9.0,264.0,17.0
2023-03-20 03:43:14.727000+00:00,289.0,52.0,269.0,69.0
2023-03-20 03:43:19.727000+00:00,292.0,25.0,272.0,52.0
2023-03-20 03:43:24.727000+00:00,295.0,29.0,274.0,20.0
2023-03-20 03:43:29.727000+00:00,298.0,26.0,276.0,59.0
2023-03-20 03:43:34.727000+00:00,300.0,44.0,278.0,33.0
2023-03-20 03:43:39.727000+00:00,302.0,22.0,280.0,23.0
2023-03-20 03:43:44.727000+00:00,304.0,20.0,282.0,21.0
2023-03-20 03:43:49.727000+00:00,307.0,30.0,285.0,45.0
2023-03-20 03:43:54.727000+00:00,307.0,0.0,285.0,0.0
2023-03-20 03:43:59.727000+00:00,307.0,0.0,285.0,0.0
2023-03-20 03:44:04.727000+00:00,308.0,13.0,286.0,13.0
2023-03-20 03:44:09.727000+00:00,308.0,0.0,286.0,0.0
2023-03-20 03:44:14.727000+00:00,308.0,0.0,286.0,0.0
2023-03-20 03:44:19.727000+00:00,311.0,48.0,289.0,40.0
2023-03-20 03:44:24.727000+00:00,312.0,9.0,290.0,11.0
2023-03-20 03:44:29.727000+00:00,313.0,9.0,291.0,11.0
2023-03-20 03:44:34.727000+00:00,313.0,0.0,291.0,0.0
2023-03-20 03:44:39.727000+00:00,313.0,0.0,291.0,0.0
2023-03-20 03:44:44.727000+00:00,316.0,41.0,294.0,38.0
2023-03-20 03:44:49.727000+00:00,317.0,12.0,295.0,11.0
2023-03-20 03:44:54.727000+00:00,318.0,8.0,296.0,13.0
2023-03-20 03:44:59.727000+00:00,319.0,9.0,297.0,10.0
2023-03-20 03:45:04.727000+00:00,321.0,20.0,299.0,27.0
2023-03-20 03:45:09.727000+00:00,322.0,9.0,300.0,14.0
2023-03-20 03:45:14.727000+00:00,324.0,26.0,302.0,34.0
2023-03-20 03:45:19.727000+00:00,328.0,39.0,306.0,60.0
2023-03-20 03:45:24.727000+00:00,329.0,9.0,307.0,11.0
2023-03-20 03:45:29.727000+00:00,334.0,46.0,312.0,79.0
2023-03-20 03:45:34.727000+00:00,336.0,20.0,314.0,34.0
2023-03-20 03:45:39.727000+00:00,337.0,50.0,315.0,13.0
2023-03-20 03:45:44.727000+00:00,338.0,14.0,316.0,12.0
2023-03-20 03:45:49.727000+00:00,338.0,0.0,316.0,0.0
2023-03-20 03:45:54.727000+00:00,339.0,10.0,317.0,11.0
2023-03-20 03:45:59.727000+00:00,341.0,34.0,319.0,23.0
2023-03-20 03:46:04.727000+00:00,341.0,0.0,319.0,0.0
2023-03-20 03:46:09.727000+00:00,342.0,16.0,320.0,12.0
2023-03-20 03:46:14.727000+00:00,344.0,55.0,322.0,24.0
2023-03-20 03:46:19.727000+00:00,346.0,22.0,324.0,24.0
2023-03-20 03:46:24.727000+00:00,347.0,10.0,325.0,11.0
2023-03-20 03:46:29.727000+00:00,348.0,11.0,326.0,15.0
2023-03-20 03:46:34.727000+00:00,349.0,11.0,327.0,13.0
2023-03-20 03:46:39.727000+00:00,350.0,14.0,328.0,48.0
2023-03-20 03:46:44.727000+00:00,353.0,33.0,331.0,39.0
2023-03-20 03:46:49.727000+00:00,353.0,0.0,331.0,0.0
2023-03-20 03:46:54.727000+00:00,356.0,27.0,334.0,36.0
2023-03-20 03:46:59.727000+00:00,358.0,16.0,335.0,15.0
2023-03-20 03:47:04.727000+00:00,359.0,11.0,336.0,14.0
2023-03-20 03:47:09.727000+00:00,363.0,45.0,340.0,46.0
2023-03-20 03:47:14.727000+00:00,364.0,16.0,341.0,11.0
2023-03-20 03:47:19.727000+00:00,368.0,34.0,345.0,64.0
2023-03-20 03:47:24.727000+00:00,370.0,20.0,347.0,23.0
2023-03-20 03:47:29.727000+00:00,371.0,13.0,348.0,15.0
2023-03-20 03:47:34.727000+00:00,373.0,16.0,350.0,33.0
2023-03-20 03:47:39.727000+00:00,374.0,8.0,351.0,9.0
2023-03-20 03:47:44.727000+00:00,375.0,8.0,352.0,10.0
2023-03-20 03:47:49.727000+00:00,376.0,11.0,353.0,10.0
2023-03-20 03:47:54.727000+00:00,376.0,0.0,353.0,0.0
2023-03-20 03:47:59.727000+00:00,377.0,10.0,354.0,10.0
2023-03-20 03:48:04.727000+00:00,378.0,8.0,355.0,11.0
2023-03-20 03:48:09.727000+00:00,381.0,27.0,358.0,39.0
2023-03-20 03:48:14.727000+00:00,382.0,11.0,359.0,15.0
2023-03-20 03:48:19.727000+00:00,383.0,11.0,360.0,13.0
2023-03-20 03:48:24.727000+00:00,386.0,28.0,363.0,69.0
2023-03-20 03:48:29.727000+00:00,388.0,34.0,365.0,22.0
2023-03-20 03:48:34.727000+00:00,388.0,0.0,365.0,0.0
2023-03-20 03:48:39.727000+00:00,390.0,18.0,367.0,28.0
2023-03-20 03:48:44.727000+00:00,391.0,18.0,368.0,16.0
2023-03-20 03:48:49.727000+00:00,392.0,10.0,369.0,12.0
2023-03-20 03:48:54.727000+00:00,392.0,0.0,369.0,0.0
2023-03-20 03:48:59.727000+00:00,395.0,27.0,372.0,44.0
2023-03-20 03:49:04.727000+00:00,399.0,36.0,375.0,47.0
2023-03-20 03:49:09.727000+00:00,399.0,0.0,375.0,0.0
2023-03-20 03:49:14.727000+00:00,401.0,31.0,377.0,68.0
2023-03-20 03:49:19.727000+00:00,404.0,28.0,380.0,37.0
2023-03-20 03:49:24.727000+00:00,405.0,10.0,381.0,10.0
2023-03-20 03:49:29.727000+00:00,407.0,44.0,383.0,20.0
2023-03-20 03:49:34.727000+00:00,408.0,10.0,384.0,19.0
2023-03-20 03:49:39.727000+00:00,408.0,0.0,384.0,0.0
2023-03-20 03:49:44.727000+00:00,409.0,11.0,385.0,11.0
2023-03-20 03:49:49.727000+00:00,411.0,19.0,387.0,24.0
2023-03-20 03:49:54.727000+00:00,412.0,11.0,388.0,12.0
2023-03-20 03:49:59.727000+00:00,412.0,0.0,388.0,0.0
2023-03-20 03:50:04.727000+00:00,412.0,0.0,388.0,0.0
2023-03-20 03:50:09.727000+00:00,415.0,30.0,391.0,36.0
2023-03-20 03:50:14.727000+00:00,418.0,27.0,394.0,32.0
2023-03-20 03:50:19.727000+00:00,419.0,10.0,395.0,11.0
2023-03-20 03:50:24.727000+00:00,420.0,12.0,396.0,12.0
2023-03-20 03:50:29.730000+00:00,420.0,0.0,396.0,0.0
2023-03-20 03:50:34.727000+00:00,421.0,10.0,397.0,19.0
2023-03-20 03:50:39.727000+00:00,425.0,38.0,400.0,40.0
2023-03-20 03:50:44.727000+00:00,426.0,10.0,401.0,14.0
2023-03-20 03:50:49.727000+00:00,428.0,24.0,403.0,21.0
2023-03-20 03:50:54.727000+00:00,430.0,17.0,405.0,34.0
2023-03-20 03:50:59.727000+00:00,433.0,73.0,408.0,33.0
2023-03-20 03:51:04.727000+00:00,433.0,0.0,408.0,0.0
2023-03-20 03:51:09.727000+00:00,439.0,57.0,414.0,115.0
2023-03-20 03:51:14.727000+00:00,441.0,22.0,416.0,24.0
2023-03-20 03:51:19.727000+00:00,443.0,19.0,418.0,30.0
2023-03-20 03:51:24.727000+00:00,444.0,14.0,419.0,13.0
2023-03-20 03:51:29.727000+00:00,447.0,32.0,422.0,40.0
2023-03-20 03:51:34.727000+00:00,447.0,0.0,422.0,0.0
2023-03-20 03:51:39.727000+00:00,448.0,8.0,423.0,11.0
2023-03-20 03:51:44.727000+00:00,448.0,0.0,423.0,0.0
2023-03-20 03:51:49.727000+00:00,449.0,10.0,424.0,14.0
2023-03-20 03:51:54.727000+00:00,450.0,10.0,425.0,14.0
2023-03-20 03:51:59.727000+00:00,451.0,14.0,426.0,15.0
2023-03-20 03:52:04.727000+00:00,451.0,0.0,426.0,0.0
2023-03-20 03:52:09.727000+00:00,452.0,12.0,427.0,13.0
