timestamp,rt_web_post_payment_count,rt_web_post_payment_sum
2023-03-20 03:26:04.727000+00:00,11.0,
2023-03-20 03:26:09.727000+00:00,13.0,512.0
2023-03-20 03:26:14.727000+00:00,15.0,472.0
2023-03-20 03:26:19.727000+00:00,16.0,251.0
2023-03-20 03:26:24.727000+00:00,16.0,0.0
2023-03-20 03:26:29.727000+00:00,18.0,484.0
2023-03-20 03:26:34.727000+00:00,18.0,0.0
2023-03-20 03:26:39.727000+00:00,18.0,0.0
2023-03-20 03:26:44.727000+00:00,18.0,0.0
2023-03-20 03:26:49.727000+00:00,20.0,554.0
2023-03-20 03:26:54.727000+00:00,24.0,973.0
2023-03-20 03:26:59.727000+00:00,24.0,0.0
2023-03-20 03:27:04.727000+00:00,24.0,0.0
2023-03-20 03:27:09.727000+00:00,25.0,227.0
2023-03-20 03:27:14.727000+00:00,25.0,0.0
2023-03-20 03:27:19.727000+00:00,27.0,497.0
2023-03-20 03:27:24.727000+00:00,29.0,476.0
2023-03-20 03:27:29.727000+00:00,30.0,236.0
2023-03-20 03:27:34.727000+00:00,30.0,0.0
2023-03-20 03:27:39.727000+00:00,30.0,0.0
2023-03-20 03:27:44.727000+00:00,32.0,497.0
2023-03-20 03:27:49.727000+00:00,35.0,693.0
2023-03-20 03:27:54.727000+00:00,37.0,472.0
2023-03-20 03:27:59.727000+00:00,37.0,0.0
2023-03-20 03:28:04.727000+00:00,38.0,247.0
2023-03-20 03:28:09.727000+00:00,40.0,463.0
2023-03-20 03:28:14.727000+00:00,42.0,484.0
2023-03-20 03:28:19.727000+00:00,44.0,511.0
2023-03-20 03:28:24.727000+00:00,44.0,0.0
2023-03-20 03:28:29.727000+00:00,46.0,476.0
2023-03-20 03:28:34.727000+00:00,48.0,495.0
2023-03-20 03:28:39.727000+00:00,49.0,235.0
2023-03-20 03:28:44.727000+00:00,51.0,478.0
2023-03-20 03:28:49.727000+00:00,52.0,238.0
2023-03-20 03:28:54.727000+00:00,53.0,251.0
2023-03-20 03:28:59.727000+00:00,53.0,0.0
2023-03-20 03:29:04.727000+00:00,55.0,479.0
2023-03-20 03:29:09.727000+00:00,57.0,491.0
2023-03-20 03:29:14.727000+00:00,57.0,0.0
2023-03-20 03:29:19.727000+00:00,60.0,702.0
2023-03-20 03:29:24.727000+00:00,60.0,0.0
2023-03-20 03:29:29.727000+00:00,63.0,736.0
2023-03-20 03:29:34.727000+00:00,65.0,516.0
2023-03-20 03:29:39.727000+00:00,65.0,0.0
2023-03-20 03:29:44.727000+00:00,66.0,242.0
2023-03-20 03:29:49.727000+00:00,70.0,952.0
2023-03-20 03:29:54.727000+00:00,71.0,235.0
2023-03-20 03:29:59.727000+00:00,75.0,1027.0
2023-03-20 03:30:04.727000+00:00,76.0,239.0
2023-03-20 03:30:09.727000+00:00,77.0,271.0
2023-03-20 03:30:14.727000+00:00,78.0,252.0
2023-03-20 03:30:19.727000+00:00,79.0,255.0
2023-03-20 03:30:24.727000+00:00,80.0,246.0
2023-03-20 03:30:29.727000+00:00,82.0,485.0
2023-03-20 03:30:34.727000+00:00,87.0,1210.0
2023-03-20 03:30:39.727000+00:00,87.0,0.0
2023-03-20 03:30:44.727000+00:00,88.0,241.0
2023-03-20 03:30:49.727000+00:00,90.0,482.0
2023-03-20 03:30:54.727000+00:00,90.0,0.0
2023-03-20 03:30:59.727000+00:00,90.0,0.0
2023-03-20 03:31:04.727000+00:00,92.0,478.0
2023-03-20 03:31:09.727000+00:00,93.0,256.0
2023-03-20 03:31:14.727000+00:00,95.0,476.0
2023-03-20 03:31:19.727000+00:00,96.0,236.0
2023-03-20 03:31:24.727000+00:00,98.0,492.0
2023-03-20 03:31:29.727000+00:00,101.0,700.0
2023-03-20 03:31:34.727000+00:00,102.0,236.0
2023-03-20 03:31:39.727000+00:00,104.0,456.0
2023-03-20 03:31:44.727000+00:00,106.0,518.0
2023-03-20 03:31:49.727000+00:00,109.0,723.0
2023-03-20 03:31:54.727000+00:00,110.0,237.0
2023-03-20 03:31:59.727000+00:00,112.0,464.0
2023-03-20 03:32:04.727000+00:00,113.0,243.0
2023-03-20 03:32:09.727000+00:00,114.0,238.0
2023-03-20 03:32:14.727000+00:00,116.0,450.0
2023-03-20 03:32:19.727000+00:00,117.0,253.0
2023-03-20 03:32:24.727000+00:00,117.0,0.0
2023-03-20 03:32:29.727000+00:00,120.0,717.0
2023-03-20 03:32:34.727000+00:00,122.0,468.0
2023-03-20 03:32:39.727000+00:00,123.0,250.0
2023-03-20 03:32:44.727000+00:00,124.0,271.0
2023-03-20 03:32:49.727000+00:00,124.0,0.0
2023-03-20 03:32:54.727000+00:00,127.0,767.0
2023-03-20 03:32:59.727000+00:00,129.0,467.0
2023-03-20 03:33:04.727000+00:00,130.0,234.0
2023-03-20 03:33:09.727000+00:00,132.0,477.0
2023-03-20 03:33:14.727000+00:00,133.0,244.0
