timestamp,rt_cart_get_catalogue_count,rt_cart_get_catalogue_sum,rt_ratings_get_catalogue_count,rt_ratings_get_catalogue_sum
2023-03-20 03:26:00.408000+00:00,134.0,,5.0,
2023-03-20 03:26:05.408000+00:00,136.0,0.0,6.0,0.005158999999999997
2023-03-20 03:26:10.408000+00:00,152.0,4.0,11.0,0.0338260000000002
2023-03-20 03:26:15.408000+00:00,156.0,2.0,13.0,0.014052999999999899
2023-03-20 03:26:20.408000+00:00,158.0,0.0,13.0,0.0
2023-03-20 03:26:25.408000+00:00,164.0,0.0,15.0,0.0143920000000001
2023-03-20 03:26:30.408000+00:00,164.0,0.0,15.0,0.0
2023-03-20 03:26:35.408000+00:00,164.0,0.0,15.0,0.0
2023-03-20 03:26:40.408000+00:00,166.0,1.0,15.0,0.0
2023-03-20 03:26:45.408000+00:00,180.0,1.0,21.0,0.04117599999999989
2023-03-20 03:26:50.408000+00:00,180.0,0.0,21.0,0.0
2023-03-20 03:26:55.408000+00:00,184.0,3.0,24.0,0.016019000000000005
2023-03-20 03:27:00.408000+00:00,186.0,1.0,24.0,0.0
2023-03-20 03:27:05.408000+00:00,186.0,0.0,24.0,0.0
2023-03-20 03:27:10.408000+00:00,188.0,0.0,24.0,0.0
2023-03-20 03:27:15.408000+00:00,192.0,3.0,25.0,0.0042310000000000125
2023-03-20 03:27:20.408000+00:00,194.0,0.0,26.0,0.005660999999999999
2023-03-20 03:27:25.408000+00:00,200.0,1.0,28.0,0.009400999999999993
2023-03-20 03:27:30.411000+00:00,202.0,0.0,29.0,0.005225000000000007
2023-03-20 03:27:35.408000+00:00,202.0,0.0,29.0,0.0
2023-03-20 03:27:40.408000+00:00,204.0,1.0,30.0,0.009083999999999981
2023-03-20 03:27:45.408000+00:00,210.0,3.0,33.0,0.01636800000000002
2023-03-20 03:27:50.408000+00:00,214.0,1.0,34.0,0.006592999999999988
2023-03-20 03:27:55.408000+00:00,220.0,1.0,39.0,0.029765000000000014
2023-03-20 03:28:00.408000+00:00,224.0,1.0,39.0,0.0
2023-03-20 03:28:05.408000+00:00,232.0,3.0,40.0,0.005736999999999964
2023-03-20 03:28:10.408000+00:00,236.0,1.0,42.0,0.011253000000000013
2023-03-20 03:28:15.408000+00:00,238.0,2.0,42.0,0.0
2023-03-20 03:28:20.408000+00:00,242.0,2.0,42.0,0.0
2023-03-20 03:28:25.408000+00:00,243.0,0.0,43.0,0.010170999999999986
2023-03-20 03:28:30.408000+00:00,246.0,0.0,44.0,0.004354999999999998
2023-03-20 03:28:35.408000+00:00,252.0,3.0,45.0,0.005796000000000023
