timestamp,rt_catalogue_get_mongo_categories_count,rt_catalogue_get_mongo_categories_sum,rt_catalogue_get_mongo_products_count,rt_catalogue_get_mongo_products_sum,rt_catalogue_get_mongo_productscat_count,rt_catalogue_get_mongo_productscat_sum,rt_catalogue_get_mongo_productsku_count,rt_catalogue_get_mongo_productsku_sum,rt_catalogue_get_mongo_search_count,rt_catalogue_get_mongo_search_sum,rt_user_get_mongo_checkid_count,rt_user_get_mongo_checkid_sum,rt_user_get_mongo_history_count,rt_user_get_mongo_history_sum,rt_user_get_mongo_users_count,rt_user_get_mongo_users_sum,rt_user_post_mongo_login_count,rt_user_post_mongo_login_sum,rt_user_post_mongo_order_count,rt_user_post_mongo_order_sum,rt_user_post_mongo_register_count,rt_user_post_mongo_register_sum
2023-03-20 03:26:02.678000+00:00,68.0,,68.0,,0.0,,275.0,,0.0,,10.0,,59.0,,0.0,,82.0,,10.0,,80.0,
2023-03-20 03:26:07.678000+00:00,72.0,1.0,72.0,3.0,0.0,0.0,296.0,0.0,0.0,0.0,11.0,1.0,60.0,0.0,0.0,0.0,85.0,3.0,11.0,2.0,82.0,1.0
2023-03-20 03:26:12.678000+00:00,78.0,6.0,78.0,5.0,0.0,0.0,325.0,0.0,0.0,0.0,15.0,2.0,61.0,0.0,0.0,0.0,87.0,2.0,13.0,1.0,83.0,0.0
2023-03-20 03:26:17.678000+00:00,79.0,1.0,79.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,16.0,1.0,61.0,0.0,0.0,0.0,90.0,2.0,14.0,1.0,84.0,1.0
2023-03-20 03:26:22.678000+00:00,79.0,0.0,79.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,17.0,0.0,65.0,2.0,0.0,0.0,90.0,0.0,15.0,1.0,84.0,0.0
2023-03-20 03:26:27.678000+00:00,82.0,1.0,82.0,3.0,0.0,0.0,343.0,2.0,0.0,0.0,19.0,0.0,65.0,0.0,0.0,0.0,92.0,2.0,17.0,2.0,84.0,0.0
2023-03-20 03:26:32.678000+00:00,82.0,0.0,82.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,19.0,0.0,67.0,2.0,0.0,0.0,92.0,0.0,17.0,0.0,87.0,3.0
2023-03-20 03:26:37.678000+00:00,83.0,0.0,83.0,0.0,0.0,0.0,347.0,2.0,0.0,0.0,19.0,0.0,71.0,2.0,0.0,0.0,93.0,1.0,17.0,0.0,88.0,1.0
2023-03-20 03:26:42.678000+00:00,86.0,1.0,86.0,2.0,0.0,0.0,361.0,0.0,0.0,0.0,19.0,0.0,75.0,3.0,0.0,0.0,94.0,1.0,17.0,0.0,90.0,3.0
2023-03-20 03:26:47.678000+00:00,90.0,2.0,90.0,2.0,0.0,0.0,381.0,0.0,0.0,0.0,19.0,0.0,77.0,1.0,0.0,0.0,95.0,1.0,17.0,0.0,91.0,2.0
