timestamp,rt_web_get_ratings_count,rt_web_get_ratings_sum
2023-03-20 03:26:00.514000+00:00,32.0,
2023-03-20 03:26:05.514000+00:00,34.0,0.0021419999999999773
2023-03-20 03:26:10.514000+00:00,51.0,0.015578999999999787
2023-03-20 03:26:15.514000+00:00,54.0,0.0029570000000000984
2023-03-20 03:26:20.514000+00:00,56.0,0.002006999999999981
2023-03-20 03:26:25.514000+00:00,62.0,0.005350999999999995
2023-03-20 03:26:30.514000+00:00,62.0,0.0
2023-03-20 03:26:35.514000+00:00,62.0,0.0
2023-03-20 03:26:40.514000+00:00,64.0,0.001698999999999895
2023-03-20 03:26:45.514000+00:00,78.0,0.012318000000000162
2023-03-20 03:26:50.514000+00:00,78.0,0.0
2023-03-20 03:26:55.514000+00:00,82.0,0.003927000000000014
2023-03-20 03:27:00.514000+00:00,84.0,0.001750999999999947
2023-03-20 03:27:05.514000+00:00,84.0,0.0
2023-03-20 03:27:10.514000+00:00,86.0,0.0017089999999999606
2023-03-20 03:27:15.514000+00:00,90.0,0.0029240000000001487
2023-03-20 03:27:20.514000+00:00,92.0,0.001262999999999903
2023-03-20 03:27:25.514000+00:00,98.0,0.004946999999999924
2023-03-20 03:27:30.514000+00:00,100.0,0.0019289999999999585
2023-03-20 03:27:35.514000+00:00,100.0,0.0
2023-03-20 03:27:40.514000+00:00,102.0,0.001566999999999985
2023-03-20 03:27:45.514000+00:00,108.0,0.004550999999999861
2023-03-20 03:27:50.514000+00:00,112.0,0.003962999999999939
2023-03-20 03:27:55.514000+00:00,118.0,0.00479699999999994
2023-03-20 03:28:00.514000+00:00,122.0,0.003554999999999975
2023-03-20 03:28:05.514000+00:00,130.0,0.006821000000000077
2023-03-20 03:28:10.514000+00:00,134.0,0.003797999999999968
2023-03-20 03:28:15.514000+00:00,136.0,0.0017850000000000366
2023-03-20 03:28:20.514000+00:00,140.0,0.003117999999999954
2023-03-20 03:28:25.514000+00:00,142.0,0.0022039999999999837
2023-03-20 03:28:30.514000+00:00,144.0,0.0018369999999999775
2023-03-20 03:28:35.514000+00:00,150.0,0.005276000000000058
2023-03-20 03:28:40.514000+00:00,152.0,0.0019059999999999633
2023-03-20 03:28:45.514000+00:00,158.0,0.005395999999999845
2023-03-20 03:28:50.514000+00:00,162.0,0.003895000000000093
2023-03-20 03:28:55.514000+00:00,166.0,0.0035450000000000204
2023-03-20 03:29:00.514000+00:00,172.0,0.00506300000000004
2023-03-20 03:29:05.514000+00:00,174.0,0.0017800000000001148
2023-03-20 03:29:10.514000+00:00,176.0,0.0013660000000000894
2023-03-20 03:29:15.514000+00:00,182.0,0.005653999999999937
2023-03-20 03:29:20.514000+00:00,184.0,0.002195000000000058
2023-03-20 03:29:25.514000+00:00,188.0,0.0031569999999999654
2023-03-20 03:29:30.514000+00:00,196.0,0.007947999999999955
2023-03-20 03:29:35.514000+00:00,196.0,0.0
2023-03-20 03:29:40.514000+00:00,198.0,0.0018580000000001373
2023-03-20 03:29:45.514000+00:00,202.0,0.0037370000000001014
2023-03-20 03:29:50.514000+00:00,210.0,0.006960000000000188
2023-03-20 03:29:55.514000+00:00,218.0,0.006509999999999794
2023-03-20 03:30:00.514000+00:00,218.0,0.0
2023-03-20 03:30:05.514000+00:00,228.0,0.008502999999999927
2023-03-20 03:30:10.514000+00:00,230.0,0.001530999999999949
2023-03-20 03:30:15.514000+00:00,234.0,0.003390999999999922
2023-03-20 03:30:20.514000+00:00,234.0,0.0
2023-03-20 03:30:25.514000+00:00,240.0,0.005525000000000002
2023-03-20 03:30:30.514000+00:00,249.0,0.008538000000000157
2023-03-20 03:30:35.514000+00:00,252.0,0.0024330000000000185
2023-03-20 03:30:40.514000+00:00,258.0,0.005525000000000113
2023-03-20 03:30:45.514000+00:00,258.0,0.0
2023-03-20 03:30:50.514000+00:00,262.0,0.003242000000000078
2023-03-20 03:30:55.514000+00:00,262.0,0.0
2023-03-20 03:31:00.514000+00:00,266.0,0.003031000000000006
2023-03-20 03:31:05.514000+00:00,270.0,0.0031479999999999286
2023-03-20 03:31:10.514000+00:00,274.0,0.002909999999999968
2023-03-20 03:31:15.514000+00:00,276.0,0.0017419999999999103
2023-03-20 03:31:20.520000+00:00,280.0,0.002747000000000166
2023-03-20 03:31:25.514000+00:00,282.0,0.0015930000000000666
2023-03-20 03:31:30.514000+00:00,288.0,0.004600999999999855
2023-03-20 03:31:35.514000+00:00,292.0,0.0034840000000001536
2023-03-20 03:31:40.514000+00:00,296.0,0.0027369999999999894
2023-03-20 03:31:45.514000+00:00,300.0,0.00325400000000009
2023-03-20 03:31:50.514000+00:00,308.0,0.008548
2023-03-20 03:31:55.514000+00:00,314.0,0.005314000000000041
2023-03-20 03:32:00.514000+00:00,315.0,0.0008740000000000414
2023-03-20 03:32:05.514000+00:00,318.0,0.0024919999999999387
2023-03-20 03:32:10.514000+00:00,324.0,0.005001000000000033
2023-03-20 03:32:15.517000+00:00,324.0,0.0
2023-03-20 03:32:20.514000+00:00,326.0,0.0013720000000000399
2023-03-20 03:32:25.514000+00:00,328.0,0.0019139999999999713
2023-03-20 03:32:30.518000+00:00,334.0,0.005621000000000098
2023-03-20 03:32:35.514000+00:00,338.0,0.004017000000000048
2023-03-20 03:32:40.514000+00:00,344.0,0.005341999999999847
2023-03-20 03:32:45.532000+00:00,346.0,0.0015840000000000298
2023-03-20 03:32:50.514000+00:00,348.0,0.0014129999999999976
2023-03-20 03:32:55.514000+00:00,350.0,0.0014490000000000336
2023-03-20 03:33:00.514000+00:00,356.0,0.004591000000000123
2023-03-20 03:33:05.514000+00:00,356.0,0.0
2023-03-20 03:33:10.514000+00:00,360.0,0.002998999999999974
2023-03-20 03:33:15.514000+00:00,365.0,0.003964999999999996
2023-03-20 03:33:20.514000+00:00,368.0,0.002839000000000036
2023-03-20 03:33:25.514000+00:00,372.0,0.0027050000000000685
2023-03-20 03:33:30.514000+00:00,378.0,0.004465000000000052
2023-03-20 03:33:35.514000+00:00,380.0,0.0012820000000000054
2023-03-20 03:33:40.514000+00:00,382.0,0.0015439999999999898
2023-03-20 03:33:45.514000+00:00,388.0,0.005893999999999844
2023-03-20 03:33:50.514000+00:00,392.0,0.0034970000000000834
2023-03-20 03:33:55.514000+00:00,394.0,0.002074999999999938
2023-03-20 03:34:00.514000+00:00,398.0,0.0034649999999998293
2023-03-20 03:34:05.514000+00:00,400.0,0.0014420000000000543
2023-03-20 03:34:10.514000+00:00,402.0,0.0016160000000000618
2023-03-20 03:34:15.514000+00:00,406.0,0.003546999999999967
2023-03-20 03:34:20.514000+00:00,406.0,0.0
2023-03-20 03:34:25.514000+00:00,410.0,0.003916999999999948
2023-03-20 03:34:30.514000+00:00,410.0,0.0
2023-03-20 03:34:35.514000+00:00,414.0,0.003350999999999882
2023-03-20 03:34:40.514000+00:00,420.0,0.0051840000000000774
2023-03-20 03:34:45.514000+00:00,424.0,0.003382999999999914
2023-03-20 03:34:50.514000+00:00,430.0,0.005602999999999914
2023-03-20 03:34:55.514000+00:00,432.0,0.0020439999999999348
2023-03-20 03:35:00.514000+00:00,436.0,0.0033799999999999386
2023-03-20 03:35:05.514000+00:00,442.0,0.0048880000000000035
2023-03-20 03:35:10.514000+00:00,442.0,0.0
2023-03-20 03:35:15.514000+00:00,444.0,0.0016220000000000123
2023-03-20 03:35:20.514000+00:00,451.0,0.006016999999999828
2023-03-20 03:35:25.514000+00:00,456.0,0.004404999999999992
2023-03-20 03:35:30.514000+00:00,458.0,0.0018739999999999313
2023-03-20 03:35:35.514000+00:00,460.0,0.0020259999999999723
2023-03-20 03:35:40.514000+00:00,462.0,0.0021809999999999885
2023-03-20 03:35:45.514000+00:00,470.0,0.006787999999999905
2023-03-20 03:35:50.514000+00:00,476.0,0.005368999999999957
2023-03-20 03:35:55.514000+00:00,480.0,0.003578999999999999
