timestamp,rt_payment_get_user_count,rt_payment_get_user_sum,rt_payment_post_user_count,rt_payment_post_user_sum
2023-03-20 17:30:04.727000+00:00,9.0,,8.0,
2023-03-20 17:30:09.727000+00:00,9.0,0.0,8.0,0.0
2023-03-20 17:30:14.727000+00:00,10.0,613.0,9.0,1015.0
2023-03-20 17:30:19.727000+00:00,11.0,613.0,10.0,1020.0
2023-03-20 17:30:24.727000+00:00,13.0,1224.0,12.0,2036.0
2023-03-20 17:30:29.727000+00:00,17.0,2455.0,16.0,4079.0
2023-03-20 17:30:39.727000+00:00,22.0,3057.0,20.0,4068.0
2023-03-20 17:30:44.727000+00:00,24.0,1241.0,21.0,1020.0
2023-03-20 17:30:49.727000+00:00,26.0,1225.0,23.0,2036.0
2023-03-20 17:30:54.727000+00:00,26.0,0.0,23.0,0.0
2023-03-20 17:30:59.727000+00:00,26.0,0.0,23.0,0.0
2023-03-20 17:31:04.727000+00:00,27.0,614.0,24.0,1018.0
2023-03-20 17:31:09.727000+00:00,27.0,0.0,24.0,0.0
2023-03-20 17:31:14.727000+00:00,28.0,612.0,24.0,0.0
2023-03-20 17:31:19.727000+00:00,32.0,2448.0,28.0,4347.0
2023-03-20 17:31:24.727000+00:00,33.0,612.0,29.0,1018.0
2023-03-20 17:31:29.727000+00:00,34.0,613.0,30.0,1018.0
2023-03-20 17:31:34.727000+00:00,35.0,612.0,31.0,1017.0
2023-03-20 17:31:39.727000+00:00,35.0,0.0,31.0,0.0
2023-03-20 17:31:44.727000+00:00,37.0,1225.0,33.0,2035.0
2023-03-20 17:31:49.727000+00:00,39.0,1224.0,35.0,2037.0
2023-03-20 17:31:54.727000+00:00,40.0,612.0,36.0,1016.0
2023-03-20 17:31:59.727000+00:00,41.0,615.0,37.0,1019.0
2023-03-20 17:32:04.727000+00:00,41.0,0.0,37.0,0.0
2023-03-20 17:32:09.727000+00:00,43.0,1226.0,39.0,2033.0
2023-03-20 17:32:14.727000+00:00,45.0,1226.0,41.0,2037.0
2023-03-20 17:32:19.727000+00:00,47.0,1222.0,43.0,2040.0
2023-03-20 17:32:24.727000+00:00,49.0,1223.0,45.0,2034.0
2023-03-20 17:32:29.727000+00:00,52.0,1836.0,48.0,3058.0
2023-03-20 17:32:34.727000+00:00,52.0,0.0,48.0,0.0
2023-03-20 17:32:39.727000+00:00,54.0,1225.0,50.0,2036.0
2023-03-20 17:32:44.727000+00:00,56.0,1225.0,51.0,1017.0
2023-03-20 17:32:49.727000+00:00,58.0,1225.0,52.0,1017.0
2023-03-20 17:32:54.727000+00:00,58.0,0.0,52.0,0.0
2023-03-20 17:32:59.727000+00:00,61.0,1842.0,55.0,3062.0
2023-03-20 17:33:04.727000+00:00,61.0,0.0,55.0,0.0
2023-03-20 17:33:09.727000+00:00,63.0,1224.0,57.0,2045.0
2023-03-20 17:33:14.727000+00:00,65.0,1225.0,58.0,1019.0
2023-03-20 17:33:19.727000+00:00,65.0,0.0,58.0,0.0
2023-03-20 17:33:24.727000+00:00,65.0,0.0,58.0,0.0
2023-03-20 17:33:29.727000+00:00,69.0,2447.0,62.0,4074.0
2023-03-20 17:33:34.727000+00:00,71.0,1226.0,64.0,2035.0
2023-03-20 17:33:39.727000+00:00,73.0,1223.0,66.0,2036.0
2023-03-20 17:33:44.727000+00:00,74.0,613.0,67.0,1017.0
2023-03-20 17:33:49.727000+00:00,76.0,1223.0,68.0,1018.0
2023-03-20 17:33:54.727000+00:00,76.0,0.0,68.0,0.0
2023-03-20 17:33:59.727000+00:00,76.0,0.0,68.0,0.0
2023-03-20 17:34:04.727000+00:00,79.0,1897.0,71.0,3057.0
2023-03-20 17:34:09.727000+00:00,81.0,1224.0,73.0,2036.0
2023-03-20 17:34:14.727000+00:00,85.0,2446.0,77.0,4069.0
2023-03-20 17:34:19.727000+00:00,85.0,0.0,77.0,0.0
2023-03-20 17:34:24.727000+00:00,85.0,0.0,77.0,0.0
2023-03-20 17:34:29.727000+00:00,86.0,612.0,78.0,1018.0
2023-03-20 17:34:34.727000+00:00,88.0,1223.0,80.0,2037.0
2023-03-20 17:34:39.727000+00:00,89.0,613.0,81.0,1018.0
2023-03-20 17:34:44.727000+00:00,94.0,3056.0,85.0,4066.0
2023-03-20 17:34:49.727000+00:00,95.0,610.0,85.0,0.0
2023-03-20 17:34:54.727000+00:00,96.0,611.0,86.0,1016.0
2023-03-20 17:34:59.727000+00:00,99.0,1842.0,89.0,3055.0
2023-03-20 17:35:04.727000+00:00,102.0,1833.0,92.0,3054.0
2023-03-20 17:35:09.727000+00:00,102.0,0.0,92.0,0.0
2023-03-20 17:35:14.727000+00:00,102.0,0.0,92.0,0.0
2023-03-20 17:35:19.727000+00:00,103.0,612.0,93.0,1017.0
2023-03-20 17:35:24.727000+00:00,103.0,0.0,93.0,0.0
2023-03-20 17:35:29.727000+00:00,103.0,0.0,93.0,0.0
2023-03-20 17:35:34.727000+00:00,106.0,1835.0,96.0,3052.0
2023-03-20 17:35:39.727000+00:00,108.0,1227.0,98.0,2033.0
2023-03-20 17:35:44.727000+00:00,110.0,1222.0,100.0,2032.0
2023-03-20 17:35:49.727000+00:00,113.0,1835.0,103.0,3052.0
2023-03-20 17:35:54.727000+00:00,113.0,0.0,103.0,0.0
2023-03-20 17:35:59.727000+00:00,113.0,0.0,103.0,0.0
2023-03-20 17:36:04.727000+00:00,113.0,0.0,103.0,0.0
2023-03-20 17:36:09.727000+00:00,115.0,1222.0,105.0,2033.0
2023-03-20 17:36:14.727000+00:00,116.0,611.0,106.0,1016.0
2023-03-20 17:36:19.727000+00:00,119.0,1835.0,109.0,3055.0
2023-03-20 17:36:24.727000+00:00,120.0,611.0,110.0,1016.0
2023-03-20 17:36:29.727000+00:00,123.0,1841.0,113.0,3055.0
2023-03-20 17:36:34.727000+00:00,124.0,610.0,114.0,1014.0
2023-03-20 17:36:39.727000+00:00,125.0,610.0,115.0,1014.0
2023-03-20 17:36:44.727000+00:00,127.0,1223.0,115.0,0.0
2023-03-20 17:36:49.727000+00:00,128.0,612.0,116.0,1015.0
2023-03-20 17:36:54.727000+00:00,130.0,1225.0,118.0,2045.0
2023-03-20 17:36:59.727000+00:00,131.0,612.0,119.0,1018.0
2023-03-20 17:37:04.727000+00:00,132.0,614.0,120.0,1018.0
2023-03-20 17:37:09.727000+00:00,133.0,611.0,121.0,1015.0
2023-03-20 17:37:14.727000+00:00,135.0,1222.0,123.0,2034.0
2023-03-20 17:37:19.727000+00:00,136.0,612.0,124.0,1016.0
2023-03-20 17:37:24.727000+00:00,137.0,612.0,125.0,1015.0
2023-03-20 17:37:29.727000+00:00,137.0,0.0,125.0,0.0
2023-03-20 17:37:34.727000+00:00,137.0,0.0,125.0,0.0
2023-03-20 17:37:39.727000+00:00,138.0,613.0,126.0,1017.0
2023-03-20 17:37:44.727000+00:00,139.0,611.0,127.0,1015.0
2023-03-20 17:37:54.727000+00:00,146.0,4276.0,134.0,7132.0
2023-03-20 17:37:59.727000+00:00,146.0,0.0,134.0,0.0
2023-03-20 17:38:04.727000+00:00,146.0,0.0,134.0,0.0
2023-03-20 17:38:09.727000+00:00,146.0,0.0,134.0,0.0
2023-03-20 17:38:14.727000+00:00,146.0,0.0,134.0,0.0
2023-03-20 17:38:19.727000+00:00,150.0,2448.0,138.0,4068.0
2023-03-20 17:38:24.727000+00:00,152.0,1222.0,140.0,2039.0
2023-03-20 17:38:29.727000+00:00,155.0,1832.0,143.0,3049.0
2023-03-20 17:38:34.727000+00:00,157.0,1223.0,145.0,2040.0
2023-03-20 17:38:39.727000+00:00,158.0,611.0,146.0,1021.0
2023-03-20 17:38:44.727000+00:00,161.0,1834.0,149.0,3056.0
2023-03-20 17:38:49.727000+00:00,162.0,611.0,150.0,1020.0
2023-03-20 17:38:54.727000+00:00,165.0,1837.0,153.0,3053.0
2023-03-20 17:38:59.727000+00:00,165.0,0.0,153.0,0.0
2023-03-20 17:39:04.727000+00:00,166.0,613.0,154.0,1017.0
2023-03-20 17:39:09.727000+00:00,167.0,612.0,155.0,1023.0
2023-03-20 17:39:14.727000+00:00,169.0,1222.0,157.0,2037.0
2023-03-20 17:39:19.727000+00:00,169.0,0.0,157.0,0.0
2023-03-20 17:39:24.727000+00:00,170.0,612.0,157.0,0.0
2023-03-20 17:39:29.727000+00:00,170.0,0.0,157.0,0.0
2023-03-20 17:39:34.727000+00:00,170.0,0.0,157.0,0.0
2023-03-20 17:39:39.727000+00:00,171.0,612.0,158.0,1018.0
2023-03-20 17:39:44.727000+00:00,172.0,611.0,159.0,1016.0
2023-03-20 17:39:49.727000+00:00,172.0,0.0,159.0,0.0
2023-03-20 17:39:54.727000+00:00,173.0,610.0,160.0,1017.0
2023-03-20 17:39:59.727000+00:00,175.0,1225.0,162.0,2034.0
2023-03-20 17:40:04.727000+00:00,176.0,611.0,163.0,1016.0
2023-03-20 17:40:09.727000+00:00,176.0,0.0,163.0,0.0
2023-03-20 17:40:14.727000+00:00,179.0,1831.0,166.0,3048.0
2023-03-20 17:40:19.727000+00:00,180.0,611.0,167.0,1016.0
2023-03-20 17:40:29.730000+00:00,185.0,3053.0,172.0,5093.0
2023-03-20 17:40:34.727000+00:00,187.0,1230.0,174.0,2030.0
2023-03-20 17:40:39.727000+00:00,187.0,0.0,174.0,0.0
2023-03-20 17:40:44.727000+00:00,190.0,1840.0,177.0,3055.0
2023-03-20 17:40:49.727000+00:00,191.0,611.0,178.0,1016.0
2023-03-20 17:40:54.727000+00:00,193.0,1222.0,180.0,2031.0
2023-03-20 17:40:59.727000+00:00,194.0,612.0,181.0,1026.0
2023-03-20 17:41:04.727000+00:00,196.0,1220.0,183.0,2031.0
