timestamp,rt_payment_delete_cart_count,rt_payment_delete_cart_sum
2023-03-20 17:30:04.727000+00:00,9.0,
2023-03-20 17:30:09.727000+00:00,9.0,0.0
2023-03-20 17:30:14.727000+00:00,10.0,8.0
2023-03-20 17:30:19.727000+00:00,11.0,12.0
2023-03-20 17:30:24.727000+00:00,13.0,19.0
2023-03-20 17:30:29.727000+00:00,17.0,43.0
2023-03-20 17:30:39.727000+00:00,22.0,48.0
2023-03-20 17:30:44.727000+00:00,24.0,20.0
2023-03-20 17:30:49.727000+00:00,26.0,21.0
2023-03-20 17:30:54.727000+00:00,26.0,0.0
2023-03-20 17:30:59.727000+00:00,26.0,0.0
2023-03-20 17:31:04.727000+00:00,27.0,10.0
2023-03-20 17:31:09.727000+00:00,27.0,0.0
2023-03-20 17:31:14.727000+00:00,28.0,10.0
2023-03-20 17:31:19.727000+00:00,32.0,40.0
2023-03-20 17:31:24.727000+00:00,33.0,11.0
2023-03-20 17:31:29.727000+00:00,34.0,10.0
2023-03-20 17:31:34.727000+00:00,35.0,9.0
2023-03-20 17:31:39.727000+00:00,35.0,0.0
2023-03-20 17:31:44.727000+00:00,37.0,19.0
2023-03-20 17:31:49.727000+00:00,39.0,20.0
2023-03-20 17:31:54.727000+00:00,40.0,11.0
2023-03-20 17:31:59.727000+00:00,41.0,13.0
2023-03-20 17:32:04.727000+00:00,41.0,0.0
2023-03-20 17:32:09.727000+00:00,43.0,19.0
2023-03-20 17:32:14.727000+00:00,45.0,21.0
2023-03-20 17:32:19.727000+00:00,47.0,20.0
2023-03-20 17:32:24.727000+00:00,49.0,33.0
2023-03-20 17:32:29.727000+00:00,52.0,43.0
2023-03-20 17:32:34.727000+00:00,52.0,0.0
2023-03-20 17:32:39.727000+00:00,54.0,23.0
2023-03-20 17:32:44.727000+00:00,56.0,21.0
2023-03-20 17:32:49.727000+00:00,58.0,18.0
2023-03-20 17:32:54.727000+00:00,58.0,0.0
2023-03-20 17:32:59.727000+00:00,61.0,30.0
2023-03-20 17:33:04.727000+00:00,61.0,0.0
2023-03-20 17:33:09.727000+00:00,63.0,23.0
2023-03-20 17:33:14.727000+00:00,65.0,22.0
2023-03-20 17:33:19.727000+00:00,65.0,0.0
2023-03-20 17:33:24.727000+00:00,65.0,0.0
2023-03-20 17:33:29.727000+00:00,69.0,40.0
2023-03-20 17:33:34.727000+00:00,71.0,19.0
2023-03-20 17:33:39.727000+00:00,73.0,20.0
2023-03-20 17:33:44.727000+00:00,74.0,10.0
2023-03-20 17:33:49.727000+00:00,76.0,16.0
2023-03-20 17:33:54.727000+00:00,76.0,0.0
2023-03-20 17:33:59.727000+00:00,76.0,0.0
2023-03-20 17:34:04.727000+00:00,79.0,30.0
2023-03-20 17:34:09.727000+00:00,81.0,18.0
