timestamp,rt_cart_delete_redis_count,rt_cart_delete_redis_sum,rt_cart_get_redis_count,rt_cart_get_redis_sum,rt_cart_post_redis_count,rt_cart_post_redis_sum,rt_user_get_redis_count,rt_user_get_redis_sum
2023-03-20 17:30:00.408000+00:00,8.0,,235.0,,172.0,,63.0,
2023-03-20 17:30:05.408000+00:00,8.0,0.0,247.0,2.0,181.0,4.0,66.0,1.0
2023-03-20 17:30:10.408000+00:00,9.0,0.0,247.0,0.0,181.0,0.0,67.0,0.0
2023-03-20 17:30:15.408000+00:00,10.0,0.0,256.0,2.0,188.0,0.0,69.0,0.0
2023-03-20 17:30:20.408000+00:00,11.0,0.0,264.0,2.0,194.0,2.0,71.0,2.0
2023-03-20 17:30:25.408000+00:00,12.0,0.0,271.0,2.0,200.0,1.0,73.0,0.0
2023-03-20 17:30:30.408000+00:00,15.0,1.0,305.0,2.0,226.0,2.0,80.0,2.0
2023-03-20 17:30:35.408000+00:00,17.0,1.0,320.0,4.0,238.0,3.0,82.0,0.0
2023-03-20 17:30:40.408000+00:00,20.0,1.0,324.0,0.0,241.0,0.0,83.0,0.0
2023-03-20 17:30:45.408000+00:00,24.0,0.0,335.0,2.0,250.0,2.0,85.0,0.0
2023-03-20 17:30:50.408000+00:00,26.0,1.0,339.0,0.0,253.0,0.0,86.0,1.0
2023-03-20 17:30:55.408000+00:00,26.0,0.0,339.0,0.0,253.0,0.0,86.0,0.0
2023-03-20 17:31:00.408000+00:00,26.0,0.0,339.0,0.0,253.0,0.0,87.0,0.0
2023-03-20 17:31:05.408000+00:00,27.0,0.0,344.0,1.0,257.0,1.0,87.0,0.0
2023-03-20 17:31:10.408000+00:00,27.0,0.0,344.0,0.0,257.0,0.0,87.0,0.0
2023-03-20 17:31:15.408000+00:00,28.0,0.0,360.0,4.0,269.0,2.0,92.0,1.0
2023-03-20 17:31:20.408000+00:00,30.0,0.0,367.0,1.0,275.0,0.0,92.0,0.0
2023-03-20 17:31:25.408000+00:00,33.0,2.0,372.0,1.0,279.0,0.0,93.0,0.0
2023-03-20 17:31:30.408000+00:00,34.0,0.0,380.0,1.0,285.0,2.0,95.0,1.0
2023-03-20 17:31:35.408000+00:00,35.0,0.0,381.0,0.0,286.0,0.0,95.0,0.0
2023-03-20 17:31:40.408000+00:00,35.0,0.0,389.0,1.0,292.0,0.0,98.0,0.0
2023-03-20 17:31:45.408000+00:00,37.0,0.0,395.0,0.0,297.0,0.0,100.0,1.0
2023-03-20 17:31:50.408000+00:00,39.0,1.0,409.0,4.0,308.0,0.0,101.0,0.0
2023-03-20 17:31:55.408000+00:00,40.0,0.0,410.0,0.0,309.0,1.0,101.0,0.0
2023-03-20 17:32:00.408000+00:00,40.0,0.0,418.0,0.0,315.0,2.0,103.0,1.0
2023-03-20 17:32:05.408000+00:00,41.0,0.0,422.0,0.0,318.0,2.0,104.0,0.0
2023-03-20 17:32:10.408000+00:00,41.0,0.0,431.0,1.0,325.0,0.0,106.0,0.0
2023-03-20 17:32:15.408000+00:00,43.0,0.0,445.0,0.0,336.0,2.0,109.0,1.0
2023-03-20 17:32:20.408000+00:00,46.0,0.0,457.0,4.0,346.0,1.0,112.0,1.0
2023-03-20 17:32:25.408000+00:00,49.0,3.0,469.0,3.0,355.0,3.0,115.0,1.0
2023-03-20 17:32:30.408000+00:00,51.0,1.0,488.0,4.0,370.0,6.0,118.0,0.0
2023-03-20 17:32:35.408000+00:00,52.0,0.0,500.0,0.0,379.0,0.0,121.0,0.0
2023-03-20 17:32:40.408000+00:00,54.0,0.0,504.0,0.0,382.0,0.0,123.0,0.0
2023-03-20 17:32:45.408000+00:00,56.0,0.0,515.0,2.0,390.0,3.0,126.0,1.0
2023-03-20 17:32:50.408000+00:00,58.0,0.0,521.0,2.0,395.0,2.0,126.0,0.0
2023-03-20 17:32:55.408000+00:00,58.0,0.0,529.0,1.0,401.0,1.0,129.0,1.0
2023-03-20 17:33:00.408000+00:00,59.0,1.0,539.0,1.0,409.0,0.0,130.0,0.0
2023-03-20 17:33:05.408000+00:00,61.0,1.0,540.0,0.0,410.0,0.0,132.0,0.0
2023-03-20 17:33:10.408000+00:00,62.0,0.0,553.0,1.0,420.0,1.0,133.0,0.0
2023-03-20 17:33:15.408000+00:00,65.0,1.0,559.0,1.0,425.0,0.0,134.0,0.0
2023-03-20 17:33:20.408000+00:00,65.0,0.0,559.0,0.0,425.0,0.0,134.0,0.0
2023-03-20 17:33:25.408000+00:00,65.0,0.0,563.0,1.0,428.0,1.0,136.0,0.0
2023-03-20 17:33:30.408000+00:00,67.0,0.0,583.0,5.0,444.0,1.0,139.0,1.0
2023-03-20 17:33:35.408000+00:00,70.0,0.0,589.0,1.0,449.0,1.0,142.0,0.0
2023-03-20 17:33:40.408000+00:00,73.0,1.0,607.0,4.0,463.0,1.0,144.0,0.0
2023-03-20 17:33:45.408000+00:00,74.0,0.0,608.0,0.0,464.0,0.0,146.0,0.0
2023-03-20 17:33:50.408000+00:00,76.0,0.0,620.0,3.0,473.0,3.0,147.0,0.0
2023-03-20 17:33:55.408000+00:00,76.0,0.0,624.0,0.0,476.0,0.0,148.0,1.0
2023-03-20 17:34:00.408000+00:00,76.0,0.0,628.0,1.0,479.0,1.0,150.0,1.0
2023-03-20 17:34:05.408000+00:00,77.0,0.0,642.0,4.0,490.0,2.0,155.0,0.0
2023-03-20 17:34:10.408000+00:00,80.0,0.0,658.0,0.0,502.0,1.0,157.0,0.0
2023-03-20 17:34:15.408000+00:00,82.0,0.0,668.0,2.0,510.0,2.0,158.0,0.0
2023-03-20 17:34:20.408000+00:00,85.0,0.0,668.0,0.0,510.0,0.0,158.0,0.0
2023-03-20 17:34:25.408000+00:00,85.0,0.0,672.0,1.0,513.0,1.0,159.0,0.0
2023-03-20 17:34:30.408000+00:00,85.0,0.0,683.0,1.0,521.0,1.0,163.0,0.0
2023-03-20 17:34:35.408000+00:00,87.0,0.0,696.0,1.0,531.0,3.0,165.0,1.0
2023-03-20 17:34:40.408000+00:00,89.0,1.0,710.0,0.0,542.0,0.0,171.0,0.0
2023-03-20 17:34:45.408000+00:00,91.0,0.0,729.0,6.0,557.0,2.0,173.0,2.0
2023-03-20 17:34:50.408000+00:00,95.0,0.0,741.0,5.0,566.0,0.0,175.0,0.0
2023-03-20 17:34:55.408000+00:00,96.0,0.0,746.0,0.0,570.0,1.0,176.0,0.0
2023-03-20 17:35:00.408000+00:00,98.0,0.0,769.0,2.0,588.0,2.0,181.0,1.0
2023-03-20 17:35:05.408000+00:00,100.0,0.0,775.0,0.0,593.0,2.0,182.0,0.0
2023-03-20 17:35:10.408000+00:00,102.0,1.0,775.0,0.0,593.0,0.0,182.0,0.0
2023-03-20 17:35:15.408000+00:00,102.0,0.0,782.0,1.0,598.0,1.0,184.0,0.0
2023-03-20 17:35:20.408000+00:00,103.0,0.0,783.0,1.0,599.0,1.0,184.0,0.0
2023-03-20 17:35:25.408000+00:00,103.0,0.0,783.0,0.0,599.0,0.0,184.0,0.0
2023-03-20 17:35:30.408000+00:00,103.0,0.0,787.0,1.0,602.0,1.0,187.0,0.0
2023-03-20 17:35:35.408000+00:00,105.0,1.0,809.0,3.0,619.0,1.0,190.0,1.0
2023-03-20 17:35:40.408000+00:00,108.0,0.0,820.0,1.0,627.0,0.0,193.0,0.0
2023-03-20 17:35:45.408000+00:00,110.0,0.0,830.0,0.0,635.0,7.0,195.0,1.0
2023-03-20 17:35:50.408000+00:00,112.0,0.0,841.0,1.0,644.0,2.0,197.0,0.0
2023-03-20 17:35:55.408000+00:00,113.0,0.0,841.0,0.0,644.0,0.0,197.0,0.0
2023-03-20 17:36:00.408000+00:00,113.0,0.0,845.0,0.0,647.0,0.0,200.0,0.0
2023-03-20 17:36:05.408000+00:00,113.0,0.0,853.0,1.0,653.0,0.0,200.0,0.0
2023-03-20 17:36:10.408000+00:00,115.0,0.0,860.0,1.0,658.0,1.0,202.0,0.0
2023-03-20 17:36:15.408000+00:00,116.0,1.0,870.0,2.0,666.0,2.0,204.0,0.0
2023-03-20 17:36:20.408000+00:00,118.0,0.0,875.0,0.0,670.0,2.0,205.0,0.0
2023-03-20 17:36:25.408000+00:00,120.0,0.0,880.0,0.0,674.0,0.0,208.0,0.0
2023-03-20 17:36:30.408000+00:00,122.0,0.0,900.0,1.0,689.0,3.0,211.0,0.0
2023-03-20 17:36:35.408000+00:00,124.0,1.0,901.0,0.0,690.0,0.0,211.0,0.0
2023-03-20 17:36:40.408000+00:00,125.0,0.0,906.0,0.0,694.0,1.0,213.0,1.0
2023-03-20 17:36:45.408000+00:00,127.0,2.0,915.0,2.0,701.0,1.0,215.0,1.0
2023-03-20 17:36:50.408000+00:00,128.0,0.0,933.0,2.0,715.0,2.0,218.0,0.0
2023-03-20 17:36:55.408000+00:00,129.0,1.0,938.0,0.0,719.0,0.0,220.0,1.0
2023-03-20 17:37:00.408000+00:00,131.0,0.0,948.0,1.0,727.0,4.0,222.0,0.0
2023-03-20 17:37:05.408000+00:00,132.0,0.0,950.0,1.0,728.0,0.0,222.0,0.0
2023-03-20 17:37:10.411000+00:00,133.0,0.0,955.0,0.0,732.0,0.0,223.0,1.0
2023-03-20 17:37:15.408000+00:00,134.0,0.0,966.0,0.0,741.0,2.0,225.0,0.0
2023-03-20 17:37:20.408000+00:00,136.0,1.0,971.0,0.0,745.0,0.0,226.0,0.0
2023-03-20 17:37:25.408000+00:00,137.0,0.0,974.0,1.0,747.0,0.0,227.0,0.0
2023-03-20 17:37:30.408000+00:00,137.0,0.0,974.0,0.0,747.0,0.0,227.0,0.0
2023-03-20 17:37:35.408000+00:00,137.0,0.0,974.0,0.0,747.0,0.0,228.0,0.0
2023-03-20 17:37:40.408000+00:00,138.0,1.0,978.0,0.0,750.0,0.0,229.0,0.0
2023-03-20 17:37:45.408000+00:00,139.0,1.0,992.0,4.0,761.0,2.0,232.0,1.0
2023-03-20 17:37:50.408000+00:00,141.0,0.0,1021.0,2.0,784.0,2.0,237.0,1.0
2023-03-20 17:37:55.408000+00:00,143.0,1.0,1022.0,1.0,785.0,0.0,237.0,0.0
2023-03-20 17:38:00.408000+00:00,146.0,0.0,1022.0,0.0,785.0,0.0,237.0,0.0
2023-03-20 17:38:05.408000+00:00,146.0,0.0,1022.0,0.0,785.0,0.0,237.0,0.0
2023-03-20 17:38:10.408000+00:00,146.0,0.0,1022.0,0.0,785.0,0.0,237.0,0.0
2023-03-20 17:38:15.408000+00:00,146.0,0.0,1039.0,1.0,798.0,0.0,241.0,1.0
2023-03-20 17:38:20.408000+00:00,148.0,0.0,1047.0,2.0,805.0,0.0,242.0,0.0
2023-03-20 17:38:25.408000+00:00,151.0,1.0,1057.0,0.0,813.0,1.0,244.0,0.0
2023-03-20 17:38:30.408000+00:00,154.0,3.0,1067.0,0.0,821.0,0.0,246.0,0.0
2023-03-20 17:38:35.408000+00:00,156.0,0.0,1080.0,0.0,831.0,1.0,250.0,0.0
2023-03-20 17:38:40.408000+00:00,158.0,0.0,1093.0,5.0,841.0,1.0,252.0,0.0
2023-03-20 17:38:45.408000+00:00,160.0,1.0,1098.0,2.0,845.0,1.0,255.0,0.0
2023-03-20 17:38:50.408000+00:00,162.0,0.0,1115.0,1.0,858.0,1.0,257.0,0.0
