timestamp,rt_web_get_shipping_calcid_seconds_count,rt_web_get_shipping_calcid_seconds_sum,rt_web_get_shipping_code_seconds_count,rt_web_get_shipping_code_seconds_sum,rt_web_get_shipping_postconfirm_seconds_count,rt_web_get_shipping_postconfirm_seconds_sum
2023-03-25 09:00:04.729000+00:00,57.0,,58.0,,50.0,
2023-03-25 09:00:09.729000+00:00,61.0,0.02200000000000002,61.0,0.015000000000000013,53.0,0.03400000000000003
2023-03-25 09:00:14.729000+00:00,62.0,0.0050000000000000044,63.0,0.010000000000000009,54.0,0.01100000000000012
2023-03-25 09:00:19.729000+00:00,65.0,0.025999999999999968,65.0,0.013000000000000012,56.0,0.02200000000000002
2023-03-25 09:00:24.729000+00:00,68.0,0.016000000000000014,69.0,0.02300000000000002,59.0,0.028999999999999915
2023-03-25 09:00:29.729000+00:00,74.0,0.029000000000000026,75.0,0.03199999999999992,64.0,0.04600000000000004
2023-03-25 09:00:34.729000+00:00,76.0,0.01200000000000001,77.0,0.01100000000000001,66.0,0.020000000000000018
2023-03-25 09:00:39.729000+00:00,78.0,0.01100000000000001,79.0,0.01100000000000001,67.0,0.010000000000000009
2023-03-25 09:00:44.729000+00:00,79.0,0.0050000000000000044,80.0,0.006000000000000005,68.0,0.010999999999999899
2023-03-25 09:00:49.729000+00:00,80.0,0.005999999999999894,80.0,0.0,69.0,0.010000000000000009
2023-03-25 09:00:54.729000+00:00,81.0,0.006000000000000005,82.0,0.01200000000000001,69.0,0.0
2023-03-25 09:00:59.729000+00:00,82.0,0.0050000000000000044,83.0,0.007000000000000006,70.0,0.018000000000000016
2023-03-25 09:01:04.729000+00:00,84.0,0.01100000000000001,85.0,0.01200000000000001,72.0,0.027000000000000135
2023-03-25 09:01:09.729000+00:00,86.0,0.01200000000000001,86.0,0.01100000000000001,74.0,0.016999999999999904
2023-03-25 09:01:14.729000+00:00,87.0,0.0050000000000000044,88.0,0.010000000000000009,75.0,0.010999999999999899
2023-03-25 09:01:19.729000+00:00,88.0,0.0050000000000000044,88.0,0.0,76.0,0.015000000000000124
2023-03-25 09:01:24.729000+00:00,89.0,0.0050000000000000044,89.0,0.0050000000000000044,77.0,0.010000000000000009
2023-03-25 09:01:29.729000+00:00,91.0,0.010000000000000009,92.0,0.017999999999999905,78.0,0.010000000000000009
2023-03-25 09:01:34.729000+00:00,93.0,0.013000000000000012,93.0,0.006000000000000005,80.0,0.018000000000000016
2023-03-25 09:01:39.729000+00:00,95.0,0.010000000000000009,95.0,0.01100000000000001,81.0,0.014000000000000012
2023-03-25 09:01:44.729000+00:00,98.0,0.016000000000000014,98.0,0.016000000000000014,83.0,0.020000000000000018
2023-03-25 09:01:49.729000+00:00,99.0,0.0050000000000000044,99.0,0.006000000000000005,84.0,0.008000000000000007
2023-03-25 09:01:54.729000+00:00,101.0,0.009000000000000008,101.0,0.01200000000000001,85.0,0.008999999999999897
2023-03-25 09:01:59.729000+00:00,101.0,0.0,102.0,0.006000000000000005,86.0,0.0129999999999999
2023-03-25 09:02:04.729000+00:00,103.0,0.0129999999999999,104.0,0.016000000000000014,88.0,0.025000000000000133
2023-03-25 09:02:09.729000+00:00,106.0,0.017000000000000015,107.0,0.018000000000000016,91.0,0.028000000000000025
2023-03-25 09:02:14.729000+00:00,111.0,0.025000000000000022,111.0,0.02300000000000002,96.0,0.04499999999999993
2023-03-25 09:02:19.729000+00:00,111.0,0.0,112.0,0.007000000000000006,96.0,0.0
2023-03-25 09:02:24.729000+00:00,114.0,0.015000000000000013,114.0,0.009999999999999898,98.0,0.016000000000000014
2023-03-25 09:02:29.729000+00:00,119.0,0.025000000000000022,120.0,0.030000000000000027,102.0,0.040000000000000036
2023-03-25 09:02:34.729000+00:00,120.0,0.0050000000000000044,122.0,0.01100000000000001,103.0,0.010000000000000009
2023-03-25 09:02:39.729000+00:00,123.0,0.014000000000000012,125.0,0.013000000000000012,106.0,0.030000000000000027
2023-03-25 09:02:44.729000+00:00,128.0,0.03299999999999992,129.0,0.02400000000000002,110.0,0.038000000000000034
