timestamp,rt_ratings_put_PDO_count,rt_ratings_put_PDO_sum
2023-03-25 09:00:00.514000+00:00,36.0,
2023-03-25 09:00:05.514000+00:00,38.0,0.10870200000000008
2023-03-25 09:00:10.514000+00:00,39.0,0.035630999999999746
2023-03-25 09:00:15.514000+00:00,42.0,0.10459500000000022
2023-03-25 09:00:20.514000+00:00,44.0,0.07930999999999999
2023-03-25 09:00:25.514000+00:00,49.0,0.148115
2023-03-25 09:00:30.514000+00:00,49.0,0.0
2023-03-25 09:00:35.514000+00:00,51.0,0.21974799999999994
2023-03-25 09:00:40.514000+00:00,52.0,0.084507
2023-03-25 09:00:45.514000+00:00,53.0,0.038221000000000005
2023-03-25 09:00:50.514000+00:00,54.0,0.04108200000000001
2023-03-25 09:00:55.514000+00:00,54.0,0.0
2023-03-25 09:01:00.514000+00:00,54.0,0.0
2023-03-25 09:01:05.514000+00:00,54.0,0.0
2023-03-25 09:01:10.514000+00:00,54.0,0.0
2023-03-25 09:01:15.514000+00:00,55.0,0.04851300000000003
2023-03-25 09:01:20.514000+00:00,55.0,0.0
2023-03-25 09:01:25.514000+00:00,56.0,0.05565500000000001
2023-03-25 09:01:30.514000+00:00,57.0,0.03613400000000008
2023-03-25 09:01:35.514000+00:00,59.0,0.080067
2023-03-25 09:01:40.514000+00:00,60.0,0.03945399999999999
2023-03-25 09:01:45.514000+00:00,62.0,0.09768
2023-03-25 09:01:50.514000+00:00,62.0,0.0
2023-03-25 09:01:55.514000+00:00,63.0,0.0517349999999999
2023-03-25 09:02:00.514000+00:00,64.0,0.066714
2023-03-25 09:02:05.514000+00:00,65.0,0.0
2023-03-25 09:02:10.514000+00:00,67.0,0.0
2023-03-25 09:02:15.514000+00:00,67.0,0.0
2023-03-25 09:02:20.514000+00:00,67.0,0.0
2023-03-25 09:02:25.514000+00:00,70.0,0.0
2023-03-25 09:02:30.514000+00:00,72.0,0.09397199999999994
2023-03-25 09:02:35.514000+00:00,74.0,0.09151599999999993
2023-03-25 09:02:40.514000+00:00,75.0,0.0425939999999998
2023-03-25 09:02:45.514000+00:00,79.0,0.0
2023-03-25 09:02:50.514000+00:00,79.0,0.0
2023-03-25 09:02:55.514000+00:00,80.0,0.03852000000000011
2023-03-25 09:03:00.514000+00:00,80.0,0.0
2023-03-25 09:03:05.514000+00:00,81.0,0.06549199999999988
2023-03-25 09:03:10.514000+00:00,81.0,0.0
2023-03-25 09:03:15.514000+00:00,81.0,0.0
2023-03-25 09:03:20.514000+00:00,82.0,0.05195300000000014
2023-03-25 09:03:25.514000+00:00,82.0,0.0
2023-03-25 09:03:30.514000+00:00,85.0,0.0
2023-03-25 09:03:35.514000+00:00,85.0,0.0
2023-03-25 09:03:40.514000+00:00,86.0,0.055861999999999856
2023-03-25 09:03:45.514000+00:00,86.0,0.0
2023-03-25 09:03:50.514000+00:00,87.0,0.04366899999999996
2023-03-25 09:03:55.514000+00:00,87.0,0.0
2023-03-25 09:04:00.514000+00:00,87.0,0.0
2023-03-25 09:04:05.514000+00:00,88.0,0.042445999999999984
2023-03-25 09:04:10.514000+00:00,88.0,0.0
2023-03-25 09:04:15.514000+00:00,89.0,0.04696900000000026
2023-03-25 09:04:20.514000+00:00,92.0,0.29438799999999965
2023-03-25 09:04:25.514000+00:00,93.0,0.03868399999999994
2023-03-25 09:04:30.514000+00:00,96.0,0.14466299999999999
2023-03-25 09:04:35.514000+00:00,99.0,0.48114100000000004
2023-03-25 09:04:40.514000+00:00,99.0,0.0
2023-03-25 09:04:45.514000+00:00,101.0,0.11983900000000025
2023-03-25 09:04:50.514000+00:00,102.0,0.05421699999999996
2023-03-25 09:04:55.514000+00:00,102.0,0.0
2023-03-25 09:05:00.514000+00:00,103.0,0.0
2023-03-25 09:05:05.514000+00:00,103.0,0.0
2023-03-25 09:05:10.514000+00:00,105.0,0.19004299999999974
2023-03-25 09:05:15.514000+00:00,105.0,0.0
2023-03-25 09:05:20.514000+00:00,106.0,0.05952899999999994
2023-03-25 09:05:25.514000+00:00,108.0,0.0
2023-03-25 09:05:30.514000+00:00,108.0,0.0
2023-03-25 09:05:35.514000+00:00,108.0,0.0
2023-03-25 09:05:40.514000+00:00,108.0,0.0
2023-03-25 09:05:45.514000+00:00,108.0,0.0
2023-03-25 09:05:50.514000+00:00,108.0,0.0
2023-03-25 09:05:55.514000+00:00,108.0,0.0
2023-03-25 09:06:00.514000+00:00,110.0,0.06445699999999999
2023-03-25 09:06:05.514000+00:00,110.0,0.0
2023-03-25 09:06:10.514000+00:00,111.0,0.0
2023-03-25 09:06:15.514000+00:00,112.0,0.0
2023-03-25 09:06:20.514000+00:00,112.0,0.0
2023-03-25 09:06:25.514000+00:00,113.0,0.06113500000000016
2023-03-25 09:06:30.514000+00:00,114.0,0.044164999999999566
2023-03-25 09:06:35.514000+00:00,114.0,0.0
2023-03-25 09:06:40.514000+00:00,114.0,0.0
2023-03-25 09:06:45.514000+00:00,118.0,0.1953149999999999
2023-03-25 09:06:50.514000+00:00,119.0,0.0719839999999996
2023-03-25 09:06:55.514000+00:00,122.0,0.1643340000000011
2023-03-25 09:07:00.514000+00:00,122.0,0.0
2023-03-25 09:07:05.514000+00:00,125.0,0.14136099999999985
2023-03-25 09:07:10.514000+00:00,126.0,0.038288999999999795
