timestamp,rt_ratings_put_PDO_count,rt_ratings_put_PDO_sum
2023-03-20 15:21:30.514000+00:00,19.0,
2023-03-20 15:21:35.514000+00:00,20.0,0.03824300000000003
2023-03-20 15:21:40.514000+00:00,20.0,0.0
2023-03-20 15:21:45.514000+00:00,20.0,0.0
2023-03-20 15:21:50.514000+00:00,21.0,0.054450999999999805
2023-03-20 15:21:55.514000+00:00,22.0,0.08834300000000006
2023-03-20 15:22:00.514000+00:00,23.0,0.07605199999999979
2023-03-20 15:22:05.514000+00:00,26.0,0.44188199999999966
2023-03-20 15:22:10.514000+00:00,29.0,0.0
2023-03-20 15:22:15.514000+00:00,29.0,0.0
2023-03-20 15:22:20.514000+00:00,29.0,0.0
2023-03-20 15:22:25.514000+00:00,29.0,0.0
2023-03-20 15:22:30.514000+00:00,30.0,0.08010200000000012
2023-03-20 15:22:35.514000+00:00,30.0,0.0
2023-03-20 15:22:40.514000+00:00,32.0,0.14292400000000027
2023-03-20 15:22:45.514000+00:00,34.0,0.13960700000000026
2023-03-20 15:22:50.514000+00:00,35.0,0.05205200000000021
2023-03-20 15:22:55.514000+00:00,35.0,0.0
2023-03-20 15:23:00.514000+00:00,35.0,0.0
2023-03-20 15:23:05.514000+00:00,39.0,0.5935109999999999
2023-03-20 15:23:10.514000+00:00,39.0,0.0
2023-03-20 15:23:15.514000+00:00,40.0,0.05864400000000014
2023-03-20 15:23:20.514000+00:00,41.0,0.05041200000000012
2023-03-20 15:23:25.514000+00:00,42.0,0.164736
2023-03-20 15:23:30.514000+00:00,43.0,0.0693950000000001
2023-03-20 15:23:35.514000+00:00,45.0,0.15602499999999964
2023-03-20 15:23:40.514000+00:00,45.0,0.0
2023-03-20 15:23:45.514000+00:00,46.0,0.0
2023-03-20 15:23:50.514000+00:00,46.0,0.0
2023-03-20 15:23:55.514000+00:00,47.0,0.07007399999999997
2023-03-20 15:24:00.514000+00:00,49.0,0.12489600000000012
2023-03-20 15:24:05.514000+00:00,49.0,0.0
2023-03-20 15:24:10.514000+00:00,52.0,0.0
2023-03-20 15:24:15.514000+00:00,53.0,0.05846900000000055
2023-03-20 15:24:20.514000+00:00,53.0,0.0
2023-03-20 15:24:25.514000+00:00,53.0,0.0
2023-03-20 15:24:30.514000+00:00,55.0,0.0
2023-03-20 15:24:35.514000+00:00,57.0,0.10610099999999978
