timestamp,rt_web_post_payment_count,rt_web_post_payment_sum
2023-03-20 15:21:34.727000+00:00,17.0,
2023-03-20 15:21:39.727000+00:00,18.0,2940.0
2023-03-20 15:21:44.727000+00:00,18.0,0.0
2023-03-20 15:21:49.727000+00:00,19.0,1285.0
2023-03-20 15:21:54.727000+00:00,21.0,2829.0
2023-03-20 15:21:59.727000+00:00,24.0,4494.0
2023-03-20 15:22:04.727000+00:00,26.0,452.0
2023-03-20 15:22:09.727000+00:00,27.0,2504.0
2023-03-20 15:22:14.727000+00:00,28.0,915.0
2023-03-20 15:22:19.727000+00:00,28.0,0.0
2023-03-20 15:22:24.727000+00:00,29.0,4258.0
2023-03-20 15:22:29.727000+00:00,30.0,2813.0
2023-03-20 15:22:34.727000+00:00,32.0,4806.0
2023-03-20 15:22:54.732000+00:00,38.0,17023.0
2023-03-20 15:22:59.727000+00:00,38.0,0.0
2023-03-20 15:23:04.727000+00:00,41.0,5807.0
2023-03-20 15:23:09.727000+00:00,42.0,1263.0
2023-03-20 15:23:14.727000+00:00,44.0,5838.0
2023-03-20 15:23:19.727000+00:00,45.0,2399.0
2023-03-20 15:23:24.727000+00:00,46.0,1650.0
2023-03-20 15:23:29.727000+00:00,48.0,2837.0
2023-03-20 15:23:34.727000+00:00,49.0,4122.0
2023-03-20 15:23:39.727000+00:00,51.0,2606.0
2023-03-20 15:23:44.727000+00:00,53.0,3363.0
2023-03-20 15:23:49.727000+00:00,57.0,6751.0
2023-03-20 15:23:54.727000+00:00,58.0,2388.0
2023-03-20 15:24:09.731000+00:00,62.0,14959.0
2023-03-20 15:24:14.727000+00:00,64.0,1397.0
2023-03-20 15:24:19.727000+00:00,65.0,714.0
2023-03-20 15:24:24.727000+00:00,66.0,1492.0
2023-03-20 15:24:29.727000+00:00,68.0,1328.0
2023-03-20 15:24:39.730000+00:00,72.0,7718.0
2023-03-20 15:24:44.727000+00:00,73.0,1676.0
2023-03-20 15:24:49.727000+00:00,74.0,1852.0
2023-03-20 15:24:54.727000+00:00,75.0,258.0
2023-03-20 15:24:59.727000+00:00,76.0,1546.0
2023-03-20 15:25:04.727000+00:00,77.0,2123.0
2023-03-20 15:25:09.727000+00:00,77.0,0.0
2023-03-20 15:25:29.731000+00:00,86.0,22220.0
2023-03-20 15:25:34.727000+00:00,87.0,1546.0
2023-03-20 15:25:39.727000+00:00,87.0,0.0
2023-03-20 15:25:44.727000+00:00,90.0,6155.0
2023-03-20 15:25:54.730000+00:00,94.0,11721.0
2023-03-20 15:25:59.727000+00:00,94.0,0.0
2023-03-20 15:26:04.727000+00:00,95.0,2542.0
2023-03-20 15:26:09.727000+00:00,98.0,4774.0
2023-03-20 15:26:14.727000+00:00,98.0,0.0
2023-03-20 15:26:19.727000+00:00,102.0,6088.0
2023-03-20 15:26:24.727000+00:00,104.0,3284.0
2023-03-20 15:26:29.727000+00:00,108.0,6662.0
2023-03-20 15:26:34.727000+00:00,109.0,2782.0
2023-03-20 15:26:39.727000+00:00,109.0,0.0
2023-03-20 15:26:44.727000+00:00,110.0,449.0
2023-03-20 15:26:49.727000+00:00,111.0,871.0
2023-03-20 15:26:54.727000+00:00,113.0,3197.0
2023-03-20 15:26:59.727000+00:00,113.0,0.0
2023-03-20 15:27:04.727000+00:00,114.0,1744.0
2023-03-20 15:27:19.730000+00:00,118.0,17378.0
2023-03-20 15:27:34.731000+00:00,121.0,12253.0
2023-03-20 15:27:39.727000+00:00,123.0,1164.0
2023-03-20 15:27:44.727000+00:00,124.0,1729.0
2023-03-20 15:27:49.727000+00:00,125.0,446.0
2023-03-20 15:27:54.727000+00:00,129.0,3504.0
2023-03-20 15:27:59.727000+00:00,130.0,1675.0
2023-03-20 15:28:04.727000+00:00,132.0,2410.0
2023-03-20 15:28:09.727000+00:00,133.0,861.0
2023-03-20 15:28:14.727000+00:00,135.0,5670.0
2023-03-20 15:28:19.727000+00:00,136.0,2920.0
2023-03-20 15:28:24.727000+00:00,139.0,4924.0
2023-03-20 15:28:29.727000+00:00,141.0,2204.0
2023-03-20 15:28:34.727000+00:00,142.0,442.0
2023-03-20 15:28:39.727000+00:00,144.0,3660.0
2023-03-20 15:28:44.727000+00:00,145.0,1334.0
2023-03-20 15:28:49.727000+00:00,147.0,2836.0
2023-03-20 15:28:54.727000+00:00,148.0,1553.0
