Unnamed: 0,timestamp,rt_dispatch_get_rabbitmq_count,rt_dispatch_get_rabbitmq_sum
0,2023-03-28 12:40:02.169000+00:00,23.0,
1,2023-03-28 12:40:07.169000+00:00,24.0,0.0
2,2023-03-28 12:40:12.169000+00:00,24.0,0.0
3,2023-03-28 12:40:17.169000+00:00,25.0,0.0
4,2023-03-28 12:40:22.169000+00:00,26.0,0.0
5,2023-03-28 12:40:27.169000+00:00,26.0,0.0
6,2023-03-28 12:40:32.169000+00:00,27.0,0.0
7,2023-03-28 12:40:37.169000+00:00,27.0,0.0
8,2023-03-28 12:40:42.169000+00:00,28.0,0.0
9,2023-03-28 12:40:47.169000+00:00,28.0,0.0
10,2023-03-28 12:40:52.169000+00:00,29.0,0.0
11,2023-03-28 12:40:57.169000+00:00,29.0,0.0
12,2023-03-28 12:41:02.169000+00:00,31.0,0.0
13,2023-03-28 12:41:07.169000+00:00,31.0,0.0
14,2023-03-28 12:41:12.169000+00:00,32.0,0.0
15,2023-03-28 12:41:17.169000+00:00,33.0,0.0
16,2023-03-28 12:41:22.169000+00:00,33.0,0.0
17,2023-03-28 12:41:27.169000+00:00,34.0,0.0
18,2023-03-28 12:41:32.169000+00:00,34.0,0.0
19,2023-03-28 12:41:37.169000+00:00,35.0,0.0
20,2023-03-28 12:41:42.169000+00:00,35.0,0.0
21,2023-03-28 12:41:47.169000+00:00,36.0,0.0
22,2023-03-28 12:41:52.169000+00:00,36.0,0.0
23,2023-03-28 12:41:57.169000+00:00,37.0,0.0
24,2023-03-28 12:42:02.169000+00:00,38.0,0.0
25,2023-03-28 12:42:07.169000+00:00,38.0,0.0
26,2023-03-28 12:42:12.169000+00:00,39.0,0.0
27,2023-03-28 12:42:17.169000+00:00,39.0,0.0
28,2023-03-28 12:42:22.169000+00:00,40.0,0.0
29,2023-03-28 12:42:27.169000+00:00,40.0,0.0
30,2023-03-28 12:42:32.169000+00:00,41.0,0.0
31,2023-03-28 12:42:37.169000+00:00,41.0,0.0
32,2023-03-28 12:42:42.169000+00:00,42.0,0.0
33,2023-03-28 12:42:47.169000+00:00,42.0,0.0
34,2023-03-28 12:42:52.169000+00:00,43.0,0.0
35,2023-03-28 12:42:57.169000+00:00,43.0,0.0
36,2023-03-28 12:43:02.169000+00:00,44.0,0.0
37,2023-03-28 12:43:07.169000+00:00,44.0,0.0
38,2023-03-28 12:43:12.169000+00:00,45.0,0.0
39,2023-03-28 12:43:17.169000+00:00,45.0,0.0
40,2023-03-28 12:43:22.169000+00:00,46.0,0.0
41,2023-03-28 12:43:27.169000+00:00,46.0,0.0
42,2023-03-28 12:43:32.169000+00:00,47.0,0.0
43,2023-03-28 12:43:37.169000+00:00,47.0,0.0
44,2023-03-28 12:43:42.169000+00:00,48.0,0.0
45,2023-03-28 12:43:47.169000+00:00,48.0,0.0
46,2023-03-28 12:43:52.169000+00:00,49.0,0.0
47,2023-03-28 12:43:57.169000+00:00,50.0,0.0
48,2023-03-28 12:44:02.169000+00:00,51.0,0.0
49,2023-03-28 12:44:07.169000+00:00,52.0,0.0
50,2023-03-28 12:44:12.169000+00:00,52.0,0.0
51,2023-03-28 12:44:17.169000+00:00,53.0,0.0
52,2023-03-28 12:44:22.169000+00:00,53.0,0.0
53,2023-03-28 12:44:27.169000+00:00,54.0,0.0
54,2023-03-28 12:44:32.169000+00:00,54.0,0.0
55,2023-03-28 12:44:37.169000+00:00,55.0,0.0
56,2023-03-28 12:44:42.169000+00:00,55.0,0.0
57,2023-03-28 12:44:47.169000+00:00,56.0,0.0
58,2023-03-28 12:44:52.169000+00:00,57.0,0.0
59,2023-03-28 12:44:57.169000+00:00,57.0,0.0
60,2023-03-28 12:45:02.169000+00:00,58.0,0.0
61,2023-03-28 12:45:07.169000+00:00,58.0,0.0
62,2023-03-28 12:45:12.169000+00:00,59.0,0.0
63,2023-03-28 12:45:17.169000+00:00,59.0,0.0
64,2023-03-28 12:45:22.169000+00:00,60.0,0.0
65,2023-03-28 12:45:27.169000+00:00,60.0,0.0
66,2023-03-28 12:45:32.169000+00:00,61.0,0.0
67,2023-03-28 12:45:37.169000+00:00,61.0,0.0
68,2023-03-28 12:45:42.169000+00:00,62.0,0.0
69,2023-03-28 12:45:47.169000+00:00,63.0,0.0
70,2023-03-28 12:45:52.169000+00:00,63.0,0.0
71,2023-03-28 12:45:57.169000+00:00,64.0,0.0
72,2023-03-28 12:46:02.169000+00:00,64.0,0.0
73,2023-03-28 12:46:07.169000+00:00,65.0,0.0
74,2023-03-28 12:46:12.169000+00:00,65.0,0.0
75,2023-03-28 12:46:17.169000+00:00,66.0,0.0
76,2023-03-28 12:46:22.169000+00:00,66.0,0.0
77,2023-03-28 12:46:27.169000+00:00,67.0,0.0
78,2023-03-28 12:46:32.169000+00:00,67.0,0.0
79,2023-03-28 12:46:37.169000+00:00,68.0,0.0
80,2023-03-28 12:46:42.169000+00:00,68.0,0.0
81,2023-03-28 12:46:47.169000+00:00,69.0,0.0
82,2023-03-28 12:46:52.169000+00:00,69.0,0.0
83,2023-03-28 12:46:57.169000+00:00,70.0,0.0
84,2023-03-28 12:47:02.169000+00:00,70.0,0.0
85,2023-03-28 12:47:07.169000+00:00,71.0,0.0
86,2023-03-28 12:47:12.169000+00:00,71.0,0.0
87,2023-03-28 12:47:17.169000+00:00,72.0,0.0
88,2023-03-28 12:47:22.169000+00:00,72.0,0.0
89,2023-03-28 12:47:27.169000+00:00,73.0,0.0
90,2023-03-28 12:47:32.169000+00:00,74.0,0.0
91,2023-03-28 12:47:37.169000+00:00,74.0,0.0
92,2023-03-28 12:47:42.169000+00:00,75.0,0.0
93,2023-03-28 12:47:47.169000+00:00,75.0,0.0
94,2023-03-28 12:47:52.169000+00:00,76.0,0.0
95,2023-03-28 12:47:57.169000+00:00,76.0,0.0
96,2023-03-28 12:48:02.169000+00:00,77.0,0.0
97,2023-03-28 12:48:07.169000+00:00,77.0,0.0
98,2023-03-28 12:48:12.169000+00:00,78.0,0.0
99,2023-03-28 12:48:17.169000+00:00,78.0,0.0
100,2023-03-28 12:48:22.169000+00:00,79.0,0.0
101,2023-03-28 12:48:27.169000+00:00,79.0,0.0
102,2023-03-28 12:48:32.169000+00:00,80.0,0.0
103,2023-03-28 12:48:37.169000+00:00,81.0,0.0
104,2023-03-28 12:48:42.169000+00:00,81.0,0.0
105,2023-03-28 12:48:47.169000+00:00,82.0,0.0
106,2023-03-28 12:48:52.169000+00:00,83.0,0.0
107,2023-03-28 12:48:57.169000+00:00,83.0,0.0
108,2023-03-28 12:49:02.169000+00:00,84.0,0.0
109,2023-03-28 12:49:07.169000+00:00,84.0,0.0
110,2023-03-28 12:49:12.169000+00:00,85.0,0.0
111,2023-03-28 12:49:17.169000+00:00,85.0,0.0
112,2023-03-28 12:49:22.169000+00:00,86.0,0.0
113,2023-03-28 12:49:27.169000+00:00,86.0,0.0
114,2023-03-28 12:49:32.169000+00:00,87.0,0.0
115,2023-03-28 12:49:37.169000+00:00,87.0,0.0
116,2023-03-28 12:49:42.169000+00:00,88.0,0.0
117,2023-03-28 12:49:47.169000+00:00,88.0,0.0
118,2023-03-28 12:49:52.169000+00:00,89.0,0.0
119,2023-03-28 12:49:57.169000+00:00,89.0,0.0
120,2023-03-28 12:50:02.169000+00:00,90.0,0.0
121,2023-03-28 12:50:07.169000+00:00,90.0,0.0
122,2023-03-28 12:50:12.169000+00:00,91.0,0.0
123,2023-03-28 12:50:17.169000+00:00,91.0,0.0
124,2023-03-28 12:50:22.169000+00:00,92.0,0.0
125,2023-03-28 12:50:27.169000+00:00,92.0,0.0
126,2023-03-28 12:50:32.169000+00:00,93.0,0.0
127,2023-03-28 12:50:37.169000+00:00,93.0,0.0
128,2023-03-28 12:50:42.169000+00:00,94.0,0.0
129,2023-03-28 12:50:47.169000+00:00,94.0,0.0
130,2023-03-28 12:50:52.169000+00:00,95.0,0.0
131,2023-03-28 12:50:57.169000+00:00,95.0,0.0
132,2023-03-28 12:51:02.169000+00:00,96.0,0.0
133,2023-03-28 12:51:07.169000+00:00,96.0,0.0
134,2023-03-28 12:51:12.169000+00:00,97.0,0.0
135,2023-03-28 12:51:17.169000+00:00,97.0,0.0
136,2023-03-28 12:51:22.169000+00:00,98.0,0.0
137,2023-03-28 12:51:27.169000+00:00,98.0,0.0
138,2023-03-28 12:51:32.169000+00:00,99.0,0.0
139,2023-03-28 12:51:37.169000+00:00,99.0,0.0
140,2023-03-28 12:51:42.169000+00:00,100.0,0.0
141,2023-03-28 12:51:47.169000+00:00,101.0,0.0
142,2023-03-28 12:51:52.169000+00:00,101.0,0.0
143,2023-03-28 12:51:57.169000+00:00,102.0,0.0
144,2023-03-28 12:52:02.169000+00:00,102.0,0.0
145,2023-03-28 12:52:07.169000+00:00,103.0,0.0
146,2023-03-28 12:52:12.169000+00:00,103.0,0.0
147,2023-03-28 12:52:17.169000+00:00,104.0,0.0
148,2023-03-28 12:52:22.169000+00:00,104.0,0.0
149,2023-03-28 12:52:27.169000+00:00,105.0,0.0
150,2023-03-28 12:52:32.169000+00:00,105.0,0.0
151,2023-03-28 12:52:37.169000+00:00,106.0,0.0
152,2023-03-28 12:52:42.169000+00:00,106.0,0.0
153,2023-03-28 12:52:47.169000+00:00,107.0,0.0
154,2023-03-28 12:52:52.169000+00:00,107.0,0.0
155,2023-03-28 12:52:57.169000+00:00,108.0,0.0
156,2023-03-28 12:53:02.169000+00:00,108.0,0.0
157,2023-03-28 12:53:07.169000+00:00,110.0,0.0
158,2023-03-28 12:53:12.169000+00:00,110.0,0.0
159,2023-03-28 12:53:17.169000+00:00,111.0,0.0
160,2023-03-28 12:53:22.169000+00:00,111.0,0.0
161,2023-03-28 12:53:27.169000+00:00,112.0,0.0
162,2023-03-28 12:53:32.169000+00:00,112.0,0.0
163,2023-03-28 12:53:37.169000+00:00,113.0,0.0
164,2023-03-28 12:53:42.169000+00:00,113.0,0.0
165,2023-03-28 12:53:47.169000+00:00,114.0,0.0
166,2023-03-28 12:53:52.169000+00:00,114.0,0.0
167,2023-03-28 12:53:57.169000+00:00,115.0,0.0
168,2023-03-28 12:54:02.169000+00:00,115.0,0.0
169,2023-03-28 12:54:07.169000+00:00,116.0,0.0
170,2023-03-28 12:54:12.169000+00:00,116.0,0.0
171,2023-03-28 12:54:17.169000+00:00,117.0,0.0
172,2023-03-28 12:54:22.169000+00:00,117.0,0.0
173,2023-03-28 12:54:27.169000+00:00,118.0,0.0
174,2023-03-28 12:54:32.169000+00:00,118.0,0.0
175,2023-03-28 12:54:37.169000+00:00,119.0,0.0
176,2023-03-28 12:54:42.169000+00:00,119.0,0.0
177,2023-03-28 12:54:47.169000+00:00,120.0,0.0
178,2023-03-28 12:54:52.169000+00:00,121.0,0.0
179,2023-03-28 12:54:57.169000+00:00,121.0,0.0
180,2023-03-28 12:55:02.169000+00:00,122.0,0.0
181,2023-03-28 12:55:07.169000+00:00,122.0,0.0
182,2023-03-28 12:55:12.169000+00:00,123.0,0.0
183,2023-03-28 12:55:17.169000+00:00,123.0,0.0
184,2023-03-28 12:55:22.169000+00:00,124.0,0.0
185,2023-03-28 12:55:27.169000+00:00,124.0,0.0
186,2023-03-28 12:55:32.169000+00:00,125.0,0.0
187,2023-03-28 12:55:37.169000+00:00,125.0,0.0
188,2023-03-28 12:55:42.169000+00:00,126.0,0.0
189,2023-03-28 12:55:47.169000+00:00,126.0,0.0
190,2023-03-28 12:55:52.169000+00:00,127.0,0.0
191,2023-03-28 12:55:57.169000+00:00,127.0,0.0
192,2023-03-28 12:56:02.169000+00:00,128.0,0.0
193,2023-03-28 12:56:07.169000+00:00,128.0,0.0
194,2023-03-28 12:56:12.169000+00:00,129.0,0.0
195,2023-03-28 12:56:17.169000+00:00,129.0,0.0
196,2023-03-28 12:56:22.169000+00:00,130.0,0.0
197,2023-03-28 12:56:27.169000+00:00,131.0,0.0
198,2023-03-28 12:56:32.169000+00:00,131.0,0.0
199,2023-03-28 12:56:37.169000+00:00,132.0,0.0
200,2023-03-28 12:56:42.169000+00:00,132.0,0.0
201,2023-03-28 12:56:47.169000+00:00,133.0,0.0
202,2023-03-28 12:56:52.169000+00:00,133.0,0.0
203,2023-03-28 12:56:57.169000+00:00,134.0,0.0
204,2023-03-28 12:57:02.169000+00:00,134.0,0.0
205,2023-03-28 12:57:07.169000+00:00,135.0,0.0
206,2023-03-28 12:57:12.169000+00:00,135.0,0.0
207,2023-03-28 12:57:17.169000+00:00,136.0,0.0
208,2023-03-28 12:57:22.169000+00:00,136.0,0.0
209,2023-03-28 12:57:27.169000+00:00,137.0,0.0
