Unnamed: 0,timestamp,rt_catalogue_get_mongo_categories_count,rt_catalogue_get_mongo_categories_sum,rt_catalogue_get_mongo_products_count,rt_catalogue_get_mongo_products_sum,rt_catalogue_get_mongo_productscat_count,rt_catalogue_get_mongo_productscat_sum,rt_catalogue_get_mongo_productsku_count,rt_catalogue_get_mongo_productsku_sum,rt_catalogue_get_mongo_search_count,rt_catalogue_get_mongo_search_sum,rt_user_get_mongo_checkid_count,rt_user_get_mongo_checkid_sum,rt_user_get_mongo_history_count,rt_user_get_mongo_history_sum,rt_user_get_mongo_users_count,rt_user_get_mongo_users_sum,rt_user_post_mongo_login_count,rt_user_post_mongo_login_sum,rt_user_post_mongo_order_count,rt_user_post_mongo_order_sum,rt_user_post_mongo_register_count,rt_user_post_mongo_register_sum
0,2023-03-28 12:40:02.678000+00:00,104.0,,104.0,,0.0,,459.0,,0.0,,23.0,,83.0,,0.0,,114.0,,18.0,,105.0,
1,2023-03-28 12:40:07.678000+00:00,105.0,1.0,105.0,1.0,0.0,0.0,464.0,0.0,0.0,0.0,24.0,1.0,86.0,3.0,0.0,0.0,114.0,0.0,19.0,1.0,107.0,2.0
2,2023-03-28 12:40:12.678000+00:00,106.0,1.0,106.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,24.0,0.0,87.0,0.0,0.0,0.0,115.0,0.0,19.0,0.0,107.0,0.0
3,2023-03-28 12:40:17.678000+00:00,108.0,1.0,108.0,1.0,0.0,0.0,479.0,0.0,0.0,0.0,26.0,2.0,89.0,4.0,0.0,0.0,116.0,1.0,19.0,0.0,109.0,2.0
4,2023-03-28 12:40:22.678000+00:00,110.0,2.0,110.0,1.0,0.0,0.0,486.0,0.0,0.0,0.0,26.0,0.0,91.0,0.0,0.0,0.0,117.0,1.0,20.0,0.0,112.0,2.0
5,2023-03-28 12:40:27.678000+00:00,110.0,0.0,110.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,27.0,0.0,93.0,2.0,0.0,0.0,117.0,0.0,20.0,0.0,114.0,2.0
6,2023-03-28 12:40:32.678000+00:00,112.0,4.0,112.0,2.0,0.0,0.0,495.0,1.0,0.0,0.0,27.0,0.0,94.0,0.0,0.0,0.0,117.0,0.0,21.0,1.0,119.0,5.0
7,2023-03-28 12:40:37.678000+00:00,112.0,0.0,112.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,28.0,0.0,95.0,1.0,0.0,0.0,119.0,2.0,21.0,0.0,123.0,4.0
8,2023-03-28 12:40:42.678000+00:00,113.0,1.0,113.0,1.0,0.0,0.0,500.0,0.0,0.0,0.0,28.0,0.0,95.0,0.0,0.0,0.0,119.0,0.0,22.0,1.0,124.0,1.0
9,2023-03-28 12:40:47.678000+00:00,115.0,1.0,115.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,29.0,1.0,95.0,0.0,0.0,0.0,119.0,0.0,22.0,0.0,127.0,2.0
10,2023-03-28 12:40:52.678000+00:00,115.0,0.0,115.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,29.0,0.0,98.0,0.0,0.0,0.0,121.0,1.0,23.0,1.0,127.0,0.0
11,2023-03-28 12:40:57.678000+00:00,117.0,2.0,117.0,2.0,0.0,0.0,518.0,3.0,0.0,0.0,30.0,1.0,99.0,1.0,0.0,0.0,124.0,3.0,23.0,0.0,129.0,1.0
12,2023-03-28 12:41:02.678000+00:00,117.0,0.0,117.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,31.0,1.0,100.0,0.0,0.0,0.0,128.0,1.0,23.0,0.0,132.0,3.0
13,2023-03-28 12:41:07.678000+00:00,117.0,0.0,117.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,128.0,0.0,24.0,1.0,133.0,0.0
14,2023-03-28 12:41:12.678000+00:00,118.0,1.0,118.0,1.0,0.0,0.0,523.0,0.0,0.0,0.0,32.0,1.0,100.0,0.0,0.0,0.0,131.0,6.0,24.0,0.0,133.0,0.0
15,2023-03-28 12:41:17.678000+00:00,119.0,1.0,119.0,1.0,0.0,0.0,528.0,3.0,0.0,0.0,33.0,1.0,101.0,1.0,0.0,0.0,134.0,2.0,24.0,0.0,134.0,1.0
16,2023-03-28 12:41:22.678000+00:00,120.0,1.0,120.0,1.0,0.0,0.0,532.0,0.0,0.0,0.0,33.0,0.0,102.0,1.0,0.0,0.0,137.0,3.0,25.0,1.0,135.0,1.0
17,2023-03-28 12:41:27.678000+00:00,122.0,0.0,122.0,0.0,0.0,0.0,540.0,2.0,0.0,0.0,34.0,1.0,104.0,2.0,0.0,0.0,139.0,2.0,25.0,0.0,137.0,1.0
18,2023-03-28 12:41:32.678000+00:00,123.0,0.0,123.0,1.0,0.0,0.0,544.0,0.0,0.0,0.0,34.0,0.0,104.0,0.0,0.0,0.0,140.0,1.0,26.0,1.0,137.0,0.0
19,2023-03-28 12:41:37.678000+00:00,127.0,4.0,127.0,3.0,0.0,0.0,562.0,5.0,0.0,0.0,35.0,0.0,106.0,2.0,0.0,0.0,144.0,4.0,26.0,0.0,138.0,1.0
20,2023-03-28 12:41:42.678000+00:00,130.0,1.0,130.0,3.0,0.0,0.0,575.0,0.0,0.0,0.0,35.0,0.0,107.0,1.0,0.0,0.0,145.0,1.0,27.0,1.0,139.0,1.0
21,2023-03-28 12:41:47.678000+00:00,134.0,2.0,134.0,1.0,0.0,0.0,594.0,2.0,0.0,0.0,36.0,0.0,108.0,1.0,0.0,0.0,146.0,1.0,27.0,0.0,139.0,0.0
22,2023-03-28 12:41:52.678000+00:00,137.0,2.0,137.0,0.0,0.0,0.0,607.0,1.0,0.0,0.0,36.0,0.0,108.0,0.0,0.0,0.0,148.0,2.0,28.0,0.0,139.0,0.0
23,2023-03-28 12:41:57.678000+00:00,139.0,0.0,139.0,1.0,0.0,0.0,617.0,0.0,0.0,0.0,38.0,2.0,109.0,0.0,0.0,0.0,148.0,0.0,28.0,0.0,140.0,1.0
24,2023-03-28 12:42:02.678000+00:00,139.0,0.0,139.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,38.0,0.0,112.0,2.0,0.0,0.0,149.0,1.0,29.0,1.0,142.0,2.0
25,2023-03-28 12:42:07.678000+00:00,139.0,0.0,139.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,39.0,0.0,114.0,2.0,0.0,0.0,149.0,0.0,29.0,0.0,144.0,1.0
26,2023-03-28 12:42:12.678000+00:00,141.0,0.0,141.0,1.0,0.0,0.0,627.0,1.0,0.0,0.0,39.0,0.0,117.0,0.0,0.0,0.0,150.0,0.0,30.0,0.0,145.0,1.0
27,2023-03-28 12:42:17.678000+00:00,145.0,1.0,145.0,2.0,0.0,0.0,647.0,0.0,0.0,0.0,40.0,0.0,120.0,3.0,0.0,0.0,151.0,1.0,30.0,0.0,145.0,0.0
28,2023-03-28 12:42:22.678000+00:00,148.0,1.0,148.0,1.0,0.0,0.0,661.0,1.0,0.0,0.0,40.0,0.0,122.0,4.0,0.0,0.0,151.0,0.0,31.0,2.0,146.0,0.0
29,2023-03-28 12:42:27.678000+00:00,148.0,0.0,148.0,0.0,0.0,0.0,661.0,0.0,0.0,0.0,41.0,1.0,124.0,2.0,0.0,0.0,152.0,1.0,31.0,0.0,147.0,0.0
30,2023-03-28 12:42:32.678000+00:00,149.0,0.0,149.0,1.0,0.0,0.0,665.0,0.0,0.0,0.0,41.0,0.0,124.0,0.0,0.0,0.0,153.0,1.0,32.0,1.0,147.0,0.0
31,2023-03-28 12:42:37.678000+00:00,149.0,0.0,149.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,42.0,3.0,125.0,0.0,0.0,0.0,154.0,0.0,32.0,0.0,151.0,3.0
32,2023-03-28 12:42:42.678000+00:00,149.0,0.0,149.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,42.0,0.0,125.0,0.0,0.0,0.0,155.0,1.0,33.0,1.0,153.0,2.0
33,2023-03-28 12:42:47.678000+00:00,150.0,1.0,150.0,0.0,0.0,0.0,669.0,1.0,0.0,0.0,43.0,1.0,126.0,1.0,0.0,0.0,157.0,2.0,33.0,0.0,157.0,2.0
34,2023-03-28 12:42:52.678000+00:00,150.0,0.0,150.0,0.0,0.0,0.0,669.0,0.0,0.0,0.0,43.0,0.0,128.0,1.0,0.0,0.0,158.0,0.0,34.0,1.0,158.0,0.0
35,2023-03-28 12:42:57.678000+00:00,151.0,1.0,151.0,1.0,0.0,0.0,674.0,1.0,0.0,0.0,44.0,1.0,131.0,6.0,0.0,0.0,158.0,0.0,34.0,0.0,159.0,1.0
36,2023-03-28 12:43:02.678000+00:00,153.0,1.0,153.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,44.0,0.0,133.0,1.0,0.0,0.0,158.0,0.0,35.0,1.0,162.0,3.0
37,2023-03-28 12:43:07.678000+00:00,153.0,0.0,153.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,45.0,1.0,133.0,0.0,0.0,0.0,161.0,1.0,35.0,0.0,162.0,0.0
38,2023-03-28 12:43:12.678000+00:00,155.0,1.0,155.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,45.0,0.0,133.0,0.0,0.0,0.0,162.0,1.0,36.0,0.0,162.0,0.0
39,2023-03-28 12:43:17.678000+00:00,157.0,0.0,157.0,2.0,0.0,0.0,702.0,1.0,0.0,0.0,46.0,1.0,133.0,0.0,0.0,0.0,166.0,3.0,36.0,0.0,164.0,1.0
40,2023-03-28 12:43:22.678000+00:00,157.0,0.0,157.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,46.0,0.0,136.0,2.0,0.0,0.0,169.0,2.0,37.0,1.0,167.0,0.0
41,2023-03-28 12:43:27.678000+00:00,158.0,0.0,158.0,1.0,0.0,0.0,707.0,0.0,0.0,0.0,47.0,1.0,137.0,1.0,0.0,0.0,172.0,2.0,37.0,0.0,169.0,2.0
42,2023-03-28 12:43:32.678000+00:00,158.0,0.0,158.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,47.0,0.0,140.0,3.0,0.0,0.0,172.0,0.0,38.0,1.0,169.0,0.0
43,2023-03-28 12:43:37.678000+00:00,159.0,0.0,159.0,1.0,0.0,0.0,712.0,1.0,0.0,0.0,48.0,1.0,142.0,0.0,0.0,0.0,172.0,0.0,38.0,0.0,169.0,0.0
44,2023-03-28 12:43:42.678000+00:00,161.0,0.0,161.0,2.0,0.0,0.0,721.0,0.0,0.0,0.0,48.0,0.0,146.0,1.0,0.0,0.0,173.0,1.0,39.0,0.0,170.0,0.0
45,2023-03-28 12:43:47.678000+00:00,163.0,0.0,163.0,1.0,0.0,0.0,730.0,0.0,0.0,0.0,49.0,0.0,146.0,0.0,0.0,0.0,174.0,0.0,39.0,0.0,171.0,1.0
46,2023-03-28 12:43:52.678000+00:00,165.0,1.0,165.0,2.0,0.0,0.0,739.0,0.0,0.0,0.0,49.0,0.0,147.0,1.0,0.0,0.0,174.0,0.0,40.0,1.0,171.0,0.0
47,2023-03-28 12:43:57.678000+00:00,166.0,0.0,166.0,1.0,0.0,0.0,744.0,0.0,0.0,0.0,50.0,1.0,149.0,2.0,0.0,0.0,175.0,1.0,40.0,0.0,173.0,1.0
48,2023-03-28 12:44:02.678000+00:00,167.0,1.0,167.0,1.0,0.0,0.0,748.0,1.0,0.0,0.0,51.0,1.0,150.0,0.0,0.0,0.0,177.0,2.0,40.0,0.0,175.0,2.0
49,2023-03-28 12:44:07.678000+00:00,168.0,1.0,168.0,3.0,0.0,0.0,754.0,0.0,0.0,0.0,52.0,1.0,151.0,1.0,0.0,0.0,178.0,1.0,41.0,1.0,176.0,0.0
50,2023-03-28 12:44:12.678000+00:00,168.0,0.0,168.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,52.0,0.0,151.0,0.0,0.0,0.0,180.0,1.0,41.0,0.0,179.0,1.0
51,2023-03-28 12:44:17.678000+00:00,168.0,0.0,168.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,53.0,0.0,151.0,0.0,0.0,0.0,180.0,0.0,42.0,0.0,180.0,1.0
52,2023-03-28 12:44:22.678000+00:00,169.0,0.0,169.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,53.0,0.0,152.0,0.0,0.0,0.0,180.0,0.0,42.0,0.0,181.0,1.0
53,2023-03-28 12:44:27.678000+00:00,170.0,1.0,170.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,54.0,1.0,153.0,1.0,0.0,0.0,181.0,1.0,43.0,1.0,182.0,0.0
54,2023-03-28 12:44:32.678000+00:00,170.0,0.0,170.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,54.0,0.0,154.0,0.0,0.0,0.0,183.0,1.0,43.0,0.0,186.0,1.0
55,2023-03-28 12:44:37.678000+00:00,174.0,2.0,174.0,2.0,0.0,0.0,780.0,3.0,0.0,0.0,55.0,0.0,154.0,0.0,0.0,0.0,185.0,2.0,44.0,0.0,186.0,0.0
56,2023-03-28 12:44:42.678000+00:00,174.0,0.0,174.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,55.0,0.0,155.0,1.0,0.0,0.0,187.0,1.0,44.0,0.0,187.0,0.0
57,2023-03-28 12:44:47.678000+00:00,174.0,0.0,174.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,57.0,2.0,156.0,1.0,0.0,0.0,188.0,0.0,44.0,0.0,188.0,1.0
58,2023-03-28 12:44:52.678000+00:00,175.0,1.0,175.0,0.0,0.0,0.0,785.0,0.0,0.0,0.0,57.0,0.0,157.0,0.0,0.0,0.0,189.0,1.0,45.0,1.0,189.0,0.0
59,2023-03-28 12:44:57.678000+00:00,176.0,0.0,176.0,1.0,0.0,0.0,790.0,1.0,0.0,0.0,58.0,1.0,159.0,0.0,0.0,0.0,192.0,12.0,45.0,0.0,189.0,0.0
60,2023-03-28 12:45:02.678000+00:00,177.0,1.0,177.0,0.0,0.0,0.0,795.0,0.0,0.0,0.0,58.0,0.0,159.0,0.0,0.0,0.0,192.0,0.0,46.0,1.0,189.0,0.0
61,2023-03-28 12:45:07.678000+00:00,180.0,1.0,180.0,1.0,0.0,0.0,807.0,0.0,0.0,0.0,59.0,1.0,159.0,0.0,0.0,0.0,194.0,2.0,46.0,0.0,190.0,1.0
62,2023-03-28 12:45:12.678000+00:00,182.0,1.0,182.0,1.0,0.0,0.0,817.0,0.0,0.0,0.0,59.0,0.0,162.0,2.0,0.0,0.0,195.0,1.0,47.0,1.0,191.0,0.0
63,2023-03-28 12:45:17.678000+00:00,183.0,1.0,183.0,1.0,0.0,0.0,822.0,0.0,0.0,0.0,60.0,1.0,165.0,2.0,0.0,0.0,196.0,1.0,47.0,0.0,192.0,1.0
64,2023-03-28 12:45:22.678000+00:00,184.0,1.0,184.0,0.0,0.0,0.0,827.0,0.0,0.0,0.0,60.0,0.0,168.0,2.0,0.0,0.0,197.0,1.0,48.0,1.0,192.0,0.0
