timestamp,container_fs_usage_bytes,container_memory_rss,container_memory_usage_bytes,container_memory_working_set_bytes,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_fs_io_time_seconds_total,container_memory_failures_total,container_memory_failcnt,container_fs_write_seconds_total
2023-03-28 12:40:03.680000+00:00,151552.0,136527872.0,187957248.0,175280128.0,13.27,0.641513867,31.45,40433.0,0.0,0.0,331.0,33847.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:08.566000+00:00,151552.0,136527872.0,187957248.0,175099904.0,13.28,0.641835442,31.46,41356.0,0.0,0.0,336.0,34784.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:13.755000+00:00,151552.0,136404992.0,187834368.0,175157248.0,13.3,0.642114037,31.48,41488.0,0.0,0.0,338.0,34932.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:19.460000+00:00,151552.0,136404992.0,187834368.0,176328704.0,13.92,0.644401015,32.5,43159.0,0.0,0.0,347.0,36639.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:24.772000+00:00,151552.0,136404992.0,188051456.0,175357952.0,13.93,0.644715967,32.52,43229.0,0.0,0.0,348.0,36639.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:29.403000+00:00,151552.0,136404992.0,188051456.0,175357952.0,13.94,0.645027105,32.53,43229.0,0.0,0.0,348.0,36639.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:34.185000+00:00,151552.0,136572928.0,188133376.0,175456256.0,13.94,0.645339118,32.53,44363.0,0.0,0.0,355.0,37787.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:38.589000+00:00,151552.0,136609792.0,188174336.0,175460352.0,13.97,0.646160337,32.56,45361.0,0.0,0.0,361.0,38807.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:44.298000+00:00,151552.0,136425472.0,187858944.0,175144960.0,13.98,0.646481635,32.58,45427.0,0.0,0.0,362.0,38881.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:49.183000+00:00,151552.0,136425472.0,187854848.0,175140864.0,13.99,0.6467833,32.58,46391.0,0.0,0.0,368.0,39867.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:54.422000+00:00,151552.0,136433664.0,187994112.0,175280128.0,14.0,0.64710758,32.6,46391.0,0.0,0.0,368.0,39867.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0
2023-03-28 12:40:59.191000+00:00,151552.0,136433664.0,187527168.0,174813184.0,14.03,0.647423668,32.63,47320.0,0.0,0.0,374.0,40818.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:03.784000+00:00,151552.0,135995392.0,187658240.0,174944256.0,14.04,0.647726417,32.66,48251.0,0.0,0.0,379.0,41763.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:09.622000+00:00,151552.0,136056832.0,187486208.0,174772224.0,14.04,0.648052422,32.67,48325.0,0.0,0.0,380.0,41829.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:14.006000+00:00,151552.0,136118272.0,187678720.0,174964736.0,14.05,0.648390537,32.68,49351.0,0.0,0.0,386.0,42893.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:18.333000+00:00,151552.0,136118272.0,187584512.0,174870528.0,14.07,0.648390537,32.68,50386.0,0.0,0.0,392.0,43835.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:24.234000+00:00,151552.0,136171520.0,187719680.0,175005696.0,14.75,0.648891089,33.59,50386.0,0.0,0.0,392.0,43835.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:28.047000+00:00,151552.0,136171520.0,187719680.0,175005696.0,14.76,0.649245935,33.59,50386.0,0.0,0.0,392.0,43835.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0
2023-03-28 12:41:34.619000+00:00,151552.0,136265728.0,187826176.0,175112192.0,14.76,0.649562369,33.59,51526.0,0.0,0.0,398.0,44997.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0
