Unnamed: 0,timestamp,rt_cart_delete_redis_count,rt_cart_delete_redis_sum,rt_cart_get_redis_count,rt_cart_get_redis_sum,rt_cart_post_redis_count,rt_cart_post_redis_sum,rt_user_get_redis_count,rt_user_get_redis_sum
0,2023-03-29 01:15:00.408000+00:00,0.0,,54.0,,39.0,,,
1,2023-03-29 01:15:05.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
2,2023-03-29 01:15:10.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
3,2023-03-29 01:15:15.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
4,2023-03-29 01:15:20.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
5,2023-03-29 01:15:25.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
6,2023-03-29 01:15:30.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
7,2023-03-29 01:15:35.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
8,2023-03-29 01:15:40.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
9,2023-03-29 01:15:45.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
10,2023-03-29 01:15:50.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
11,2023-03-29 01:15:55.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
12,2023-03-29 01:16:00.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
13,2023-03-29 01:16:05.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
14,2023-03-29 01:16:10.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
15,2023-03-29 01:16:15.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
16,2023-03-29 01:16:20.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
17,2023-03-29 01:16:25.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
18,2023-03-29 01:16:30.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
19,2023-03-29 01:16:35.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
20,2023-03-29 01:16:40.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
21,2023-03-29 01:16:45.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
22,2023-03-29 01:16:50.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
23,2023-03-29 01:16:55.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
24,2023-03-29 01:17:00.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
25,2023-03-29 01:17:05.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
26,2023-03-29 01:17:10.408000+00:00,0.0,0.0,54.0,0.0,39.0,0.0,,
