Unnamed: 0,timestamp,rt_payment_get_user_count,rt_payment_get_user_sum,rt_payment_post_user_count,rt_payment_post_user_sum
0,2023-03-29 01:15:04.727000+00:00,0.0,,0.0,
1,2023-03-29 01:15:09.727000+00:00,0.0,0.0,0.0,0.0
2,2023-03-29 01:15:14.727000+00:00,0.0,0.0,0.0,0.0
3,2023-03-29 01:15:19.727000+00:00,0.0,0.0,0.0,0.0
4,2023-03-29 01:15:24.727000+00:00,0.0,0.0,0.0,0.0
5,2023-03-29 01:15:29.727000+00:00,0.0,0.0,0.0,0.0
6,2023-03-29 01:15:34.727000+00:00,0.0,0.0,0.0,0.0
7,2023-03-29 01:15:39.727000+00:00,0.0,0.0,0.0,0.0
8,2023-03-29 01:15:44.727000+00:00,0.0,0.0,0.0,0.0
9,2023-03-29 01:15:49.727000+00:00,0.0,0.0,0.0,0.0
10,2023-03-29 01:15:54.727000+00:00,0.0,0.0,0.0,0.0
11,2023-03-29 01:15:59.727000+00:00,0.0,0.0,0.0,0.0
12,2023-03-29 01:16:04.727000+00:00,0.0,0.0,0.0,0.0
13,2023-03-29 01:16:09.727000+00:00,0.0,0.0,0.0,0.0
14,2023-03-29 01:16:14.727000+00:00,0.0,0.0,0.0,0.0
15,2023-03-29 01:16:19.727000+00:00,0.0,0.0,0.0,0.0
16,2023-03-29 01:16:24.727000+00:00,0.0,0.0,0.0,0.0
17,2023-03-29 01:16:29.727000+00:00,0.0,0.0,0.0,0.0
18,2023-03-29 01:16:34.727000+00:00,0.0,0.0,0.0,0.0
19,2023-03-29 01:16:39.727000+00:00,0.0,0.0,0.0,0.0
20,2023-03-29 01:16:44.727000+00:00,0.0,0.0,0.0,0.0
21,2023-03-29 01:16:49.727000+00:00,0.0,0.0,0.0,0.0
22,2023-03-29 01:16:54.727000+00:00,0.0,0.0,0.0,0.0
23,2023-03-29 01:16:59.727000+00:00,0.0,0.0,0.0,0.0
24,2023-03-29 01:17:04.727000+00:00,0.0,0.0,0.0,0.0
25,2023-03-29 01:17:09.727000+00:00,0.0,0.0,0.0,0.0
26,2023-03-29 01:17:14.727000+00:00,0.0,0.0,0.0,0.0
27,2023-03-29 01:17:19.727000+00:00,0.0,0.0,0.0,0.0
28,2023-03-29 01:17:24.727000+00:00,0.0,0.0,0.0,0.0
29,2023-03-29 01:17:29.727000+00:00,0.0,0.0,0.0,0.0
30,2023-03-29 01:17:34.727000+00:00,0.0,0.0,0.0,0.0
31,2023-03-29 01:17:39.727000+00:00,0.0,0.0,0.0,0.0
32,2023-03-29 01:17:44.727000+00:00,0.0,0.0,0.0,0.0
33,2023-03-29 01:17:49.727000+00:00,0.0,0.0,0.0,0.0
34,2023-03-29 01:17:54.727000+00:00,0.0,0.0,0.0,0.0
35,2023-03-29 01:17:59.727000+00:00,0.0,0.0,0.0,0.0
36,2023-03-29 01:18:04.727000+00:00,0.0,0.0,0.0,0.0
37,2023-03-29 01:18:09.727000+00:00,0.0,0.0,0.0,0.0
38,2023-03-29 01:18:14.727000+00:00,0.0,0.0,0.0,0.0
39,2023-03-29 01:18:19.727000+00:00,0.0,0.0,0.0,0.0
40,2023-03-29 01:18:24.727000+00:00,0.0,0.0,0.0,0.0
41,2023-03-29 01:18:29.727000+00:00,0.0,0.0,0.0,0.0
42,2023-03-29 01:18:34.727000+00:00,0.0,0.0,0.0,0.0
43,2023-03-29 01:18:39.727000+00:00,0.0,0.0,0.0,0.0
44,2023-03-29 01:18:44.727000+00:00,0.0,0.0,0.0,0.0
45,2023-03-29 01:18:49.727000+00:00,0.0,0.0,0.0,0.0
46,2023-03-29 01:18:54.727000+00:00,0.0,0.0,0.0,0.0
47,2023-03-29 01:18:59.727000+00:00,0.0,0.0,0.0,0.0
48,2023-03-29 01:19:04.727000+00:00,0.0,0.0,0.0,0.0
49,2023-03-29 01:19:09.727000+00:00,0.0,0.0,0.0,0.0
50,2023-03-29 01:19:14.727000+00:00,0.0,0.0,0.0,0.0
51,2023-03-29 01:19:19.727000+00:00,0.0,0.0,0.0,0.0
52,2023-03-29 01:19:24.727000+00:00,0.0,0.0,0.0,0.0
53,2023-03-29 01:19:29.727000+00:00,0.0,0.0,0.0,0.0
54,2023-03-29 01:19:34.727000+00:00,0.0,0.0,0.0,0.0
55,2023-03-29 01:19:39.727000+00:00,0.0,0.0,0.0,0.0
56,2023-03-29 01:19:44.727000+00:00,0.0,0.0,0.0,0.0
57,2023-03-29 01:19:49.727000+00:00,0.0,0.0,0.0,0.0
58,2023-03-29 01:19:54.727000+00:00,0.0,0.0,0.0,0.0
59,2023-03-29 01:19:59.727000+00:00,0.0,0.0,0.0,0.0
60,2023-03-29 01:20:04.727000+00:00,0.0,0.0,0.0,0.0
61,2023-03-29 01:20:09.727000+00:00,0.0,0.0,0.0,0.0
62,2023-03-29 01:20:14.727000+00:00,0.0,0.0,0.0,0.0
63,2023-03-29 01:20:19.727000+00:00,0.0,0.0,0.0,0.0
64,2023-03-29 01:20:24.727000+00:00,0.0,0.0,0.0,0.0
65,2023-03-29 01:20:29.727000+00:00,0.0,0.0,0.0,0.0
66,2023-03-29 01:20:34.727000+00:00,0.0,0.0,0.0,0.0
