Unnamed: 0,timestamp,rt_web_get_ratings_count,rt_web_get_ratings_sum
0,2023-03-29 01:15:00.514000+00:00,0.0,
1,2023-03-29 01:15:05.514000+00:00,0.0,0.0
2,2023-03-29 01:15:10.514000+00:00,0.0,0.0
3,2023-03-29 01:15:15.514000+00:00,0.0,0.0
4,2023-03-29 01:15:20.514000+00:00,0.0,0.0
5,2023-03-29 01:15:25.514000+00:00,0.0,0.0
6,2023-03-29 01:15:30.514000+00:00,0.0,0.0
7,2023-03-29 01:15:35.514000+00:00,0.0,0.0
8,2023-03-29 01:15:40.514000+00:00,0.0,0.0
9,2023-03-29 01:15:45.514000+00:00,0.0,0.0
10,2023-03-29 01:15:50.514000+00:00,0.0,0.0
11,2023-03-29 01:15:55.514000+00:00,0.0,0.0
12,2023-03-29 01:16:00.514000+00:00,0.0,0.0
13,2023-03-29 01:16:05.514000+00:00,0.0,0.0
14,2023-03-29 01:16:10.514000+00:00,0.0,0.0
15,2023-03-29 01:16:15.514000+00:00,0.0,0.0
16,2023-03-29 01:16:20.514000+00:00,0.0,0.0
17,2023-03-29 01:16:25.514000+00:00,0.0,0.0
18,2023-03-29 01:16:30.514000+00:00,0.0,0.0
19,2023-03-29 01:16:35.514000+00:00,0.0,0.0
20,2023-03-29 01:16:40.514000+00:00,0.0,0.0
21,2023-03-29 01:16:45.514000+00:00,0.0,0.0
22,2023-03-29 01:16:50.514000+00:00,0.0,0.0
23,2023-03-29 01:16:55.514000+00:00,0.0,0.0
24,2023-03-29 01:17:00.514000+00:00,0.0,0.0
25,2023-03-29 01:17:05.514000+00:00,0.0,0.0
26,2023-03-29 01:17:10.514000+00:00,0.0,0.0
27,2023-03-29 01:17:15.514000+00:00,0.0,0.0
28,2023-03-29 01:17:20.514000+00:00,0.0,0.0
29,2023-03-29 01:17:25.514000+00:00,0.0,0.0
30,2023-03-29 01:17:30.514000+00:00,0.0,0.0
31,2023-03-29 01:17:35.514000+00:00,0.0,0.0
32,2023-03-29 01:17:40.514000+00:00,0.0,0.0
33,2023-03-29 01:17:45.514000+00:00,0.0,0.0
34,2023-03-29 01:17:50.514000+00:00,0.0,0.0
35,2023-03-29 01:17:55.514000+00:00,0.0,0.0
36,2023-03-29 01:18:00.514000+00:00,0.0,0.0
37,2023-03-29 01:18:05.514000+00:00,0.0,0.0
38,2023-03-29 01:18:10.514000+00:00,0.0,0.0
39,2023-03-29 01:18:15.514000+00:00,0.0,0.0
40,2023-03-29 01:18:20.514000+00:00,0.0,0.0
41,2023-03-29 01:18:25.514000+00:00,0.0,0.0
42,2023-03-29 01:18:30.514000+00:00,0.0,0.0
43,2023-03-29 01:18:35.514000+00:00,0.0,0.0
44,2023-03-29 01:18:40.514000+00:00,0.0,0.0
45,2023-03-29 01:18:45.514000+00:00,0.0,0.0
46,2023-03-29 01:18:50.514000+00:00,0.0,0.0
47,2023-03-29 01:18:55.514000+00:00,0.0,0.0
48,2023-03-29 01:19:00.514000+00:00,0.0,0.0
49,2023-03-29 01:19:05.514000+00:00,0.0,0.0
50,2023-03-29 01:19:10.514000+00:00,0.0,0.0
51,2023-03-29 01:19:15.514000+00:00,0.0,0.0
52,2023-03-29 01:19:20.514000+00:00,0.0,0.0
53,2023-03-29 01:19:25.514000+00:00,0.0,0.0
54,2023-03-29 01:19:30.514000+00:00,0.0,0.0
55,2023-03-29 01:19:35.514000+00:00,0.0,0.0
56,2023-03-29 01:19:40.514000+00:00,0.0,0.0
57,2023-03-29 01:19:45.514000+00:00,0.0,0.0
58,2023-03-29 01:19:50.514000+00:00,0.0,0.0
59,2023-03-29 01:19:55.514000+00:00,0.0,0.0
60,2023-03-29 01:20:00.514000+00:00,0.0,0.0
61,2023-03-29 01:20:05.514000+00:00,0.0,0.0
62,2023-03-29 01:20:10.514000+00:00,0.0,0.0
63,2023-03-29 01:20:15.514000+00:00,0.0,0.0
64,2023-03-29 01:20:20.514000+00:00,0.0,0.0
65,2023-03-29 01:20:25.514000+00:00,0.0,0.0
66,2023-03-29 01:20:30.514000+00:00,0.0,0.0
