timestamp,rt_ratings_put_PDO_count,rt_ratings_put_PDO_sum
2023-03-21 02:40:00.514000+00:00,3.0,
2023-03-21 02:40:05.514000+00:00,3.0,0.0
2023-03-21 02:40:10.514000+00:00,3.0,0.0
2023-03-21 02:40:15.514000+00:00,3.0,0.0
2023-03-21 02:40:20.514000+00:00,3.0,0.0
2023-03-21 02:40:25.514000+00:00,3.0,0.0
2023-03-21 02:40:30.514000+00:00,3.0,0.0
2023-03-21 02:40:35.514000+00:00,3.0,0.0
2023-03-21 02:40:40.514000+00:00,3.0,0.0
2023-03-21 02:40:45.514000+00:00,3.0,0.0
2023-03-21 02:40:50.514000+00:00,3.0,0.0
2023-03-21 02:40:55.514000+00:00,3.0,0.0
2023-03-21 02:41:00.514000+00:00,3.0,0.0
2023-03-21 02:41:05.514000+00:00,3.0,0.0
2023-03-21 02:41:10.514000+00:00,3.0,0.0
2023-03-21 02:41:15.514000+00:00,3.0,0.0
2023-03-21 02:41:20.514000+00:00,3.0,0.0
2023-03-21 02:41:25.514000+00:00,3.0,0.0
2023-03-21 02:41:30.514000+00:00,3.0,0.0
2023-03-21 02:41:35.514000+00:00,3.0,0.0
2023-03-21 02:41:40.514000+00:00,3.0,0.0
2023-03-21 02:41:45.514000+00:00,3.0,0.0
2023-03-21 02:41:50.514000+00:00,3.0,0.0
2023-03-21 02:41:55.514000+00:00,3.0,0.0
2023-03-21 02:42:00.514000+00:00,3.0,0.0
2023-03-21 02:42:05.514000+00:00,3.0,0.0
2023-03-21 02:42:10.514000+00:00,3.0,0.0
2023-03-21 02:42:15.514000+00:00,3.0,0.0
2023-03-21 02:42:20.514000+00:00,3.0,0.0
2023-03-21 02:42:25.514000+00:00,3.0,0.0
2023-03-21 02:42:30.514000+00:00,3.0,0.0
2023-03-21 02:42:35.514000+00:00,3.0,0.0
2023-03-21 02:42:40.514000+00:00,3.0,0.0
2023-03-21 02:42:45.514000+00:00,3.0,0.0
2023-03-21 02:42:50.514000+00:00,3.0,0.0
2023-03-21 02:42:55.514000+00:00,3.0,0.0
2023-03-21 02:43:00.514000+00:00,3.0,0.0
2023-03-21 02:43:05.514000+00:00,3.0,0.0
2023-03-21 02:43:10.514000+00:00,3.0,0.0
2023-03-21 02:43:15.514000+00:00,3.0,0.0
2023-03-21 02:43:20.514000+00:00,3.0,0.0
2023-03-21 02:43:25.514000+00:00,3.0,0.0
2023-03-21 02:43:30.514000+00:00,3.0,0.0
2023-03-21 02:43:35.514000+00:00,3.0,0.0
2023-03-21 02:43:40.514000+00:00,3.0,0.0
2023-03-21 02:43:45.514000+00:00,3.0,0.0
2023-03-21 02:43:50.514000+00:00,3.0,0.0
2023-03-21 02:43:55.514000+00:00,3.0,0.0
2023-03-21 02:44:00.514000+00:00,3.0,0.0
2023-03-21 02:44:05.514000+00:00,3.0,0.0
2023-03-21 02:44:10.514000+00:00,3.0,0.0
2023-03-21 02:44:15.514000+00:00,3.0,0.0
2023-03-21 02:44:20.514000+00:00,3.0,0.0
2023-03-21 02:44:25.514000+00:00,3.0,0.0
2023-03-21 02:44:30.514000+00:00,3.0,0.0
2023-03-21 02:44:35.514000+00:00,3.0,0.0
2023-03-21 02:44:40.514000+00:00,3.0,0.0
