timestamp,rt_web_get_shipping_calcid_seconds_count,rt_web_get_shipping_calcid_seconds_sum,rt_web_get_shipping_code_seconds_count,rt_web_get_shipping_code_seconds_sum,rt_web_get_shipping_postconfirm_seconds_count,rt_web_get_shipping_postconfirm_seconds_sum
2023-03-21 02:40:04.729000+00:00,12.0,,12.0,,8.0,
2023-03-21 02:40:09.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:14.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:19.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:24.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:29.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:34.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:39.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:44.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:49.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:54.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:40:59.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:04.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:09.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:14.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:19.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:24.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:29.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:34.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:39.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:44.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:49.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:54.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:41:59.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:04.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:09.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:14.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:19.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:24.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:29.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
2023-03-21 02:42:34.729000+00:00,12.0,0.0,12.0,0.0,8.0,0.0
