timestamp,rt_catalogue_get_mongo_categories_count,rt_catalogue_get_mongo_categories_sum,rt_catalogue_get_mongo_products_count,rt_catalogue_get_mongo_products_sum,rt_catalogue_get_mongo_productscat_count,rt_catalogue_get_mongo_productscat_sum,rt_catalogue_get_mongo_productsku_count,rt_catalogue_get_mongo_productsku_sum,rt_catalogue_get_mongo_search_count,rt_catalogue_get_mongo_search_sum,rt_user_get_mongo_checkid_count,rt_user_get_mongo_checkid_sum,rt_user_get_mongo_history_count,rt_user_get_mongo_history_sum,rt_user_get_mongo_users_count,rt_user_get_mongo_users_sum,rt_user_post_mongo_login_count,rt_user_post_mongo_login_sum,rt_user_post_mongo_order_count,rt_user_post_mongo_order_sum,rt_user_post_mongo_register_count,rt_user_post_mongo_register_sum
2023-03-19 19:20:02.678000+00:00,77.0,,76.0,,0.0,,321.0,,0.0,,29.0,,61.0,,0.0,,92.0,,26.0,,86.0,
2023-03-19 19:20:07.678000+00:00,80.0,1006.0,80.0,1579.0,0.0,0.0,336.0,5695.0,0.0,0.0,31.0,2.0,64.0,1.0,0.0,0.0,93.0,1.0,28.0,1.0,87.0,1.0
2023-03-19 19:20:12.678000+00:00,81.0,500.0,81.0,439.0,0.0,0.0,344.0,3022.0,0.0,0.0,33.0,0.0,65.0,1.0,0.0,0.0,93.0,0.0,30.0,2.0,89.0,1.0
2023-03-19 19:20:17.678000+00:00,83.0,479.0,83.0,716.0,0.0,0.0,351.0,1979.0,0.0,0.0,34.0,1.0,66.0,0.0,0.0,0.0,93.0,0.0,31.0,0.0,89.0,0.0
2023-03-19 19:20:22.678000+00:00,85.0,839.0,84.0,250.0,0.0,0.0,360.0,3030.0,0.0,0.0,36.0,1.0,69.0,3.0,0.0,0.0,95.0,2.0,33.0,1.0,89.0,0.0
2023-03-19 19:20:27.678000+00:00,88.0,1114.0,88.0,1476.0,0.0,0.0,374.0,4579.0,0.0,0.0,38.0,1.0,71.0,0.0,0.0,0.0,96.0,0.0,35.0,2.0,90.0,1.0
2023-03-19 19:20:32.678000+00:00,92.0,1179.0,92.0,1400.0,0.0,0.0,395.0,6880.0,0.0,0.0,43.0,3.0,76.0,4.0,0.0,0.0,97.0,2.0,39.0,3.0,95.0,4.0
2023-03-19 19:20:37.678000+00:00,93.0,305.0,93.0,480.0,0.0,0.0,400.0,1491.0,0.0,0.0,45.0,3.0,78.0,2.0,0.0,0.0,97.0,0.0,42.0,4.0,95.0,0.0
2023-03-19 19:20:42.678000+00:00,93.0,0.0,93.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,45.0,0.0,79.0,1.0,0.0,0.0,98.0,1.0,42.0,0.0,98.0,3.0
2023-03-19 19:20:47.678000+00:00,94.0,211.0,94.0,429.0,0.0,0.0,401.0,378.0,0.0,0.0,45.0,0.0,80.0,1.0,0.0,0.0,99.0,1.0,42.0,0.0,99.0,0.0
2023-03-19 19:20:52.678000+00:00,96.0,781.0,96.0,752.0,0.0,0.0,409.0,2920.0,0.0,0.0,46.0,1.0,84.0,3.0,0.0,0.0,100.0,1.0,43.0,0.0,107.0,10.0
2023-03-19 19:20:57.678000+00:00,97.0,331.0,97.0,386.0,0.0,0.0,418.0,3030.0,0.0,0.0,49.0,2.0,87.0,1.0,0.0,0.0,101.0,1.0,45.0,2.0,108.0,1.0
2023-03-19 19:21:02.678000+00:00,97.0,0.0,97.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,49.0,0.0,87.0,0.0,0.0,0.0,104.0,1.0,45.0,0.0,110.0,1.0
2023-03-19 19:21:07.678000+00:00,97.0,0.0,97.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,49.0,0.0,91.0,2.0,0.0,0.0,107.0,3.0,45.0,0.0,110.0,0.0
2023-03-19 19:21:12.678000+00:00,97.0,0.0,97.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,49.0,0.0,93.0,4.0,0.0,0.0,107.0,0.0,45.0,0.0,114.0,3.0
