timestamp,rt_web_get_shipping_calcid_seconds_count,rt_web_get_shipping_calcid_seconds_sum,rt_web_get_shipping_code_seconds_count,rt_web_get_shipping_code_seconds_sum,rt_web_get_shipping_postconfirm_seconds_count,rt_web_get_shipping_postconfirm_seconds_sum
2023-03-19 19:20:04.729000+00:00,36.0,,37.0,,30.0,
2023-03-19 19:20:09.729000+00:00,40.0,0.026000000000000023,40.0,0.020000000000000018,32.0,0.02499999999999991
2023-03-19 19:20:14.729000+00:00,41.0,0.0050000000000000044,41.0,0.006000000000000005,34.0,0.02200000000000002
2023-03-19 19:20:19.729000+00:00,43.0,0.019999999999999962,43.0,0.013000000000000012,36.0,0.018999999999999906
2023-03-19 19:20:24.729000+00:00,44.0,0.006000000000000005,45.0,0.013000000000000012,37.0,0.009000000000000119
2023-03-19 19:20:29.729000+00:00,48.0,0.02300000000000002,48.0,0.018999999999999906,41.0,0.04400000000000004
2023-03-19 19:20:34.729000+00:00,52.0,0.02200000000000002,52.0,0.027000000000000024,44.0,0.04600000000000004
2023-03-19 19:20:39.729000+00:00,53.0,0.004999999999999949,53.0,0.006000000000000005,45.0,0.007999999999999785
2023-03-19 19:20:44.729000+00:00,53.0,0.0,53.0,0.0,45.0,0.0
2023-03-19 19:20:49.729000+00:00,54.0,0.006000000000000005,54.0,0.007000000000000006,46.0,0.008000000000000007
2023-03-19 19:20:54.729000+00:00,55.0,0.0050000000000000044,57.0,0.017000000000000015,47.0,0.01200000000000001
2023-03-19 19:20:59.729000+00:00,57.0,0.016000000000000014,57.0,0.0,49.0,0.02100000000000013
2023-03-19 19:21:04.729000+00:00,57.0,0.0,57.0,0.0,49.0,0.0
2023-03-19 19:21:09.729000+00:00,57.0,0.0,57.0,0.0,49.0,0.0
2023-03-19 19:21:14.729000+00:00,57.0,0.0,57.0,0.0,49.0,0.0
2023-03-19 19:21:19.729000+00:00,59.0,0.010000000000000009,59.0,0.014000000000000012,51.0,0.020999999999999908
2023-03-19 19:21:24.729000+00:00,61.0,0.010000000000000009,61.0,0.013000000000000012,53.0,0.02100000000000013
2023-03-19 19:21:29.729000+00:00,62.0,0.007000000000000006,64.0,0.019000000000000017,53.0,0.0
2023-03-19 19:21:34.729000+00:00,65.0,0.022999999999999965,65.0,0.007000000000000006,56.0,0.03299999999999992
2023-03-19 19:21:39.729000+00:00,66.0,0.006000000000000005,66.0,0.006000000000000005,57.0,0.01200000000000001
2023-03-19 19:21:44.729000+00:00,68.0,0.008000000000000007,68.0,0.009999999999999898,59.0,0.016000000000000014
2023-03-19 19:21:49.729000+00:00,69.0,0.0050000000000000044,71.0,0.016000000000000014,60.0,0.01200000000000001
2023-03-19 19:21:54.729000+00:00,72.0,0.018000000000000016,72.0,0.010000000000000009,63.0,0.03699999999999992
2023-03-19 19:21:59.729000+00:00,75.0,0.015000000000000013,75.0,0.017000000000000015,64.0,0.014000000000000012
2023-03-19 19:22:04.729000+00:00,77.0,0.01200000000000001,79.0,0.04400000000000004,66.0,0.02400000000000002
2023-03-19 19:22:09.729000+00:00,81.0,0.02199999999999991,81.0,0.01200000000000001,70.0,0.03200000000000003
2023-03-19 19:22:14.729000+00:00,83.0,0.019000000000000017,83.0,0.01200000000000001,72.0,0.02200000000000002
2023-03-19 19:22:19.729000+00:00,86.0,0.015000000000000013,86.0,0.016999999999999904,75.0,0.02499999999999991
2023-03-19 19:22:24.729000+00:00,86.0,0.0,86.0,0.0,75.0,0.0
2023-03-19 19:22:29.729000+00:00,91.0,0.026000000000000023,91.0,0.027000000000000024,79.0,0.03300000000000014
2023-03-19 19:22:34.729000+00:00,95.0,0.02100000000000002,95.0,0.02100000000000002,82.0,0.029999999999999805
2023-03-19 19:22:39.729000+00:00,97.0,0.010000000000000009,97.0,0.01200000000000001,84.0,0.020000000000000018
2023-03-19 19:22:44.729000+00:00,99.0,0.01200000000000001,99.0,0.015000000000000013,86.0,0.02400000000000002
2023-03-19 19:22:49.729000+00:00,101.0,0.02499999999999991,101.0,0.01100000000000001,87.0,0.01200000000000001
2023-03-19 19:22:54.729000+00:00,103.0,0.01100000000000001,103.0,0.010000000000000009,89.0,0.02200000000000002
2023-03-19 19:22:59.729000+00:00,103.0,0.0,103.0,0.0,89.0,0.0
2023-03-19 19:23:04.729000+00:00,103.0,0.0,103.0,0.0,89.0,0.0
2023-03-19 19:23:09.729000+00:00,104.0,0.0050000000000000044,104.0,0.006000000000000005,90.0,0.008000000000000007
2023-03-19 19:23:14.729000+00:00,105.0,0.006000000000000005,105.0,0.007000000000000006,90.0,0.0
2023-03-19 19:23:19.729000+00:00,107.0,0.013000000000000012,107.0,0.0119999999999999,91.0,0.014000000000000012
2023-03-19 19:23:24.729000+00:00,108.0,0.006000000000000005,109.0,0.013000000000000012,92.0,0.010000000000000009
2023-03-19 19:23:29.729000+00:00,110.0,0.01100000000000001,110.0,0.007000000000000006,93.0,0.01100000000000012
2023-03-19 19:23:34.729000+00:00,111.0,0.0050000000000000044,112.0,0.01200000000000001,94.0,0.010999999999999899
2023-03-19 19:23:39.729000+00:00,113.0,0.01100000000000001,113.0,0.0050000000000000044,96.0,0.017999999999999794
2023-03-19 19:23:44.729000+00:00,114.0,0.0050000000000000044,114.0,0.006000000000000005,97.0,0.02300000000000013
2023-03-19 19:23:49.729000+00:00,114.0,0.0,114.0,0.0,97.0,0.0
