timestamp,rt_web_post_payment_count,rt_web_post_payment_sum
2023-03-19 19:20:04.727000+00:00,30.0,
2023-03-19 19:20:09.727000+00:00,32.0,485.0
2023-03-19 19:20:14.727000+00:00,34.0,487.0
2023-03-19 19:20:19.727000+00:00,36.0,483.0
2023-03-19 19:20:24.727000+00:00,37.0,241.0
2023-03-19 19:20:29.727000+00:00,41.0,969.0
2023-03-19 19:20:34.727000+00:00,44.0,737.0
2023-03-19 19:20:39.727000+00:00,45.0,246.0
2023-03-19 19:20:44.727000+00:00,45.0,0.0
2023-03-19 19:20:49.727000+00:00,46.0,244.0
2023-03-19 19:20:54.727000+00:00,47.0,244.0
2023-03-19 19:20:59.727000+00:00,49.0,468.0
2023-03-19 19:21:04.727000+00:00,49.0,0.0
2023-03-19 19:21:09.727000+00:00,49.0,0.0
2023-03-19 19:21:14.727000+00:00,49.0,0.0
2023-03-19 19:21:19.727000+00:00,51.0,482.0
2023-03-19 19:21:24.727000+00:00,53.0,465.0
2023-03-19 19:21:29.727000+00:00,53.0,0.0
2023-03-19 19:21:34.727000+00:00,56.0,707.0
2023-03-19 19:21:39.727000+00:00,57.0,241.0
2023-03-19 19:21:44.727000+00:00,59.0,488.0
2023-03-19 19:21:49.727000+00:00,60.0,239.0
2023-03-19 19:21:54.727000+00:00,63.0,735.0
2023-03-19 19:21:59.727000+00:00,64.0,239.0
2023-03-19 19:22:04.727000+00:00,66.0,487.0
2023-03-19 19:22:09.727000+00:00,70.0,969.0
2023-03-19 19:22:14.727000+00:00,72.0,485.0
2023-03-19 19:22:19.727000+00:00,75.0,722.0
2023-03-19 19:22:24.727000+00:00,75.0,0.0
2023-03-19 19:22:29.727000+00:00,79.0,960.0
2023-03-19 19:22:34.727000+00:00,82.0,698.0
2023-03-19 19:22:39.727000+00:00,84.0,465.0
2023-03-19 19:22:44.727000+00:00,85.0,239.0
2023-03-19 19:22:49.727000+00:00,87.0,485.0
2023-03-19 19:22:54.727000+00:00,89.0,546.0
2023-03-19 19:22:59.727000+00:00,89.0,0.0
2023-03-19 19:23:04.727000+00:00,89.0,0.0
2023-03-19 19:23:09.727000+00:00,90.0,264.0
2023-03-19 19:23:14.727000+00:00,90.0,0.0
2023-03-19 19:23:19.727000+00:00,91.0,242.0
2023-03-19 19:23:24.727000+00:00,92.0,226.0
2023-03-19 19:23:29.727000+00:00,93.0,242.0
2023-03-19 19:23:34.727000+00:00,94.0,241.0
2023-03-19 19:23:39.727000+00:00,96.0,478.0
2023-03-19 19:23:44.727000+00:00,97.0,241.0
2023-03-19 19:23:49.727000+00:00,97.0,0.0
2023-03-19 19:23:54.727000+00:00,98.0,247.0
2023-03-19 19:23:59.727000+00:00,100.0,477.0
2023-03-19 19:24:04.727000+00:00,104.0,973.0
2023-03-19 19:24:09.727000+00:00,108.0,948.0
2023-03-19 19:24:14.727000+00:00,108.0,0.0
2023-03-19 19:24:19.727000+00:00,110.0,474.0
2023-03-19 19:24:24.727000+00:00,111.0,240.0
2023-03-19 19:24:29.727000+00:00,111.0,0.0
2023-03-19 19:24:34.727000+00:00,114.0,719.0
2023-03-19 19:24:39.727000+00:00,118.0,951.0
2023-03-19 19:24:44.727000+00:00,121.0,719.0
2023-03-19 19:24:49.727000+00:00,122.0,225.0
2023-03-19 19:24:54.727000+00:00,122.0,0.0
2023-03-19 19:24:59.727000+00:00,122.0,0.0
2023-03-19 19:25:04.727000+00:00,125.0,704.0
2023-03-19 19:25:09.727000+00:00,126.0,242.0
2023-03-19 19:25:14.727000+00:00,127.0,241.0
2023-03-19 19:25:19.727000+00:00,127.0,0.0
2023-03-19 19:25:24.727000+00:00,128.0,241.0
2023-03-19 19:25:29.727000+00:00,130.0,479.0
2023-03-19 19:25:34.727000+00:00,130.0,0.0
2023-03-19 19:25:39.727000+00:00,131.0,241.0
2023-03-19 19:25:44.727000+00:00,133.0,487.0
2023-03-19 19:25:49.727000+00:00,134.0,241.0
2023-03-19 19:25:54.727000+00:00,136.0,483.0
2023-03-19 19:25:59.727000+00:00,136.0,0.0
2023-03-19 19:26:04.727000+00:00,138.0,486.0
2023-03-19 19:26:09.727000+00:00,140.0,482.0
2023-03-19 19:26:14.727000+00:00,142.0,472.0
2023-03-19 19:26:19.727000+00:00,144.0,483.0
2023-03-19 19:26:24.727000+00:00,144.0,0.0
2023-03-19 19:26:29.727000+00:00,145.0,244.0
2023-03-19 19:26:34.727000+00:00,147.0,482.0
2023-03-19 19:26:39.727000+00:00,149.0,491.0
2023-03-19 19:26:44.727000+00:00,151.0,497.0
2023-03-19 19:26:49.727000+00:00,153.0,486.0
2023-03-19 19:26:54.727000+00:00,154.0,251.0
2023-03-19 19:26:59.727000+00:00,156.0,470.0
2023-03-19 19:27:04.727000+00:00,158.0,484.0
2023-03-19 19:27:09.727000+00:00,159.0,243.0
2023-03-19 19:27:14.727000+00:00,160.0,245.0
2023-03-19 19:27:19.727000+00:00,161.0,244.0
2023-03-19 19:27:24.727000+00:00,161.0,0.0
2023-03-19 19:27:29.727000+00:00,164.0,715.0
