timestamp,rt_cart_delete_redis_count,rt_cart_delete_redis_sum,rt_cart_get_redis_count,rt_cart_get_redis_sum,rt_cart_post_redis_count,rt_cart_post_redis_sum,rt_user_get_redis_count,rt_user_get_redis_sum
2023-03-19 19:20:00.408000+00:00,29.0,,312.0,,237.0,,76.0,
2023-03-19 19:20:05.408000+00:00,30.0,1.0,320.0,4.0,243.0,0.0,79.0,0.0
2023-03-19 19:20:10.408000+00:00,33.0,0.0,334.0,5.0,254.0,5.0,81.0,0.0
2023-03-19 19:20:15.408000+00:00,34.0,0.0,338.0,1.0,257.0,0.0,82.0,1.0
2023-03-19 19:20:20.408000+00:00,36.0,0.0,349.0,1.0,266.0,1.0,84.0,1.0
2023-03-19 19:20:25.408000+00:00,38.0,0.0,359.0,2.0,274.0,1.0,88.0,6.0
2023-03-19 19:20:30.408000+00:00,41.0,3.0,377.0,4.0,288.0,2.0,92.0,2.0
2023-03-19 19:20:35.408000+00:00,44.0,2.0,394.0,5.0,301.0,2.0,93.0,1.0
2023-03-19 19:20:40.408000+00:00,45.0,0.0,395.0,0.0,302.0,0.0,93.0,0.0
2023-03-19 19:20:45.408000+00:00,45.0,0.0,395.0,0.0,302.0,0.0,93.0,0.0
2023-03-19 19:20:50.408000+00:00,46.0,0.0,401.0,1.0,307.0,0.0,95.0,0.0
2023-03-19 19:20:55.408000+00:00,47.0,0.0,413.0,2.0,316.0,3.0,97.0,1.0
2023-03-19 19:21:00.408000+00:00,49.0,1.0,413.0,0.0,316.0,0.0,97.0,0.0
2023-03-19 19:21:05.408000+00:00,49.0,0.0,413.0,0.0,316.0,0.0,97.0,0.0
2023-03-19 19:21:10.408000+00:00,49.0,0.0,413.0,0.0,316.0,0.0,97.0,0.0
2023-03-19 19:21:15.408000+00:00,49.0,0.0,413.0,0.0,316.0,0.0,99.0,0.0
2023-03-19 19:21:20.408000+00:00,51.0,0.0,422.0,3.0,323.0,0.0,100.0,1.0
2023-03-19 19:21:25.408000+00:00,53.0,0.0,431.0,2.0,330.0,2.0,103.0,0.0
2023-03-19 19:21:30.408000+00:00,54.0,0.0,443.0,3.0,339.0,2.0,105.0,1.0
2023-03-19 19:21:35.408000+00:00,56.0,0.0,448.0,0.0,343.0,1.0,106.0,0.0
2023-03-19 19:21:40.408000+00:00,57.0,0.0,457.0,2.0,350.0,1.0,107.0,0.0
2023-03-19 19:21:45.408000+00:00,59.0,0.0,465.0,3.0,356.0,1.0,110.0,0.0
