timestamp,rt_payment_delete_cart_count,rt_payment_delete_cart_sum
2023-03-19 19:20:04.727000+00:00,30.0,
2023-03-19 19:20:09.727000+00:00,32.0,17.0
2023-03-19 19:20:14.727000+00:00,34.0,17.0
2023-03-19 19:20:19.727000+00:00,36.0,17.0
2023-03-19 19:20:24.727000+00:00,37.0,9.0
2023-03-19 19:20:29.727000+00:00,41.0,38.0
2023-03-19 19:20:34.727000+00:00,44.0,25.0
2023-03-19 19:20:39.727000+00:00,45.0,9.0
2023-03-19 19:20:44.727000+00:00,45.0,0.0
2023-03-19 19:20:49.727000+00:00,46.0,8.0
2023-03-19 19:20:54.727000+00:00,47.0,8.0
2023-03-19 19:20:59.727000+00:00,49.0,18.0
2023-03-19 19:21:04.727000+00:00,49.0,0.0
2023-03-19 19:21:09.727000+00:00,49.0,0.0
2023-03-19 19:21:14.727000+00:00,49.0,0.0
2023-03-19 19:21:19.727000+00:00,51.0,17.0
2023-03-19 19:21:24.727000+00:00,53.0,17.0
2023-03-19 19:21:29.727000+00:00,53.0,0.0
2023-03-19 19:21:34.727000+00:00,56.0,24.0
2023-03-19 19:21:39.727000+00:00,57.0,9.0
2023-03-19 19:21:44.727000+00:00,59.0,19.0
2023-03-19 19:21:49.727000+00:00,60.0,17.0
2023-03-19 19:21:54.727000+00:00,63.0,29.0
2023-03-19 19:21:59.727000+00:00,64.0,9.0
2023-03-19 19:22:04.727000+00:00,66.0,16.0
2023-03-19 19:22:09.727000+00:00,70.0,34.0
2023-03-19 19:22:14.727000+00:00,72.0,17.0
2023-03-19 19:22:19.727000+00:00,75.0,29.0
2023-03-19 19:22:24.727000+00:00,75.0,0.0
2023-03-19 19:22:29.727000+00:00,79.0,34.0
2023-03-19 19:22:34.727000+00:00,82.0,27.0
2023-03-19 19:22:39.727000+00:00,84.0,17.0
2023-03-19 19:22:44.727000+00:00,85.0,9.0
2023-03-19 19:22:49.727000+00:00,87.0,20.0
2023-03-19 19:22:54.727000+00:00,89.0,18.0
2023-03-19 19:22:59.727000+00:00,89.0,0.0
2023-03-19 19:23:04.727000+00:00,89.0,0.0
2023-03-19 19:23:09.727000+00:00,90.0,9.0
2023-03-19 19:23:14.727000+00:00,90.0,0.0
2023-03-19 19:23:19.727000+00:00,91.0,8.0
2023-03-19 19:23:24.727000+00:00,92.0,10.0
2023-03-19 19:23:29.727000+00:00,93.0,8.0
2023-03-19 19:23:34.727000+00:00,94.0,8.0
2023-03-19 19:23:39.727000+00:00,96.0,17.0
2023-03-19 19:23:44.727000+00:00,97.0,8.0
2023-03-19 19:23:49.727000+00:00,97.0,0.0
2023-03-19 19:23:54.727000+00:00,98.0,12.0
2023-03-19 19:23:59.727000+00:00,100.0,17.0
2023-03-19 19:24:04.727000+00:00,104.0,37.0
2023-03-19 19:24:09.727000+00:00,108.0,35.0
2023-03-19 19:24:14.727000+00:00,108.0,0.0
2023-03-19 19:24:19.727000+00:00,110.0,16.0
2023-03-19 19:24:24.727000+00:00,111.0,8.0
2023-03-19 19:24:29.727000+00:00,111.0,0.0
2023-03-19 19:24:34.727000+00:00,114.0,25.0
2023-03-19 19:24:39.727000+00:00,118.0,35.0
2023-03-19 19:24:44.727000+00:00,121.0,32.0
2023-03-19 19:24:49.727000+00:00,122.0,8.0
2023-03-19 19:24:54.727000+00:00,122.0,0.0
2023-03-19 19:24:59.727000+00:00,122.0,0.0
2023-03-19 19:25:04.727000+00:00,125.0,26.0
2023-03-19 19:25:09.727000+00:00,126.0,9.0
2023-03-19 19:25:14.727000+00:00,127.0,8.0
2023-03-19 19:25:19.727000+00:00,127.0,0.0
2023-03-19 19:25:24.727000+00:00,128.0,8.0
2023-03-19 19:25:29.727000+00:00,130.0,16.0
2023-03-19 19:25:34.727000+00:00,130.0,0.0
2023-03-19 19:25:39.727000+00:00,131.0,9.0
2023-03-19 19:25:44.727000+00:00,133.0,22.0
2023-03-19 19:25:49.727000+00:00,134.0,8.0
2023-03-19 19:25:54.727000+00:00,136.0,19.0
2023-03-19 19:25:59.727000+00:00,136.0,0.0
2023-03-19 19:26:04.727000+00:00,138.0,17.0
2023-03-19 19:26:09.727000+00:00,140.0,16.0
2023-03-19 19:26:14.727000+00:00,142.0,18.0
2023-03-19 19:26:19.727000+00:00,144.0,18.0
2023-03-19 19:26:24.727000+00:00,144.0,0.0
2023-03-19 19:26:29.727000+00:00,145.0,10.0
2023-03-19 19:26:34.727000+00:00,147.0,16.0
2023-03-19 19:26:39.727000+00:00,149.0,17.0
2023-03-19 19:26:44.727000+00:00,151.0,26.0
2023-03-19 19:26:49.727000+00:00,153.0,19.0
2023-03-19 19:26:54.727000+00:00,154.0,9.0
2023-03-19 19:26:59.727000+00:00,156.0,18.0
2023-03-19 19:27:04.727000+00:00,158.0,19.0
2023-03-19 19:27:09.727000+00:00,159.0,9.0
2023-03-19 19:27:14.727000+00:00,160.0,8.0
2023-03-19 19:27:19.727000+00:00,161.0,9.0
2023-03-19 19:27:24.727000+00:00,161.0,0.0
2023-03-19 19:27:29.727000+00:00,164.0,26.0
2023-03-19 19:27:34.727000+00:00,164.0,0.0
2023-03-19 19:27:39.727000+00:00,165.0,8.0
2023-03-19 19:27:44.727000+00:00,165.0,0.0
2023-03-19 19:27:49.727000+00:00,166.0,8.0
2023-03-19 19:27:54.727000+00:00,167.0,9.0
2023-03-19 19:27:59.727000+00:00,167.0,0.0
2023-03-19 19:28:04.727000+00:00,170.0,26.0
2023-03-19 19:28:09.727000+00:00,173.0,26.0
2023-03-19 19:28:14.727000+00:00,175.0,16.0
2023-03-19 19:28:19.727000+00:00,177.0,17.0
2023-03-19 19:28:24.727000+00:00,178.0,9.0
2023-03-19 19:28:29.727000+00:00,178.0,0.0
2023-03-19 19:28:34.727000+00:00,181.0,26.0
2023-03-19 19:28:39.727000+00:00,182.0,11.0
2023-03-19 19:28:44.727000+00:00,183.0,8.0
2023-03-19 19:28:49.727000+00:00,188.0,46.0
2023-03-19 19:28:54.727000+00:00,188.0,0.0
2023-03-19 19:28:59.727000+00:00,190.0,17.0
2023-03-19 19:29:04.727000+00:00,191.0,8.0
2023-03-19 19:29:09.727000+00:00,192.0,8.0
2023-03-19 19:29:14.727000+00:00,192.0,0.0
2023-03-19 19:29:19.727000+00:00,192.0,0.0
2023-03-19 19:29:24.727000+00:00,193.0,9.0
2023-03-19 19:29:29.727000+00:00,196.0,26.0
2023-03-19 19:29:34.727000+00:00,197.0,8.0
2023-03-19 19:29:39.727000+00:00,198.0,9.0
2023-03-19 19:29:44.727000+00:00,198.0,0.0
2023-03-19 19:29:49.727000+00:00,199.0,8.0
2023-03-19 19:29:54.727000+00:00,200.0,8.0
2023-03-19 19:29:59.727000+00:00,201.0,9.0
2023-03-19 19:30:04.727000+00:00,203.0,17.0
2023-03-19 19:30:09.727000+00:00,204.0,8.0
2023-03-19 19:30:14.727000+00:00,205.0,9.0
2023-03-19 19:30:19.727000+00:00,207.0,17.0
2023-03-19 19:30:24.727000+00:00,208.0,9.0
2023-03-19 19:30:29.727000+00:00,209.0,9.0
2023-03-19 19:30:34.727000+00:00,210.0,9.0
2023-03-19 19:30:39.727000+00:00,212.0,16.0
2023-03-19 19:30:44.727000+00:00,213.0,9.0
2023-03-19 19:30:49.727000+00:00,217.0,33.0
2023-03-19 19:30:54.727000+00:00,219.0,17.0
2023-03-19 19:30:59.727000+00:00,220.0,9.0
2023-03-19 19:31:04.727000+00:00,222.0,18.0
2023-03-19 19:31:09.727000+00:00,223.0,8.0
2023-03-19 19:31:14.727000+00:00,225.0,16.0
2023-03-19 19:31:19.727000+00:00,226.0,10.0
2023-03-19 19:31:24.727000+00:00,226.0,0.0
2023-03-19 19:31:29.727000+00:00,228.0,16.0
2023-03-19 19:31:34.727000+00:00,229.0,7.0
2023-03-19 19:31:39.727000+00:00,230.0,8.0
2023-03-19 19:31:44.727000+00:00,232.0,16.0
2023-03-19 19:31:49.727000+00:00,233.0,9.0
2023-03-19 19:31:54.727000+00:00,233.0,0.0
2023-03-19 19:31:59.727000+00:00,234.0,9.0
2023-03-19 19:32:04.727000+00:00,236.0,17.0
2023-03-19 19:32:09.727000+00:00,239.0,25.0
2023-03-19 19:32:14.727000+00:00,241.0,22.0
2023-03-19 19:32:19.727000+00:00,242.0,9.0
2023-03-19 19:32:24.727000+00:00,242.0,0.0
2023-03-19 19:32:29.727000+00:00,244.0,17.0
2023-03-19 19:32:34.727000+00:00,245.0,8.0
2023-03-19 19:32:39.727000+00:00,246.0,10.0
2023-03-19 19:32:44.727000+00:00,247.0,10.0
2023-03-19 19:32:49.727000+00:00,249.0,16.0
2023-03-19 19:32:54.727000+00:00,249.0,0.0
2023-03-19 19:32:59.727000+00:00,250.0,9.0
2023-03-19 19:33:04.727000+00:00,251.0,8.0
2023-03-19 19:33:09.727000+00:00,252.0,8.0
2023-03-19 19:33:14.727000+00:00,253.0,8.0
2023-03-19 19:33:19.727000+00:00,253.0,0.0
2023-03-19 19:33:24.727000+00:00,256.0,25.0
2023-03-19 19:33:29.727000+00:00,256.0,0.0
2023-03-19 19:33:34.727000+00:00,257.0,8.0
2023-03-19 19:33:39.727000+00:00,257.0,0.0
2023-03-19 19:33:44.727000+00:00,258.0,8.0
2023-03-19 19:33:49.727000+00:00,259.0,9.0
2023-03-19 19:33:54.727000+00:00,261.0,19.0
2023-03-19 19:33:59.727000+00:00,261.0,0.0
2023-03-19 19:34:04.727000+00:00,261.0,0.0
2023-03-19 19:34:09.727000+00:00,261.0,0.0
2023-03-19 19:34:14.727000+00:00,263.0,18.0
2023-03-19 19:34:19.727000+00:00,263.0,0.0
2023-03-19 19:34:24.727000+00:00,263.0,0.0
2023-03-19 19:34:29.727000+00:00,263.0,0.0
2023-03-19 19:34:34.727000+00:00,263.0,0.0
2023-03-19 19:34:39.727000+00:00,264.0,8.0
2023-03-19 19:34:44.727000+00:00,265.0,9.0
2023-03-19 19:34:49.727000+00:00,266.0,10.0
2023-03-19 19:34:54.727000+00:00,269.0,34.0
2023-03-19 19:34:59.727000+00:00,271.0,16.0
2023-03-19 19:35:04.727000+00:00,273.0,17.0
2023-03-19 19:35:09.727000+00:00,275.0,17.0
2023-03-19 19:35:14.727000+00:00,276.0,9.0
2023-03-19 19:35:19.727000+00:00,280.0,33.0
2023-03-19 19:35:24.727000+00:00,281.0,8.0
2023-03-19 19:35:29.727000+00:00,281.0,0.0
2023-03-19 19:35:34.727000+00:00,282.0,8.0
2023-03-19 19:35:39.727000+00:00,283.0,8.0
2023-03-19 19:35:44.727000+00:00,283.0,0.0
2023-03-19 19:35:49.727000+00:00,283.0,0.0
2023-03-19 19:35:54.727000+00:00,284.0,9.0
2023-03-19 19:35:59.727000+00:00,285.0,8.0
2023-03-19 19:36:04.727000+00:00,288.0,25.0
2023-03-19 19:36:09.727000+00:00,292.0,33.0
2023-03-19 19:36:14.727000+00:00,292.0,0.0
2023-03-19 19:36:19.727000+00:00,293.0,8.0
2023-03-19 19:36:24.727000+00:00,293.0,0.0
2023-03-19 19:36:29.727000+00:00,294.0,8.0
2023-03-19 19:36:34.727000+00:00,295.0,8.0
2023-03-19 19:36:39.727000+00:00,298.0,27.0
2023-03-19 19:36:44.727000+00:00,298.0,0.0
2023-03-19 19:36:49.727000+00:00,300.0,17.0
2023-03-19 19:36:54.727000+00:00,304.0,32.0
2023-03-19 19:36:59.727000+00:00,308.0,34.0
2023-03-19 19:37:04.727000+00:00,311.0,25.0
2023-03-19 19:37:09.727000+00:00,315.0,36.0
2023-03-19 19:37:14.727000+00:00,316.0,9.0
2023-03-19 19:37:19.727000+00:00,317.0,9.0
2023-03-19 19:37:24.727000+00:00,319.0,18.0
2023-03-19 19:37:29.727000+00:00,321.0,16.0
2023-03-19 19:37:34.727000+00:00,321.0,0.0
2023-03-19 19:37:39.727000+00:00,322.0,9.0
2023-03-19 19:37:44.727000+00:00,326.0,33.0
2023-03-19 19:37:49.727000+00:00,329.0,28.0
2023-03-19 19:37:54.727000+00:00,330.0,8.0
2023-03-19 19:37:59.727000+00:00,331.0,8.0
