timestamp,rt_cart_get_catalogue_count,rt_cart_get_catalogue_sum,rt_ratings_get_catalogue_count,rt_ratings_get_catalogue_sum
2023-03-21 04:41:00.408000+00:00,110.0,,1.0,
2023-03-21 04:41:05.408000+00:00,114.0,0.0,3.0,0.0130190000000002
2023-03-21 04:41:10.408000+00:00,116.0,0.0,3.0,0.0
2023-03-21 04:41:15.408000+00:00,116.0,0.0,3.0,0.0
2023-03-21 04:41:20.408000+00:00,120.0,0.0,5.0,0.013626
2023-03-21 04:41:25.408000+00:00,124.0,1.0,6.0,0.006929999999999999
2023-03-21 04:41:30.408000+00:00,124.0,0.0,6.0,0.0
2023-03-21 04:41:35.408000+00:00,128.0,2.0,6.0,0.0
2023-03-21 04:41:40.408000+00:00,132.0,1.0,7.0,0.0062479999999998995
2023-03-21 04:41:45.408000+00:00,132.0,0.0,7.0,0.0
2023-03-21 04:41:50.408000+00:00,140.0,1.0,10.0,0.0190570000000001
2023-03-21 04:41:55.408000+00:00,146.0,1.0,10.0,0.0
2023-03-21 04:42:00.408000+00:00,152.0,0.0,12.0,0.011564000000000005
2023-03-21 04:42:05.408000+00:00,158.0,3.0,14.0,0.012673999999999894
2023-03-21 04:42:10.408000+00:00,160.0,1.0,14.0,0.0
2023-03-21 04:42:15.408000+00:00,172.0,4.0,16.0,0.013359999999999997
2023-03-21 04:42:20.408000+00:00,176.0,2.0,19.0,0.01867300000000001
2023-03-21 04:42:25.408000+00:00,180.0,1.0,20.0,0.006783999999999998
2023-03-21 04:42:30.408000+00:00,180.0,0.0,20.0,0.0
2023-03-21 04:42:35.408000+00:00,180.0,0.0,20.0,0.0
2023-03-21 04:42:40.408000+00:00,180.0,0.0,20.0,0.0
2023-03-21 04:42:45.408000+00:00,182.0,2.0,21.0,0.006415000000000087
2023-03-21 04:42:50.408000+00:00,184.0,1.0,22.0,0.006432999999999911
2023-03-21 04:42:55.408000+00:00,184.0,0.0,22.0,0.0
2023-03-21 04:43:00.408000+00:00,186.0,1.0,24.0,0.01227700000000001
2023-03-21 04:43:05.408000+00:00,190.0,2.0,27.0,0.024779999999999996
2023-03-21 04:43:10.408000+00:00,192.0,2.0,27.0,0.0
2023-03-21 04:43:15.408000+00:00,197.0,2.0,30.0,0.019538
2023-03-21 04:43:20.408000+00:00,202.0,2.0,31.0,0.0068969999999999865
2023-03-21 04:43:25.408000+00:00,204.0,1.0,32.0,0.006103999999999998
2023-03-21 04:43:30.408000+00:00,206.0,1.0,32.0,0.0
2023-03-21 04:43:35.408000+00:00,208.0,1.0,32.0,0.0
2023-03-21 04:43:40.408000+00:00,214.0,2.0,33.0,0.005831000000000003
2023-03-21 04:43:45.408000+00:00,216.0,0.0,33.0,0.0
2023-03-21 04:43:50.408000+00:00,224.0,3.0,34.0,0.005995
2023-03-21 04:43:55.408000+00:00,234.0,6.0,36.0,0.014709000000000194
2023-03-21 04:44:00.408000+00:00,236.0,2.0,37.0,0.006205999999999906
2023-03-21 04:44:05.408000+00:00,240.0,2.0,38.0,0.006024000000000002
2023-03-21 04:44:10.408000+00:00,250.0,2.0,39.0,0.00593600000000008
2023-03-21 04:44:15.408000+00:00,254.0,2.0,41.0,0.013971000000000011
2023-03-21 04:44:20.408000+00:00,258.0,2.0,41.0,0.0
2023-03-21 04:44:25.408000+00:00,258.0,0.0,41.0,0.0
2023-03-21 04:44:30.408000+00:00,264.0,4.0,45.0,0.025635999999999992
2023-03-21 04:44:35.408000+00:00,266.0,0.0,45.0,0.0
2023-03-21 04:44:40.408000+00:00,268.0,0.0,47.0,0.012769999999999893
2023-03-21 04:44:45.408000+00:00,276.0,2.0,48.0,0.006828000000000001
2023-03-21 04:44:50.408000+00:00,276.0,0.0,48.0,0.0
2023-03-21 04:44:55.408000+00:00,276.0,0.0,48.0,0.0
2023-03-21 04:45:00.408000+00:00,280.0,2.0,49.0,0.0044739999999999225
2023-03-21 04:45:05.408000+00:00,280.0,0.0,49.0,0.0
2023-03-21 04:45:10.408000+00:00,282.0,0.0,49.0,0.0
2023-03-21 04:45:15.408000+00:00,288.0,1.0,50.0,0.010965000000000003
2023-03-21 04:45:20.408000+00:00,296.0,4.0,52.0,0.012830000000000008
2023-03-21 04:45:25.408000+00:00,302.0,2.0,54.0,0.011921000000000015
2023-03-21 04:45:30.408000+00:00,306.0,4.0,55.0,0.0058809999999998586
2023-03-21 04:45:35.408000+00:00,308.0,0.0,56.0,0.005764000000000047
2023-03-21 04:45:40.408000+00:00,310.0,0.0,58.0,0.012835000000000096
2023-03-21 04:45:45.408000+00:00,310.0,0.0,58.0,0.0
2023-03-21 04:45:50.408000+00:00,316.0,3.0,60.0,0.012595999999999996
2023-03-21 04:45:55.408000+00:00,324.0,2.0,63.0,0.018691999999999986
2023-03-21 04:46:00.408000+00:00,324.0,0.0,63.0,0.0
2023-03-21 04:46:05.408000+00:00,334.0,4.0,68.0,0.058358000000000076
2023-03-21 04:46:10.408000+00:00,342.0,1.0,70.0,0.014668000000000014
2023-03-21 04:46:15.408000+00:00,350.0,3.0,73.0,0.019357000000000013
2023-03-21 04:46:20.408000+00:00,352.0,0.0,74.0,0.006403999999999965
2023-03-21 04:46:25.408000+00:00,356.0,1.0,75.0,0.006750000000000034
2023-03-21 04:46:30.408000+00:00,364.0,2.0,77.0,0.011938000000000004
2023-03-21 04:46:35.408000+00:00,366.0,0.0,77.0,0.0
2023-03-21 04:46:40.408000+00:00,370.0,0.0,77.0,0.0
2023-03-21 04:46:45.408000+00:00,370.0,0.0,77.0,0.0
2023-03-21 04:46:50.408000+00:00,374.0,2.0,81.0,0.02495500000000006
2023-03-21 04:46:55.408000+00:00,378.0,1.0,81.0,0.0
2023-03-21 04:47:00.408000+00:00,380.0,0.0,82.0,0.006444000000000005
2023-03-21 04:47:05.408000+00:00,380.0,0.0,82.0,0.0
