timestamp,rt_web_post_payment_count,rt_web_post_payment_sum
2023-03-21 04:41:04.727000+00:00,6.0,
2023-03-21 04:41:09.727000+00:00,6.0,0.0
2023-03-21 04:41:14.727000+00:00,6.0,0.0
2023-03-21 04:41:19.727000+00:00,7.0,439.0
2023-03-21 04:41:24.727000+00:00,9.0,739.0
2023-03-21 04:41:29.727000+00:00,10.0,300.0
2023-03-21 04:41:34.727000+00:00,11.0,442.0
2023-03-21 04:41:39.727000+00:00,13.0,890.0
2023-03-21 04:41:44.727000+00:00,13.0,0.0
2023-03-21 04:41:49.727000+00:00,14.0,307.0
2023-03-21 04:41:54.727000+00:00,18.0,1778.0
2023-03-21 04:41:59.727000+00:00,21.0,1305.0
2023-03-21 04:42:04.727000+00:00,24.0,1331.0
2023-03-21 04:42:09.727000+00:00,25.0,449.0
2023-03-21 04:42:14.727000+00:00,30.0,1938.0
2023-03-21 04:42:19.727000+00:00,32.0,798.0
2023-03-21 04:42:24.727000+00:00,34.0,837.0
2023-03-21 04:42:29.727000+00:00,35.0,419.0
2023-03-21 04:42:34.727000+00:00,35.0,0.0
2023-03-21 04:42:39.727000+00:00,35.0,0.0
2023-03-21 04:42:44.727000+00:00,36.0,442.0
2023-03-21 04:42:49.727000+00:00,36.0,0.0
2023-03-21 04:42:54.727000+00:00,36.0,0.0
2023-03-21 04:42:59.727000+00:00,37.0,304.0
2023-03-21 04:43:04.727000+00:00,38.0,444.0
2023-03-21 04:43:09.727000+00:00,39.0,445.0
2023-03-21 04:43:14.727000+00:00,39.0,0.0
2023-03-21 04:43:19.727000+00:00,41.0,906.0
2023-03-21 04:43:24.727000+00:00,43.0,911.0
2023-03-21 04:43:29.727000+00:00,43.0,0.0
2023-03-21 04:43:34.727000+00:00,45.0,749.0
2023-03-21 04:43:39.727000+00:00,47.0,839.0
2023-03-21 04:43:44.727000+00:00,48.0,304.0
2023-03-21 04:43:49.727000+00:00,48.0,0.0
2023-03-21 04:43:54.727000+00:00,55.0,2705.0
2023-03-21 04:43:59.727000+00:00,55.0,0.0
2023-03-21 04:44:04.727000+00:00,56.0,426.0
2023-03-21 04:44:09.727000+00:00,59.0,1314.0
2023-03-21 04:44:14.727000+00:00,62.0,1038.0
2023-03-21 04:44:19.727000+00:00,63.0,467.0
2023-03-21 04:44:24.727000+00:00,64.0,419.0
2023-03-21 04:44:29.727000+00:00,66.0,894.0
2023-03-21 04:44:34.727000+00:00,68.0,723.0
2023-03-21 04:44:39.727000+00:00,69.0,468.0
2023-03-21 04:44:44.727000+00:00,71.0,867.0
2023-03-21 04:44:49.727000+00:00,71.0,0.0
2023-03-21 04:44:54.727000+00:00,72.0,444.0
2023-03-21 04:44:59.727000+00:00,73.0,445.0
2023-03-21 04:45:04.727000+00:00,74.0,448.0
2023-03-21 04:45:09.727000+00:00,74.0,0.0
2023-03-21 04:45:14.727000+00:00,75.0,447.0
2023-03-21 04:45:19.727000+00:00,79.0,1749.0
2023-03-21 04:45:24.727000+00:00,83.0,1770.0
2023-03-21 04:45:29.727000+00:00,85.0,770.0
2023-03-21 04:45:34.727000+00:00,86.0,441.0
2023-03-21 04:45:39.727000+00:00,87.0,452.0
2023-03-21 04:45:44.727000+00:00,87.0,0.0
2023-03-21 04:45:49.727000+00:00,88.0,279.0
2023-03-21 04:45:54.727000+00:00,93.0,1929.0
2023-03-21 04:45:59.727000+00:00,93.0,0.0
2023-03-21 04:46:04.727000+00:00,95.0,884.0
2023-03-21 04:46:09.727000+00:00,98.0,1332.0
2023-03-21 04:46:14.727000+00:00,101.0,1382.0
2023-03-21 04:46:19.727000+00:00,103.0,855.0
2023-03-21 04:46:24.727000+00:00,105.0,892.0
2023-03-21 04:46:29.727000+00:00,106.0,466.0
2023-03-21 04:46:34.727000+00:00,108.0,887.0
2023-03-21 04:46:39.727000+00:00,109.0,440.0
2023-03-21 04:46:44.727000+00:00,109.0,0.0
2023-03-21 04:46:49.727000+00:00,111.0,883.0
2023-03-21 04:46:54.727000+00:00,113.0,892.0
2023-03-21 04:46:59.727000+00:00,114.0,302.0
2023-03-21 04:47:04.727000+00:00,114.0,0.0
2023-03-21 04:47:09.727000+00:00,114.0,0.0
2023-03-21 04:47:14.727000+00:00,116.0,738.0
2023-03-21 04:47:19.727000+00:00,117.0,443.0
2023-03-21 04:47:24.727000+00:00,119.0,887.0
2023-03-21 04:47:29.727000+00:00,121.0,888.0
2023-03-21 04:47:34.727000+00:00,124.0,1325.0
2023-03-21 04:47:39.727000+00:00,125.0,468.0
2023-03-21 04:47:44.727000+00:00,125.0,0.0
2023-03-21 04:47:49.727000+00:00,127.0,881.0
2023-03-21 04:47:54.727000+00:00,128.0,435.0
2023-03-21 04:47:59.727000+00:00,131.0,1322.0
2023-03-21 04:48:04.727000+00:00,132.0,442.0
2023-03-21 04:48:09.727000+00:00,133.0,299.0
2023-03-21 04:48:14.727000+00:00,136.0,1141.0
2023-03-21 04:48:19.727000+00:00,138.0,880.0
2023-03-21 04:48:24.727000+00:00,138.0,0.0
2023-03-21 04:48:29.727000+00:00,138.0,0.0
2023-03-21 04:48:34.727000+00:00,140.0,883.0
2023-03-21 04:48:39.727000+00:00,142.0,747.0
2023-03-21 04:48:44.727000+00:00,144.0,871.0
2023-03-21 04:48:49.727000+00:00,144.0,0.0
2023-03-21 04:48:54.727000+00:00,144.0,0.0
2023-03-21 04:48:59.727000+00:00,147.0,1254.0
2023-03-21 04:49:04.727000+00:00,148.0,446.0
2023-03-21 04:49:09.727000+00:00,149.0,420.0
2023-03-21 04:49:14.727000+00:00,151.0,860.0
2023-03-21 04:49:19.727000+00:00,151.0,0.0
2023-03-21 04:49:24.727000+00:00,151.0,0.0
2023-03-21 04:49:29.727000+00:00,152.0,447.0
2023-03-21 04:49:34.727000+00:00,153.0,446.0
2023-03-21 04:49:39.727000+00:00,156.0,1114.0
2023-03-21 04:49:44.727000+00:00,158.0,879.0
2023-03-21 04:49:49.727000+00:00,158.0,0.0
2023-03-21 04:49:54.727000+00:00,159.0,468.0
2023-03-21 04:49:59.727000+00:00,162.0,1205.0
2023-03-21 04:50:04.727000+00:00,162.0,0.0
2023-03-21 04:50:09.727000+00:00,164.0,859.0
2023-03-21 04:50:14.727000+00:00,167.0,1327.0
2023-03-21 04:50:19.727000+00:00,168.0,305.0
2023-03-21 04:50:24.727000+00:00,168.0,0.0
2023-03-21 04:50:29.727000+00:00,169.0,443.0
2023-03-21 04:50:34.727000+00:00,169.0,0.0
2023-03-21 04:50:39.727000+00:00,172.0,1309.0
2023-03-21 04:50:44.727000+00:00,174.0,885.0
2023-03-21 04:50:49.727000+00:00,177.0,1310.0
2023-03-21 04:50:54.727000+00:00,178.0,445.0
2023-03-21 04:50:59.727000+00:00,180.0,889.0
2023-03-21 04:51:04.727000+00:00,181.0,441.0
2023-03-21 04:51:09.727000+00:00,181.0,0.0
2023-03-21 04:51:14.727000+00:00,181.0,0.0
2023-03-21 04:51:19.727000+00:00,182.0,439.0
2023-03-21 04:51:24.727000+00:00,182.0,0.0
2023-03-21 04:51:29.727000+00:00,184.0,915.0
2023-03-21 04:51:34.727000+00:00,185.0,442.0
2023-03-21 04:51:39.727000+00:00,188.0,1324.0
2023-03-21 04:51:44.727000+00:00,188.0,0.0
2023-03-21 04:51:49.727000+00:00,189.0,442.0
2023-03-21 04:51:54.727000+00:00,193.0,1631.0
2023-03-21 04:51:59.727000+00:00,195.0,891.0
2023-03-21 04:52:04.727000+00:00,196.0,449.0
2023-03-21 04:52:09.727000+00:00,197.0,468.0
2023-03-21 04:52:14.727000+00:00,198.0,445.0
2023-03-21 04:52:19.727000+00:00,201.0,1375.0
2023-03-21 04:52:24.727000+00:00,202.0,464.0
2023-03-21 04:52:29.727000+00:00,203.0,418.0
2023-03-21 04:52:34.727000+00:00,203.0,0.0
2023-03-21 04:52:39.727000+00:00,203.0,0.0
2023-03-21 04:52:44.727000+00:00,204.0,441.0
2023-03-21 04:52:49.727000+00:00,204.0,0.0
2023-03-21 04:52:54.727000+00:00,207.0,1330.0
2023-03-21 04:52:59.727000+00:00,211.0,1786.0
2023-03-21 04:53:04.727000+00:00,211.0,0.0
2023-03-21 04:53:09.727000+00:00,212.0,466.0
2023-03-21 04:53:14.727000+00:00,213.0,443.0
2023-03-21 04:53:19.727000+00:00,214.0,445.0
2023-03-21 04:53:24.727000+00:00,214.0,0.0
2023-03-21 04:53:29.727000+00:00,216.0,837.0
2023-03-21 04:53:34.727000+00:00,217.0,442.0
2023-03-21 04:53:39.727000+00:00,217.0,0.0
2023-03-21 04:53:44.727000+00:00,217.0,0.0
2023-03-21 04:53:49.727000+00:00,217.0,0.0
2023-03-21 04:53:54.727000+00:00,218.0,445.0
2023-03-21 04:53:59.727000+00:00,220.0,856.0
2023-03-21 04:54:04.727000+00:00,221.0,424.0
2023-03-21 04:54:09.727000+00:00,222.0,415.0
2023-03-21 04:54:14.727000+00:00,226.0,1741.0
2023-03-21 04:54:19.727000+00:00,226.0,0.0
2023-03-21 04:54:24.727000+00:00,227.0,469.0
2023-03-21 04:54:29.727000+00:00,228.0,438.0
2023-03-21 04:54:34.727000+00:00,228.0,0.0
2023-03-21 04:54:39.727000+00:00,230.0,831.0
2023-03-21 04:54:44.727000+00:00,231.0,439.0
2023-03-21 04:54:49.727000+00:00,232.0,439.0
2023-03-21 04:54:54.727000+00:00,233.0,418.0
2023-03-21 04:54:59.727000+00:00,235.0,888.0
2023-03-21 04:55:04.727000+00:00,237.0,872.0
2023-03-21 04:55:09.727000+00:00,239.0,887.0
2023-03-21 04:55:14.727000+00:00,240.0,467.0
2023-03-21 04:55:19.727000+00:00,242.0,904.0
2023-03-21 04:55:24.727000+00:00,244.0,863.0
2023-03-21 04:55:29.727000+00:00,245.0,442.0
2023-03-21 04:55:34.727000+00:00,246.0,441.0
2023-03-21 04:55:39.727000+00:00,247.0,440.0
2023-03-21 04:55:44.727000+00:00,247.0,0.0
2023-03-21 04:55:49.727000+00:00,248.0,416.0
2023-03-21 04:55:54.727000+00:00,250.0,906.0
2023-03-21 04:55:59.727000+00:00,251.0,469.0
2023-03-21 04:56:04.727000+00:00,252.0,466.0
2023-03-21 04:56:09.727000+00:00,252.0,0.0
2023-03-21 04:56:14.727000+00:00,254.0,740.0
2023-03-21 04:56:19.727000+00:00,255.0,299.0
2023-03-21 04:56:24.727000+00:00,256.0,442.0
2023-03-21 04:56:29.727000+00:00,256.0,0.0
2023-03-21 04:56:34.727000+00:00,256.0,0.0
2023-03-21 04:56:39.727000+00:00,256.0,0.0
2023-03-21 04:56:44.727000+00:00,256.0,0.0
2023-03-21 04:56:49.727000+00:00,258.0,745.0
2023-03-21 04:56:54.727000+00:00,262.0,1759.0
2023-03-21 04:56:59.727000+00:00,265.0,1346.0
2023-03-21 04:57:04.727000+00:00,265.0,0.0
2023-03-21 04:57:09.727000+00:00,265.0,0.0
2023-03-21 04:57:14.727000+00:00,266.0,444.0
2023-03-21 04:57:19.727000+00:00,267.0,446.0
2023-03-21 04:57:24.727000+00:00,268.0,444.0
2023-03-21 04:57:29.727000+00:00,269.0,471.0
2023-03-21 04:57:34.727000+00:00,270.0,443.0
2023-03-21 04:57:39.727000+00:00,273.0,1283.0
2023-03-21 04:57:44.727000+00:00,273.0,0.0
2023-03-21 04:57:49.727000+00:00,274.0,420.0
2023-03-21 04:57:54.727000+00:00,274.0,0.0
2023-03-21 04:57:59.727000+00:00,276.0,888.0
2023-03-21 04:58:04.727000+00:00,276.0,0.0
2023-03-21 04:58:09.727000+00:00,277.0,439.0
2023-03-21 04:58:14.727000+00:00,279.0,886.0
2023-03-21 04:58:19.727000+00:00,280.0,443.0
2023-03-21 04:58:24.727000+00:00,280.0,0.0
2023-03-21 04:58:29.727000+00:00,281.0,419.0
2023-03-21 04:58:34.727000+00:00,284.0,1375.0
2023-03-21 04:58:39.727000+00:00,284.0,0.0
2023-03-21 04:58:44.727000+00:00,285.0,450.0
2023-03-21 04:58:49.727000+00:00,289.0,1738.0
2023-03-21 04:58:54.727000+00:00,290.0,441.0
2023-03-21 04:58:59.727000+00:00,290.0,0.0
2023-03-21 04:59:04.727000+00:00,295.0,2197.0
2023-03-21 04:59:09.727000+00:00,298.0,1302.0
2023-03-21 04:59:14.727000+00:00,301.0,1402.0
2023-03-21 04:59:19.727000+00:00,303.0,948.0
2023-03-21 04:59:24.727000+00:00,303.0,0.0
2023-03-21 04:59:29.727000+00:00,305.0,867.0
2023-03-21 04:59:34.727000+00:00,309.0,1745.0
2023-03-21 04:59:39.727000+00:00,310.0,426.0
2023-03-21 04:59:44.727000+00:00,311.0,417.0
2023-03-21 04:59:49.727000+00:00,313.0,939.0
