Unnamed: 0,timestamp,rt_cart_get_catalogue_count,rt_cart_get_catalogue_sum,rt_ratings_get_catalogue_count,rt_ratings_get_catalogue_sum
0,2023-03-13 16:48:10.408000+00:00,67.0,,10.0,
1,2023-03-13 16:48:15.408000+00:00,69.0,2.0,11.0,0.007400000000000101
2,2023-03-13 16:48:20.408000+00:00,71.0,1.0,12.0,0.006790000000000004
3,2023-03-13 16:48:25.408000+00:00,73.0,1.0,12.0,0.0
4,2023-03-13 16:48:30.412000+00:00,75.0,1.0,13.0,0.006752000000000105
5,2023-03-13 16:48:35.408000+00:00,75.0,0.0,13.0,0.0
6,2023-03-13 16:48:40.408000+00:00,83.0,1.0,13.0,0.0
7,2023-03-13 16:48:45.408000+00:00,85.0,1.0,13.0,0.0
8,2023-03-13 16:48:50.408000+00:00,87.0,1.0,14.0,0.007658000000000095
9,2023-03-13 16:48:55.408000+00:00,89.0,0.0,16.0,0.012394000000000002
10,2023-03-13 16:49:00.408000+00:00,89.0,0.0,16.0,0.0
11,2023-03-13 16:49:05.408000+00:00,91.0,0.0,18.0,0.013371999999999995
12,2023-03-13 16:49:10.408000+00:00,91.0,0.0,18.0,0.0
13,2023-03-13 16:49:15.408000+00:00,93.0,2.0,19.0,0.005822999999999995
14,2023-03-13 16:49:20.408000+00:00,93.0,0.0,19.0,0.0
15,2023-03-13 16:49:25.408000+00:00,93.0,0.0,19.0,0.0
16,2023-03-13 16:49:30.408000+00:00,95.0,0.0,19.0,0.0
17,2023-03-13 16:49:35.408000+00:00,95.0,0.0,19.0,0.0
18,2023-03-13 16:49:40.408000+00:00,95.0,0.0,19.0,0.0
19,2023-03-13 16:49:45.408000+00:00,95.0,0.0,19.0,0.0
20,2023-03-13 16:49:50.408000+00:00,95.0,0.0,19.0,0.0
21,2023-03-13 16:49:55.408000+00:00,95.0,0.0,19.0,0.0
22,2023-03-13 16:50:00.408000+00:00,97.0,1.0,19.0,0.0
23,2023-03-13 16:50:05.408000+00:00,99.0,1.0,20.0,0.005951000000000012
24,2023-03-13 16:50:10.408000+00:00,101.0,0.0,21.0,0.0066739999999999855
25,2023-03-13 16:50:15.408000+00:00,103.0,1.0,21.0,0.0
26,2023-03-13 16:50:20.408000+00:00,105.0,0.0,22.0,0.00781800000000002
27,2023-03-13 16:50:25.408000+00:00,109.0,1.0,23.0,0.006734999999999991
28,2023-03-13 16:50:30.408000+00:00,109.0,0.0,23.0,0.0
29,2023-03-13 16:50:35.408000+00:00,113.0,2.0,25.0,0.015372999999999998
30,2023-03-13 16:50:40.408000+00:00,115.0,0.0,25.0,0.0
31,2023-03-13 16:50:45.408000+00:00,115.0,0.0,25.0,0.0
32,2023-03-13 16:50:50.408000+00:00,121.0,3.0,27.0,0.012624999999999997
33,2023-03-13 16:50:55.408000+00:00,123.0,0.0,29.0,0.016664999999999902
34,2023-03-13 16:51:00.408000+00:00,123.0,0.0,29.0,0.0
35,2023-03-13 16:51:05.408000+00:00,123.0,0.0,29.0,0.0
36,2023-03-13 16:51:10.408000+00:00,125.0,1.0,29.0,0.0
37,2023-03-13 16:51:15.408000+00:00,127.0,2.0,29.0,0.0
38,2023-03-13 16:51:20.408000+00:00,127.0,0.0,29.0,0.0
39,2023-03-13 16:51:25.408000+00:00,127.0,0.0,29.0,0.0
40,2023-03-13 16:51:30.408000+00:00,127.0,0.0,29.0,0.0
41,2023-03-13 16:51:35.408000+00:00,129.0,1.0,29.0,0.0
42,2023-03-13 16:51:40.408000+00:00,129.0,0.0,29.0,0.0
43,2023-03-13 16:51:45.408000+00:00,129.0,0.0,29.0,0.0
44,2023-03-13 16:51:50.408000+00:00,129.0,0.0,29.0,0.0
45,2023-03-13 16:51:55.408000+00:00,133.0,0.0,30.0,0.005632999999999999
46,2023-03-13 16:52:00.408000+00:00,133.0,0.0,30.0,0.0
47,2023-03-13 16:52:05.408000+00:00,135.0,0.0,31.0,0.0065620000000000955
48,2023-03-13 16:52:10.408000+00:00,137.0,0.0,31.0,0.0
49,2023-03-13 16:52:15.408000+00:00,141.0,2.0,33.0,0.013132000000000005
50,2023-03-13 16:52:20.408000+00:00,143.0,0.0,34.0,0.006887000000000004
51,2023-03-13 16:52:25.408000+00:00,145.0,0.0,36.0,0.01432899999999998
52,2023-03-13 16:52:30.408000+00:00,145.0,0.0,36.0,0.0
53,2023-03-13 16:52:35.408000+00:00,149.0,0.0,38.0,0.013037999999999994
54,2023-03-13 16:52:40.408000+00:00,149.0,0.0,38.0,0.0
55,2023-03-13 16:52:45.408000+00:00,151.0,0.0,38.0,0.0
56,2023-03-13 16:52:50.408000+00:00,155.0,0.0,39.0,0.005614999999999926
57,2023-03-13 16:52:55.408000+00:00,155.0,0.0,39.0,0.0
58,2023-03-13 16:53:00.408000+00:00,155.0,0.0,39.0,0.0
59,2023-03-13 16:53:05.408000+00:00,157.0,0.0,39.0,0.0
60,2023-03-13 16:53:10.408000+00:00,157.0,0.0,39.0,0.0
61,2023-03-13 16:53:15.408000+00:00,159.0,0.0,41.0,0.011635000000000006
62,2023-03-13 16:53:20.408000+00:00,159.0,0.0,41.0,0.0
63,2023-03-13 16:53:25.408000+00:00,161.0,2.0,42.0,0.006697000000000175
64,2023-03-13 16:53:30.408000+00:00,161.0,0.0,42.0,0.0
65,2023-03-13 16:53:35.408000+00:00,161.0,0.0,42.0,0.0
66,2023-03-13 16:53:40.408000+00:00,163.0,1.0,42.0,0.0
67,2023-03-13 16:53:45.408000+00:00,163.0,0.0,42.0,0.0
68,2023-03-13 16:53:50.408000+00:00,163.0,0.0,42.0,0.0
69,2023-03-13 16:53:55.408000+00:00,163.0,0.0,42.0,0.0
70,2023-03-13 16:54:00.408000+00:00,167.0,2.0,42.0,0.0
71,2023-03-13 16:54:05.408000+00:00,169.0,0.0,42.0,0.0
72,2023-03-13 16:54:10.408000+00:00,173.0,1.0,43.0,0.006998999999999922
73,2023-03-13 16:54:15.408000+00:00,175.0,2.0,43.0,0.0
74,2023-03-13 16:54:20.408000+00:00,177.0,1.0,44.0,0.006195999999999979
75,2023-03-13 16:54:25.408000+00:00,177.0,0.0,44.0,0.0
76,2023-03-13 16:54:30.408000+00:00,181.0,3.0,44.0,0.0
77,2023-03-13 16:54:35.408000+00:00,183.0,0.0,45.0,0.006012000000000017
78,2023-03-13 16:54:40.408000+00:00,183.0,0.0,45.0,0.0
79,2023-03-13 16:54:45.408000+00:00,183.0,0.0,45.0,0.0
80,2023-03-13 16:54:50.408000+00:00,187.0,1.0,45.0,0.0
81,2023-03-13 16:54:55.408000+00:00,187.0,0.0,45.0,0.0
82,2023-03-13 16:55:00.408000+00:00,187.0,0.0,45.0,0.0
83,2023-03-13 16:55:05.408000+00:00,189.0,0.0,45.0,0.0
84,2023-03-13 16:55:10.408000+00:00,189.0,0.0,45.0,0.0
85,2023-03-13 16:55:15.408000+00:00,191.0,0.0,46.0,0.007035999999999876
86,2023-03-13 16:55:20.408000+00:00,191.0,0.0,46.0,0.0
87,2023-03-13 16:55:25.408000+00:00,191.0,0.0,46.0,0.0
88,2023-03-13 16:55:30.408000+00:00,191.0,0.0,46.0,0.0
89,2023-03-13 16:55:35.408000+00:00,191.0,0.0,46.0,0.0
90,2023-03-13 16:55:40.408000+00:00,193.0,0.0,46.0,0.0
91,2023-03-13 16:55:45.408000+00:00,193.0,0.0,46.0,0.0
92,2023-03-13 16:55:50.408000+00:00,193.0,0.0,46.0,0.0
93,2023-03-13 16:55:55.408000+00:00,197.0,1.0,47.0,0.0061530000000000196
94,2023-03-13 16:56:00.408000+00:00,199.0,0.0,48.0,0.0064589999999999925
95,2023-03-13 16:56:05.410000+00:00,201.0,0.0,49.0,0.006310000000000038
96,2023-03-13 16:56:10.408000+00:00,203.0,0.0,50.0,0.00666199999999989
97,2023-03-13 16:56:15.408000+00:00,205.0,1.0,51.0,0.0063189999999999635
98,2023-03-13 16:56:20.408000+00:00,205.0,0.0,51.0,0.0
99,2023-03-13 16:56:25.408000+00:00,205.0,0.0,51.0,0.0
100,2023-03-13 16:56:30.408000+00:00,207.0,1.0,51.0,0.0
101,2023-03-13 16:56:35.408000+00:00,209.0,1.0,51.0,0.0
102,2023-03-13 16:56:40.408000+00:00,209.0,0.0,51.0,0.0
103,2023-03-13 16:56:45.408000+00:00,209.0,0.0,51.0,0.0
104,2023-03-13 16:56:50.408000+00:00,209.0,0.0,51.0,0.0
105,2023-03-13 16:56:55.408000+00:00,212.0,1.0,53.0,0.012573
106,2023-03-13 16:57:00.408000+00:00,213.0,0.0,53.0,0.0
107,2023-03-13 16:57:05.408000+00:00,215.0,0.0,53.0,0.0
108,2023-03-13 16:57:10.408000+00:00,217.0,0.0,53.0,0.0
109,2023-03-13 16:57:15.408000+00:00,217.0,0.0,53.0,0.0
110,2023-03-13 16:57:20.408000+00:00,219.0,1.0,53.0,0.0
111,2023-03-13 16:57:25.408000+00:00,219.0,0.0,53.0,0.0
112,2023-03-13 16:57:30.408000+00:00,219.0,0.0,53.0,0.0
113,2023-03-13 16:57:35.408000+00:00,219.0,0.0,53.0,0.0
114,2023-03-13 16:57:40.408000+00:00,219.0,0.0,53.0,0.0
115,2023-03-13 16:57:45.408000+00:00,221.0,0.0,54.0,0.0069110000000000005
116,2023-03-13 16:57:50.408000+00:00,221.0,0.0,54.0,0.0
117,2023-03-13 16:57:55.408000+00:00,221.0,0.0,54.0,0.0
118,2023-03-13 16:58:00.408000+00:00,221.0,0.0,54.0,0.0
119,2023-03-13 16:58:05.408000+00:00,225.0,2.0,57.0,0.01877899999999999
120,2023-03-13 16:58:10.408000+00:00,225.0,0.0,57.0,0.0
121,2023-03-13 16:58:15.408000+00:00,229.0,1.0,59.0,0.014628999999999837
122,2023-03-13 16:58:20.408000+00:00,229.0,0.0,59.0,0.0
123,2023-03-13 16:58:25.408000+00:00,233.0,1.0,59.0,0.0
124,2023-03-13 16:58:30.408000+00:00,233.0,0.0,59.0,0.0
125,2023-03-13 16:58:35.408000+00:00,235.0,1.0,59.0,0.0
126,2023-03-13 16:58:40.408000+00:00,235.0,0.0,59.0,0.0
127,2023-03-13 16:58:45.408000+00:00,239.0,1.0,62.0,0.018862999999999908
128,2023-03-13 16:58:50.408000+00:00,239.0,0.0,62.0,0.0
129,2023-03-13 16:58:55.408000+00:00,239.0,0.0,62.0,0.0
130,2023-03-13 16:59:00.408000+00:00,239.0,0.0,62.0,0.0
131,2023-03-13 16:59:05.408000+00:00,241.0,0.0,63.0,0.006401999999999908
132,2023-03-13 16:59:10.408000+00:00,241.0,0.0,63.0,0.0
133,2023-03-13 16:59:15.408000+00:00,243.0,0.0,65.0,0.012625000000000053
134,2023-03-13 16:59:20.408000+00:00,245.0,1.0,66.0,0.0
135,2023-03-13 16:59:25.408000+00:00,247.0,0.0,66.0,0.0
136,2023-03-13 16:59:30.408000+00:00,247.0,0.0,66.0,0.0
137,2023-03-13 16:59:35.408000+00:00,249.0,0.0,66.0,0.0
138,2023-03-13 16:59:40.408000+00:00,249.0,0.0,66.0,0.0
139,2023-03-13 16:59:45.408000+00:00,249.0,0.0,66.0,0.0
140,2023-03-13 16:59:50.408000+00:00,249.0,0.0,66.0,0.0
141,2023-03-13 16:59:55.408000+00:00,251.0,1.0,68.0,0.013102000000000058
142,2023-03-13 17:00:00.408000+00:00,253.0,0.0,68.0,0.0
143,2023-03-13 17:00:05.408000+00:00,255.0,1.0,68.0,0.0
144,2023-03-13 17:00:10.408000+00:00,257.0,1.0,69.0,0.006469000000000058
145,2023-03-13 17:00:15.408000+00:00,259.0,1.0,69.0,0.0
146,2023-03-13 17:00:20.408000+00:00,261.0,0.0,69.0,0.0
147,2023-03-13 17:00:25.408000+00:00,261.0,0.0,69.0,0.0
148,2023-03-13 17:00:30.408000+00:00,263.0,1.0,69.0,0.0
149,2023-03-13 17:00:35.408000+00:00,265.0,0.0,70.0,0.0064269999999999605
150,2023-03-13 17:00:40.408000+00:00,265.0,0.0,70.0,0.0
151,2023-03-13 17:00:45.408000+00:00,265.0,0.0,70.0,0.0
152,2023-03-13 17:00:50.408000+00:00,265.0,0.0,70.0,0.0
153,2023-03-13 17:00:55.408000+00:00,267.0,1.0,70.0,0.0
154,2023-03-13 17:01:00.408000+00:00,269.0,1.0,70.0,0.0
155,2023-03-13 17:01:05.408000+00:00,271.0,2.0,71.0,0.007631999999999972
156,2023-03-13 17:01:10.408000+00:00,271.0,0.0,71.0,0.0
157,2023-03-13 17:01:15.408000+00:00,273.0,0.0,71.0,0.0
158,2023-03-13 17:01:20.408000+00:00,273.0,0.0,71.0,0.0
159,2023-03-13 17:01:25.408000+00:00,275.0,1.0,71.0,0.0
160,2023-03-13 17:01:30.408000+00:00,277.0,2.0,72.0,0.005252000000000034
161,2023-03-13 17:01:35.408000+00:00,277.0,0.0,72.0,0.0
162,2023-03-13 17:01:40.408000+00:00,277.0,0.0,72.0,0.0
163,2023-03-13 17:01:45.408000+00:00,277.0,0.0,72.0,0.0
164,2023-03-13 17:01:50.408000+00:00,277.0,0.0,72.0,0.0
165,2023-03-13 17:01:55.408000+00:00,277.0,0.0,72.0,0.0
166,2023-03-13 17:02:00.408000+00:00,279.0,1.0,73.0,0.0067030000000000145
167,2023-03-13 17:02:05.408000+00:00,283.0,2.0,75.0,0.011183000000000054
168,2023-03-13 17:02:10.408000+00:00,289.0,4.0,76.0,0.004960999999999993
169,2023-03-13 17:02:15.408000+00:00,289.0,0.0,76.0,0.0
170,2023-03-13 17:02:20.408000+00:00,289.0,0.0,76.0,0.0
171,2023-03-13 17:02:25.408000+00:00,289.0,0.0,76.0,0.0
172,2023-03-13 17:02:30.408000+00:00,289.0,0.0,76.0,0.0
173,2023-03-13 17:02:35.408000+00:00,289.0,0.0,76.0,0.0
174,2023-03-13 17:02:40.408000+00:00,289.0,0.0,76.0,0.0
175,2023-03-13 17:02:45.408000+00:00,289.0,0.0,76.0,0.0
176,2023-03-13 17:02:50.408000+00:00,291.0,1.0,77.0,0.006417999999999924
177,2023-03-13 17:02:55.408000+00:00,291.0,0.0,77.0,0.0
178,2023-03-13 17:03:00.408000+00:00,291.0,0.0,77.0,0.0
179,2023-03-13 17:03:05.408000+00:00,291.0,0.0,77.0,0.0
180,2023-03-13 17:03:10.408000+00:00,295.0,2.0,77.0,0.0
181,2023-03-13 17:03:15.408000+00:00,301.0,2.0,78.0,0.004863000000000006
182,2023-03-13 17:03:20.408000+00:00,303.0,1.0,78.0,0.0
183,2023-03-13 17:03:25.408000+00:00,307.0,2.0,79.0,0.0063429999999999875
184,2023-03-13 17:03:30.408000+00:00,307.0,0.0,79.0,0.0
185,2023-03-13 17:03:35.408000+00:00,309.0,2.0,80.0,0.006176000000000015
186,2023-03-13 17:03:40.408000+00:00,311.0,0.0,80.0,0.0
187,2023-03-13 17:03:45.408000+00:00,311.0,0.0,80.0,0.0
188,2023-03-13 17:03:50.408000+00:00,313.0,0.0,82.0,0.011357000000000006
189,2023-03-13 17:03:55.408000+00:00,315.0,0.0,83.0,0.006552000000000058
190,2023-03-13 17:04:00.408000+00:00,321.0,2.0,87.0,0.030043999999999793
191,2023-03-13 17:04:05.408000+00:00,323.0,1.0,87.0,0.0
192,2023-03-13 17:04:10.408000+00:00,323.0,0.0,87.0,0.0
193,2023-03-13 17:04:15.410000+00:00,329.0,3.0,89.0,0.01089100000000004
194,2023-03-13 17:04:20.408000+00:00,329.0,0.0,89.0,0.0
195,2023-03-13 17:04:25.408000+00:00,331.0,3.0,89.0,0.0
196,2023-03-13 17:04:30.408000+00:00,333.0,0.0,89.0,0.0
197,2023-03-13 17:04:35.408000+00:00,335.0,1.0,89.0,0.0
198,2023-03-13 17:04:40.408000+00:00,337.0,1.0,89.0,0.0
199,2023-03-13 17:04:45.408000+00:00,339.0,0.0,90.0,0.006199999999999983
200,2023-03-13 17:04:50.408000+00:00,341.0,0.0,90.0,0.0
201,2023-03-13 17:04:55.408000+00:00,343.0,0.0,91.0,0.0062530000000000086
202,2023-03-13 17:05:00.408000+00:00,347.0,1.0,93.0,0.012379000000000084
203,2023-03-13 17:05:05.408000+00:00,351.0,2.0,93.0,0.0
204,2023-03-13 17:05:10.408000+00:00,355.0,2.0,93.0,0.0
205,2023-03-13 17:05:15.408000+00:00,361.0,2.0,94.0,0.010950000000000015
206,2023-03-13 17:05:20.408000+00:00,361.0,0.0,94.0,0.0
207,2023-03-13 17:05:25.408000+00:00,363.0,0.0,95.0,0.006004000000000009
208,2023-03-13 17:05:30.408000+00:00,363.0,0.0,95.0,0.0
209,2023-03-13 17:05:35.408000+00:00,363.0,0.0,95.0,0.0
210,2023-03-13 17:05:40.408000+00:00,367.0,1.0,96.0,0.006589999999999985
211,2023-03-13 17:05:45.408000+00:00,369.0,0.0,97.0,0.006280999999999981
212,2023-03-13 17:05:50.408000+00:00,375.0,1.0,97.0,0.0
213,2023-03-13 17:05:55.408000+00:00,375.0,0.0,97.0,0.0
214,2023-03-13 17:06:00.408000+00:00,381.0,1.0,100.0,0.018771000000000038
215,2023-03-13 17:06:05.408000+00:00,381.0,0.0,100.0,0.0
216,2023-03-13 17:06:10.408000+00:00,383.0,2.0,100.0,0.0
217,2023-03-13 17:06:15.408000+00:00,383.0,0.0,100.0,0.0
218,2023-03-13 17:06:20.408000+00:00,385.0,0.0,100.0,0.0
219,2023-03-13 17:06:25.408000+00:00,385.0,0.0,100.0,0.0
220,2023-03-13 17:06:30.408000+00:00,387.0,1.0,100.0,0.0
221,2023-03-13 17:06:35.408000+00:00,391.0,0.0,101.0,0.005770999999999971
222,2023-03-13 17:06:40.408000+00:00,391.0,0.0,101.0,0.0
223,2023-03-13 17:06:45.408000+00:00,391.0,0.0,101.0,0.0
224,2023-03-13 17:06:50.408000+00:00,393.0,0.0,102.0,0.006012999999999991
225,2023-03-13 17:06:55.408000+00:00,397.0,0.0,102.0,0.0
226,2023-03-13 17:07:00.408000+00:00,399.0,1.0,102.0,0.0
227,2023-03-13 17:07:05.408000+00:00,403.0,2.0,104.0,0.047667000000000015
228,2023-03-13 17:07:10.408000+00:00,407.0,0.0,107.0,0.01811400000000002
229,2023-03-13 17:07:15.408000+00:00,409.0,0.0,107.0,0.0
230,2023-03-13 17:07:20.408000+00:00,413.0,2.0,107.0,0.0
231,2023-03-13 17:07:25.408000+00:00,413.0,0.0,107.0,0.0
232,2023-03-13 17:07:30.408000+00:00,413.0,0.0,107.0,0.0
233,2023-03-13 17:07:35.408000+00:00,413.0,0.0,107.0,0.0
234,2023-03-13 17:07:40.408000+00:00,413.0,0.0,107.0,0.0
235,2023-03-13 17:07:45.408000+00:00,413.0,0.0,107.0,0.0
236,2023-03-13 17:07:50.408000+00:00,421.0,3.0,109.0,0.012199999999999989
237,2023-03-13 17:07:55.408000+00:00,423.0,1.0,109.0,0.0
238,2023-03-13 17:08:00.408000+00:00,424.0,0.0,112.0,0.017577999999999983
239,2023-03-13 17:08:05.408000+00:00,429.0,2.0,113.0,0.005745
240,2023-03-13 17:08:10.408000+00:00,431.0,0.0,113.0,0.0
241,2023-03-13 17:08:15.408000+00:00,431.0,0.0,113.0,0.0
242,2023-03-13 17:08:20.408000+00:00,433.0,0.0,114.0,0.005748000000000003
243,2023-03-13 17:08:25.408000+00:00,435.0,0.0,114.0,0.0
244,2023-03-13 17:08:30.408000+00:00,435.0,0.0,114.0,0.0
245,2023-03-13 17:08:35.408000+00:00,435.0,0.0,114.0,0.0
246,2023-03-13 17:08:40.408000+00:00,435.0,0.0,114.0,0.0
247,2023-03-13 17:08:45.408000+00:00,437.0,0.0,115.0,0.006401999999999908
248,2023-03-13 17:08:50.408000+00:00,439.0,0.0,116.0,0.006090000000000012
249,2023-03-13 17:08:55.408000+00:00,439.0,0.0,116.0,0.0
250,2023-03-13 17:09:00.408000+00:00,441.0,0.0,116.0,0.0
251,2023-03-13 17:09:05.408000+00:00,449.0,2.0,118.0,0.011721000000000092
252,2023-03-13 17:09:10.408000+00:00,451.0,0.0,118.0,0.0
253,2023-03-13 17:09:15.408000+00:00,457.0,0.0,121.0,0.01645699999999989
254,2023-03-13 17:09:20.408000+00:00,457.0,0.0,121.0,0.0
255,2023-03-13 17:09:25.408000+00:00,459.0,2.0,121.0,0.0
256,2023-03-13 17:09:30.408000+00:00,462.0,1.0,121.0,0.0
257,2023-03-13 17:09:35.408000+00:00,463.0,1.0,122.0,0.005573999999999996
258,2023-03-13 17:09:40.408000+00:00,463.0,0.0,122.0,0.0
259,2023-03-13 17:09:45.408000+00:00,465.0,1.0,122.0,0.0
260,2023-03-13 17:09:50.408000+00:00,465.0,0.0,122.0,0.0
261,2023-03-13 17:09:55.408000+00:00,469.0,1.0,123.0,0.008746000000000004
262,2023-03-13 17:10:00.408000+00:00,473.0,1.0,125.0,0.012684999999999919
263,2023-03-13 17:10:05.408000+00:00,475.0,0.0,125.0,0.0
264,2023-03-13 17:10:10.408000+00:00,475.0,0.0,125.0,0.0
265,2023-03-13 17:10:15.408000+00:00,479.0,2.0,128.0,0.018114999999999992
266,2023-03-13 17:10:20.408000+00:00,479.0,0.0,128.0,0.0
267,2023-03-13 17:10:25.408000+00:00,479.0,0.0,128.0,0.0
268,2023-03-13 17:10:30.408000+00:00,481.0,0.0,128.0,0.0
269,2023-03-13 17:10:35.408000+00:00,483.0,0.0,128.0,0.0
270,2023-03-13 17:10:40.408000+00:00,485.0,1.0,128.0,0.0
271,2023-03-13 17:10:45.408000+00:00,485.0,0.0,128.0,0.0
272,2023-03-13 17:10:50.408000+00:00,485.0,0.0,128.0,0.0
273,2023-03-13 17:10:55.408000+00:00,485.0,0.0,128.0,0.0
274,2023-03-13 17:11:00.408000+00:00,487.0,1.0,128.0,0.0
275,2023-03-13 17:11:05.408000+00:00,491.0,4.0,131.0,0.016894000000000103
276,2023-03-13 17:11:10.408000+00:00,497.0,2.0,133.0,0.11109999999999999
277,2023-03-13 17:11:15.408000+00:00,506.0,1.0,136.0,0.017037
278,2023-03-13 17:11:20.408000+00:00,507.0,0.0,136.0,0.0
279,2023-03-13 17:11:25.408000+00:00,509.0,1.0,136.0,0.0
280,2023-03-13 17:11:30.408000+00:00,511.0,2.0,137.0,0.005879000000000002
281,2023-03-13 17:11:35.408000+00:00,511.0,0.0,137.0,0.0
282,2023-03-13 17:11:40.408000+00:00,515.0,2.0,138.0,0.04521599999999999
283,2023-03-13 17:11:45.408000+00:00,515.0,0.0,138.0,0.0
284,2023-03-13 17:11:50.408000+00:00,519.0,1.0,138.0,0.0
285,2023-03-13 17:11:55.408000+00:00,519.0,0.0,138.0,0.0
286,2023-03-13 17:12:00.408000+00:00,521.0,1.0,138.0,0.0
287,2023-03-13 17:12:05.408000+00:00,523.0,0.0,138.0,0.0
288,2023-03-13 17:12:10.408000+00:00,523.0,0.0,138.0,0.0
289,2023-03-13 17:12:15.408000+00:00,525.0,0.0,139.0,0.006030999999999911
290,2023-03-13 17:12:20.408000+00:00,529.0,2.0,139.0,0.0
291,2023-03-13 17:12:25.408000+00:00,529.0,0.0,139.0,0.0
292,2023-03-13 17:12:30.411000+00:00,529.0,0.0,139.0,0.0
293,2023-03-13 17:12:35.408000+00:00,531.0,1.0,139.0,0.0
294,2023-03-13 17:12:40.408000+00:00,533.0,0.0,141.0,0.012007000000000101
295,2023-03-13 17:12:45.408000+00:00,533.0,0.0,141.0,0.0
296,2023-03-13 17:12:50.408000+00:00,533.0,0.0,141.0,0.0
297,2023-03-13 17:12:55.408000+00:00,537.0,1.0,143.0,0.011857999999999994
298,2023-03-13 17:13:00.410000+00:00,537.0,0.0,143.0,0.0
299,2023-03-13 17:13:05.408000+00:00,543.0,1.0,145.0,0.012853000000000003
300,2023-03-13 17:13:10.408000+00:00,547.0,3.0,146.0,0.005739999999999995
301,2023-03-13 17:13:15.408000+00:00,551.0,4.0,146.0,0.0
302,2023-03-13 17:13:20.408000+00:00,551.0,0.0,146.0,0.0
303,2023-03-13 17:13:25.411000+00:00,551.0,0.0,146.0,0.0
