Unnamed: 0,timestamp,rt_web_get_ratings_count,rt_web_get_ratings_sum
0,2023-03-13 16:48:10.514000+00:00,34.0,
1,2023-03-13 16:48:15.514000+00:00,36.0,0.0019300000000000983
2,2023-03-13 16:48:20.514000+00:00,38.0,0.002132999999999996
3,2023-03-13 16:48:25.514000+00:00,40.0,0.0021670000000000023
4,2023-03-13 16:48:30.514000+00:00,42.0,0.0021019999999998956
5,2023-03-13 16:48:35.514000+00:00,42.0,0.0
6,2023-03-13 16:48:40.514000+00:00,50.0,0.008751999999999899
7,2023-03-13 16:48:45.514000+00:00,52.0,0.0024230000000000085
8,2023-03-13 16:48:50.514000+00:00,54.0,0.002122999999999889
9,2023-03-13 16:48:55.514000+00:00,56.0,0.00181400000000001
10,2023-03-13 16:49:00.514000+00:00,56.0,0.0
11,2023-03-13 16:49:05.514000+00:00,58.0,0.002076000000000189
12,2023-03-13 16:49:10.514000+00:00,58.0,0.0
13,2023-03-13 16:49:15.514000+00:00,60.0,0.002143000000000006
14,2023-03-13 16:49:20.514000+00:00,60.0,0.0
15,2023-03-13 16:49:25.514000+00:00,60.0,0.0
16,2023-03-13 16:49:30.514000+00:00,62.0,0.002129999999999896
17,2023-03-13 16:49:35.514000+00:00,62.0,0.0
18,2023-03-13 16:49:40.514000+00:00,62.0,0.0
19,2023-03-13 16:49:45.514000+00:00,62.0,0.0
20,2023-03-13 16:49:50.514000+00:00,62.0,0.0
21,2023-03-13 16:49:55.514000+00:00,62.0,0.0
22,2023-03-13 16:50:00.514000+00:00,64.0,0.0021870000000001055
23,2023-03-13 16:50:05.514000+00:00,66.0,0.0023330000000000017
24,2023-03-13 16:50:10.514000+00:00,68.0,0.002257999999999899
25,2023-03-13 16:50:15.514000+00:00,70.0,0.002563000000000093
26,2023-03-13 16:50:20.514000+00:00,72.0,0.0034280000000000144
27,2023-03-13 16:50:25.514000+00:00,76.0,0.004176999999999986
28,2023-03-13 16:50:30.514000+00:00,76.0,0.0
29,2023-03-13 16:50:35.514000+00:00,80.0,0.004486999999999991
30,2023-03-13 16:50:40.514000+00:00,82.0,0.0019030000000000158
31,2023-03-13 16:50:45.514000+00:00,82.0,0.0
32,2023-03-13 16:50:50.514000+00:00,88.0,0.0072110000000001895
33,2023-03-13 16:50:55.514000+00:00,90.0,0.001833999999999919
34,2023-03-13 16:51:00.514000+00:00,90.0,0.0
35,2023-03-13 16:51:05.514000+00:00,90.0,0.0
36,2023-03-13 16:51:10.514000+00:00,92.0,0.0021899999999998865
37,2023-03-13 16:51:15.514000+00:00,94.0,0.0024220000000000075
38,2023-03-13 16:51:20.514000+00:00,94.0,0.0
39,2023-03-13 16:51:25.514000+00:00,94.0,0.0
40,2023-03-13 16:51:30.514000+00:00,94.0,0.0
41,2023-03-13 16:51:35.514000+00:00,96.0,0.0022030000000000938
42,2023-03-13 16:51:40.514000+00:00,96.0,0.0
43,2023-03-13 16:51:45.514000+00:00,96.0,0.0
44,2023-03-13 16:51:50.514000+00:00,96.0,0.0
45,2023-03-13 16:51:55.514000+00:00,100.0,0.003915000000000002
46,2023-03-13 16:52:00.514000+00:00,100.0,0.0
