timestamp,rt_catalogue_get_mongo_categories_count,rt_catalogue_get_mongo_categories_sum,rt_catalogue_get_mongo_products_count,rt_catalogue_get_mongo_products_sum,rt_catalogue_get_mongo_productscat_count,rt_catalogue_get_mongo_productscat_sum,rt_catalogue_get_mongo_productsku_count,rt_catalogue_get_mongo_productsku_sum,rt_catalogue_get_mongo_search_count,rt_catalogue_get_mongo_search_sum,rt_user_get_mongo_checkid_count,rt_user_get_mongo_checkid_sum,rt_user_get_mongo_history_count,rt_user_get_mongo_history_sum,rt_user_get_mongo_users_count,rt_user_get_mongo_users_sum,rt_user_post_mongo_login_count,rt_user_post_mongo_login_sum,rt_user_post_mongo_order_count,rt_user_post_mongo_order_sum,rt_user_post_mongo_register_count,rt_user_post_mongo_register_sum
2023-03-20 09:33:32.678000+00:00,20.0,,20.0,,0.0,,80.0,,0.0,,0.0,,16.0,,0.0,,26.0,,0.0,,25.0,
2023-03-20 09:33:37.678000+00:00,23.0,3.0,23.0,3.0,0.0,0.0,92.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,28.0,3.0
2023-03-20 09:33:42.678000+00:00,24.0,0.0,24.0,1.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,28.0,2.0,0.0,0.0,32.0,3.0
2023-03-20 09:33:47.678000+00:00,24.0,0.0,24.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,29.0,1.0,0.0,0.0,33.0,1.0
2023-03-20 09:33:52.678000+00:00,25.0,1.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,31.0,2.0,0.0,0.0,35.0,1.0
2023-03-20 09:33:57.678000+00:00,26.0,1.0,26.0,1.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,36.0,1.0
2023-03-20 09:34:02.678000+00:00,26.0,0.0,26.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,36.0,2.0,0.0,0.0,37.0,1.0
2023-03-20 09:34:07.678000+00:00,29.0,0.0,29.0,3.0,0.0,0.0,113.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,41.0,5.0,0.0,0.0,38.0,1.0
2023-03-20 09:34:12.678000+00:00,29.0,0.0,29.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,44.0,3.0,0.0,0.0,40.0,2.0
2023-03-20 09:34:17.678000+00:00,30.0,0.0,30.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,47.0,3.0,0.0,0.0,40.0,0.0
