timestamp,rt_web_post_payment_count,rt_web_post_payment_sum
2023-03-20 09:33:34.727000+00:00,0.0,
2023-03-20 09:33:39.727000+00:00,0.0,0.0
2023-03-20 09:33:44.727000+00:00,0.0,0.0
2023-03-20 09:33:49.727000+00:00,0.0,0.0
2023-03-20 09:33:54.727000+00:00,0.0,0.0
2023-03-20 09:33:59.727000+00:00,0.0,0.0
2023-03-20 09:34:04.727000+00:00,0.0,0.0
2023-03-20 09:34:09.727000+00:00,0.0,0.0
2023-03-20 09:34:14.727000+00:00,0.0,0.0
2023-03-20 09:34:19.727000+00:00,0.0,0.0
2023-03-20 09:34:24.727000+00:00,0.0,0.0
2023-03-20 09:34:29.727000+00:00,0.0,0.0
2023-03-20 09:34:34.727000+00:00,0.0,0.0
2023-03-20 09:34:39.727000+00:00,0.0,0.0
2023-03-20 09:34:44.727000+00:00,0.0,0.0
2023-03-20 09:34:49.727000+00:00,0.0,0.0
2023-03-20 09:34:54.727000+00:00,0.0,0.0
2023-03-20 09:34:59.727000+00:00,0.0,0.0
2023-03-20 09:35:04.727000+00:00,0.0,0.0
2023-03-20 09:35:09.727000+00:00,0.0,0.0
2023-03-20 09:35:14.727000+00:00,0.0,0.0
2023-03-20 09:35:19.727000+00:00,0.0,0.0
2023-03-20 09:35:24.727000+00:00,1.0,479.0
2023-03-20 09:35:29.727000+00:00,1.0,0.0
2023-03-20 09:35:34.727000+00:00,2.0,254.0
2023-03-20 09:35:39.727000+00:00,3.0,248.0
2023-03-20 09:35:44.727000+00:00,6.0,750.0
2023-03-20 09:35:49.727000+00:00,7.0,245.0
2023-03-20 09:35:54.727000+00:00,7.0,0.0
2023-03-20 09:35:59.727000+00:00,7.0,0.0
2023-03-20 09:36:04.727000+00:00,8.0,244.0
2023-03-20 09:36:09.727000+00:00,10.0,486.0
2023-03-20 09:36:14.727000+00:00,11.0,245.0
2023-03-20 09:36:19.727000+00:00,12.0,245.0
2023-03-20 09:36:24.727000+00:00,13.0,245.0
2023-03-20 09:36:29.727000+00:00,15.0,490.0
2023-03-20 09:36:34.727000+00:00,18.0,712.0
2023-03-20 09:36:39.727000+00:00,21.0,728.0
2023-03-20 09:36:44.727000+00:00,21.0,0.0
2023-03-20 09:36:49.727000+00:00,22.0,228.0
2023-03-20 09:36:54.727000+00:00,23.0,248.0
2023-03-20 09:36:59.727000+00:00,27.0,976.0
2023-03-20 09:37:04.727000+00:00,28.0,229.0
2023-03-20 09:37:09.727000+00:00,29.0,246.0
2023-03-20 09:37:14.727000+00:00,31.0,492.0
2023-03-20 09:37:19.727000+00:00,31.0,0.0
