timestamp,container_fs_usage_bytes,container_memory_rss,container_memory_usage_bytes,container_memory_working_set_bytes,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_fs_io_time_seconds_total,container_memory_failures_total,container_memory_failcnt,container_fs_write_seconds_total
2023-03-13 16:48:09.783000+00:00,,,12496896.0,12496896.0,0.97,0.038251456,1.82,45275.0,0.0,0.0,308.0,111790.0,0.0,0.0,192.0,0.0,,,
2023-03-13 16:48:14.460000+00:00,69632.0,12111872.0,14168064.0,14168064.0,0.98,0.038251456,1.87,45715.0,0.0,0.0,311.0,113604.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:19.737000+00:00,77824.0,12111872.0,10604544.0,10604544.0,1.02,0.038251456,1.9,46879.0,0.0,0.0,316.0,115553.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:23.192000+00:00,77824.0,9826304.0,11214848.0,11214848.0,1.02,0.038251456,1.91,47918.0,0.0,0.0,319.0,117367.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:29.515000+00:00,77824.0,13533184.0,14925824.0,11214848.0,1.03,0.038251456,1.92,47918.0,0.0,0.0,319.0,117367.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:34.471000+00:00,77824.0,12001280.0,13918208.0,13918208.0,1.06,0.038251456,1.96,49385.0,0.0,0.0,325.0,120992.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:39.229000+00:00,77824.0,12001280.0,14082048.0,14082048.0,1.08,0.038251456,1.98,49891.0,0.0,0.0,329.0,122876.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:44.313000+00:00,77824.0,11923456.0,13443072.0,13443072.0,1.08,0.038251456,1.99,52823.0,0.0,0.0,334.0,124825.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:48.664000+00:00,77824.0,11923456.0,13238272.0,13238272.0,1.1,0.038251456,2.02,53255.0,0.0,0.0,337.0,126647.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:53.525000+00:00,77824.0,11083776.0,13139968.0,13139968.0,1.11,0.038251456,2.05,54294.0,0.0,0.0,340.0,128461.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0
2023-03-13 16:48:59.320000+00:00,77824.0,11558912.0,12947456.0,13139968.0,1.11,0.038251456,2.05,54294.0,0.0,0.0,340.0,128461.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:04.384000+00:00,77824.0,10981376.0,13393920.0,13393920.0,1.12,0.038251456,2.08,55833.0,0.0,0.0,347.0,132151.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:08.387000+00:00,77824.0,11214848.0,12718080.0,12718080.0,1.12,0.038251456,2.08,56339.0,0.0,0.0,351.0,134036.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:14.819000+00:00,77824.0,9609216.0,11444224.0,11444224.0,1.17,0.038251456,2.15,56779.0,0.0,0.0,354.0,135847.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:19.657000+00:00,86016.0,9609216.0,11444224.0,13410304.0,1.17,0.038251456,2.17,57285.0,0.0,0.0,358.0,137730.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:23.743000+00:00,86016.0,11714560.0,13287424.0,13287424.0,1.19,0.038251456,2.19,58303.0,0.0,0.0,361.0,139547.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:29.551000+00:00,86016.0,10141696.0,11661312.0,13287424.0,1.21,0.038251456,2.22,58303.0,0.0,0.0,361.0,139547.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:33.439000+00:00,86016.0,12050432.0,14426112.0,14426112.0,1.23,0.038251456,2.26,59249.0,0.0,0.0,368.0,143242.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:39.391000+00:00,86016.0,9371648.0,10784768.0,10784768.0,1.25,0.038251456,2.28,60318.0,0.0,0.0,372.0,145127.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:44.044000+00:00,86016.0,10108928.0,11759616.0,11759616.0,1.25,0.038251456,2.28,60758.0,0.0,0.0,375.0,146943.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:48.564000+00:00,86016.0,10108928.0,10985472.0,10985472.0,1.33,0.038251456,2.38,61264.0,0.0,0.0,379.0,148825.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:53.376000+00:00,86016.0,12492800.0,14667776.0,14667776.0,1.34,0.038251456,2.39,61704.0,0.0,0.0,382.0,150638.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0
2023-03-13 16:49:58.307000+00:00,86016.0,11403264.0,12881920.0,14667776.0,1.38,0.038251456,2.45,61704.0,0.0,0.0,382.0,150638.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:04.834000+00:00,86016.0,12238848.0,13697024.0,13697024.0,1.39,0.038251456,2.47,63919.0,0.0,0.0,390.0,154396.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:09.240000+00:00,86016.0,11337728.0,13045760.0,13045760.0,1.39,0.038251456,2.49,64425.0,0.0,0.0,394.0,156285.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:13.417000+00:00,86016.0,9895936.0,11501568.0,11501568.0,1.44,0.038251456,2.56,65631.0,0.0,0.0,397.0,158094.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:19.650000+00:00,90112.0,11554816.0,13008896.0,13008896.0,1.45,0.038251456,2.57,66790.0,0.0,0.0,402.0,160044.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:24.222000+00:00,90112.0,11485184.0,13844480.0,13844480.0,1.48,0.038251456,2.6,68598.0,0.0,0.0,406.0,161924.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:29.371000+00:00,90112.0,11485184.0,13844480.0,13844480.0,1.51,0.038251456,2.6,68598.0,0.0,0.0,406.0,161924.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:33.671000+00:00,90112.0,12738560.0,14192640.0,14192640.0,1.51,0.038251456,2.61,70119.0,0.0,0.0,413.0,165619.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:37.948000+00:00,90112.0,10260480.0,12075008.0,12075008.0,1.53,0.038251456,2.64,71203.0,0.0,0.0,417.0,167501.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:44.219000+00:00,90112.0,12636160.0,14090240.0,14090240.0,1.55,0.038251456,2.66,71643.0,0.0,0.0,420.0,169306.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:49.834000+00:00,90112.0,12218368.0,13701120.0,13701120.0,1.58,0.038251456,2.71,73340.0,0.0,0.0,425.0,171260.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:54.047000+00:00,90112.0,11444224.0,12931072.0,12931072.0,1.59,0.038251456,2.75,75106.0,0.0,0.0,429.0,173138.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0
2023-03-13 16:50:58.657000+00:00,90112.0,11452416.0,13070336.0,13070336.0,1.59,0.038251456,2.75,75608.0,0.0,0.0,433.0,174960.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:04.226000+00:00,90112.0,11452416.0,12939264.0,12939264.0,1.59,0.038251456,2.76,76048.0,0.0,0.0,436.0,176770.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:08.440000+00:00,90112.0,12615680.0,14352384.0,14352384.0,1.59,0.038251456,2.76,77140.0,0.0,0.0,440.0,178655.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:13.879000+00:00,90112.0,11329536.0,12836864.0,12836864.0,1.61,0.038251456,2.8,78187.0,0.0,0.0,443.0,180467.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:19.129000+00:00,102400.0,11816960.0,14544896.0,14544896.0,1.64,0.038251456,2.84,78693.0,0.0,0.0,447.0,182356.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:24.485000+00:00,102400.0,13742080.0,15233024.0,15233024.0,1.64,0.038251456,2.85,79133.0,0.0,0.0,450.0,184168.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:28.763000+00:00,102400.0,10027008.0,12103680.0,12103680.0,1.69,0.038251456,2.93,79639.0,0.0,0.0,454.0,186058.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:34.368000+00:00,102400.0,12488704.0,13975552.0,13975552.0,1.69,0.038251456,2.94,80730.0,0.0,0.0,458.0,187937.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:38.609000+00:00,102400.0,12632064.0,14880768.0,14880768.0,1.7,0.038251456,2.95,81162.0,0.0,0.0,461.0,189759.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:43.336000+00:00,102400.0,11448320.0,13688832.0,13688832.0,1.74,0.038251456,3.04,81602.0,0.0,0.0,464.0,191572.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:48.036000+00:00,102400.0,9834496.0,11464704.0,11464704.0,1.76,0.038251456,3.07,82215.0,0.0,0.0,469.0,193457.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:54.106000+00:00,102400.0,11268096.0,12906496.0,12906496.0,1.76,0.038251456,3.08,82655.0,0.0,0.0,472.0,195273.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0
2023-03-13 16:51:59.258000+00:00,102400.0,12353536.0,14622720.0,14622720.0,1.78,0.038251456,3.1,84503.0,0.0,0.0,477.0,197226.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:04.521000+00:00,102400.0,9723904.0,11358208.0,11358208.0,1.79,0.038251456,3.14,85546.0,0.0,0.0,480.0,199039.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:09.286000+00:00,102400.0,10559488.0,12390400.0,12390400.0,1.79,0.038251456,3.15,86052.0,0.0,0.0,484.0,200927.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:14.653000+00:00,102400.0,10317824.0,12419072.0,12419072.0,1.86,0.038251456,3.28,87792.0,0.0,0.0,488.0,202809.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:18.926000+00:00,110592.0,9764864.0,11317248.0,11317248.0,1.89,0.038251456,3.35,88224.0,0.0,0.0,491.0,204632.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:24.306000+00:00,110592.0,9785344.0,11272192.0,11272192.0,1.89,0.038251456,3.35,88664.0,0.0,0.0,494.0,206450.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:28.900000+00:00,110592.0,9678848.0,11796480.0,11796480.0,1.92,0.038251456,3.46,89763.0,0.0,0.0,498.0,208342.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:33.809000+00:00,110592.0,9752576.0,11386880.0,11386880.0,1.94,0.038251456,3.48,90815.0,0.0,0.0,501.0,210160.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:39.412000+00:00,110592.0,10117120.0,12066816.0,12066816.0,1.96,0.038251456,3.52,91975.0,0.0,0.0,505.0,212050.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:44.189000+00:00,110592.0,11583488.0,13070336.0,13070336.0,1.96,0.038251456,3.54,93259.0,0.0,0.0,509.0,213927.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:48.663000+00:00,110592.0,12337152.0,14462976.0,14462976.0,1.96,0.038251456,3.57,94341.0,0.0,0.0,513.0,215814.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:53.200000+00:00,110592.0,13299712.0,14909440.0,14909440.0,1.97,0.038251456,3.58,95394.0,0.0,0.0,516.0,217628.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0
2023-03-13 16:52:59.267000+00:00,110592.0,12779520.0,14266368.0,14266368.0,1.98,0.038251456,3.62,95900.0,0.0,0.0,520.0,219515.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0
2023-03-13 16:53:03.857000+00:00,110592.0,13922304.0,16789504.0,16789504.0,1.99,0.038251456,3.62,96340.0,0.0,0.0,523.0,221331.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0
2023-03-13 16:53:09.107000+00:00,110592.0,13463552.0,15073280.0,15073280.0,2.01,0.038251456,3.65,96846.0,0.0,0.0,527.0,223211.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0
2023-03-13 16:53:14.101000+00:00,110592.0,13455360.0,15450112.0,15450112.0,2.03,0.038251456,3.68,97865.0,0.0,0.0,531.0,225093.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0
2023-03-13 16:53:19.298000+00:00,118784.0,9588736.0,11210752.0,11210752.0,2.06,0.038251456,3.81,98297.0,0.0,0.0,534.0,226911.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0
